,,,,Rk,Player,Nation,Position,Squad,Current age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,Matches
122,Lauri Laine,fiFIN,"FW,MF",SJK,20-016,2005,12,5,538,6.0,0,2,2,0,0,0,1,0,0.00,0.33,0.33,0.00,0.33,Matches
123,Joonas Lakkamäki,fiFIN,MF,VPS,23-141,2002,6,1,164,1.8,0,1,1,0,0,0,0,0,0.00,0.55,0.55,0.00,0.55,Matches
124,Joakim Latonen,fiFIN,"FW,MF",IF Gnistan,27-111,1998,10,10,853,9.5,4,0,4,3,1,1,2,0,0.42,0.00,0.42,0.32,0.32,Matches
125,Dimitri Legbo,ciCIV,"FW,MF",Inter Turku,23-290,2001,7,5,440,4.9,2,0,2,1,1,1,0,0,0.41,0.00,0.41,0.20,0.20,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Juho Lehtiranta,fiFIN,DF,KTP,22-261,2002,7,7,600,6.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
127,Joel Lehtonen,fiFIN,DF,AC Oulu,25-198,1999,4,1,118,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
128,Rasmus Leislahti,fiFIN,GK,VPS,24-364,2000,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
129,Samuel Lindeman,fiFIN,DF,VPS,27-168,1997,2,2,129,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
130,Pontus Lindgren,seSWE,DF,IFK Mariehamn,24-184,2000,11,11,990,11.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
131,Simon Lindholm,fiFIN,"FW,MF",Haka,23-196,2001,10,8,761,8.5,3,1,4,3,0,1,3,0,0.35,0.12,0.47,0.35,0.47,Matches
132,Lucas Lingman,fiFIN,MF,HJK,27-141,1998,10,5,483,5.4,0,3,3,0,0,0,0,0,0.00,0.56,0.56,0.00,0.56,Matches
133,Arttu Lötjönen,fiFIN,DF,KuPS,21-138,2004,4,3,235,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
134,Arvid Lundberg,fiFIN,FW,IFK Mariehamn,19-022,2006,6,1,83,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
135,Joslyn Luyeye-Lutumba,fiFIN,FW,KuPS,22-184,2002,12,5,522,5.8,1,1,2,1,0,0,0,0,0.17,0.17,0.34,0.17,0.34,Matches
136,Brooklyn Lyons-Foster,engENG,DF,HJK,24-196,2000,4,2,208,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
137,Aniis Machaal,fiFIN,MF,SJK,18-044,2007,3,1,82,0.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
138,Aapo Mäenpää,fiFIN,"DF,MF",Ilves,27-152,1998,9,8,668,7.4,1,1,2,1,0,0,1,0,0.13,0.13,0.27,0.13,0.27,Matches
139,Joni Mäkelä,fiFIN,MF,KTP,31-260,1993,5,2,206,2.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
140,Teppo Marttinen,fiFIN,GK,VPS,28-040,1997,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
141,Elias Mastokangas,fiFIN,"MF,FW",SJK,24-134,2001,10,2,376,4.2,1,0,1,1,0,0,0,0,0.24,0.00,0.24,0.24,0.24,Matches
