Rk,Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG,Matches
437,Matteo Palma,deGER,DF,Udinese,16,2008,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
438,Leandro Paredes,arARG,MF,Roma,30,1994,22,15,"1,373",15.3,3,1,4,1,2,2,4,0,2.3,0.7,1.5,2.2,17,106,14,0.2,0.07,0.26,0.07,0.13,0.15,0.1,0.25,0.05,0.15,Matches
439,Fabiano Parisi,itITA,"DF,MF",Fiorentina,23,2000,26,11,"1,124",12.5,2,0,2,2,0,0,3,0,0.5,0.5,0.8,1.3,25,40,35,0.16,0,0.16,0.16,0.16,0.04,0.07,0.1,0.04,0.1,Matches
440,Mario Pašalić,hrCRO,MF,Atalanta,29,1995,34,23,"1,967",21.9,3,4,7,3,0,1,1,0,6.6,5.8,3.3,9.1,44,149,68,0.14,0.18,0.32,0.14,0.32,0.3,0.15,0.45,0.26,0.42,Matches
441,Patric,esESP,DF,Lazio,31,1993,10,5,607,6.7,1,0,1,1,0,0,2,0,1.1,1.1,0,1.1,4,30,5,0.15,0,0.15,0.15,0.15,0.16,0,0.16,0.16,0.16,Matches
442,Rui Patrício,ptPOR,GK,Atalanta,36,1988,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
443,Benjamin Pavard,frFRA,DF,Inter,28,1996,23,18,"1,584",17.6,0,1,1,0,0,0,4,0,0.5,0.5,0.8,1.3,13,92,26,0,0.06,0.06,0,0.06,0.03,0.05,0.08,0.03,0.08,Matches
444,Strahinja Pavlović,rsSRB,DF,Milan,23,2001,24,21,"1,864",20.7,2,1,3,2,0,0,3,1,1.8,1.8,1.1,2.9,40,94,10,0.1,0.05,0.14,0.1,0.14,0.09,0.05,0.14,0.09,0.14,Matches
445,Leonardo Pavoletti,itITA,"FW,MF",Cagliari,35,1988,26,1,445,4.9,2,0,2,2,0,0,5,0,2.7,2.7,1,3.7,1,17,26,0.4,0,0.4,0.4,0.4,0.53,0.2,0.74,0.53,0.74,Matches
446,Martín Payero,arARG,MF,Udinese,25,1998,25,16,"1,381",15.3,1,1,2,1,0,0,5,0,1.2,1.2,1.3,2.5,33,51,44,0.07,0.07,0.13,0.07,0.13,0.08,0.08,0.16,0.08,0.16,Matches
447,Nicolás Paz,arARG,"MF,FW",Como,19,2004,35,30,"2,687",29.9,6,8,14,6,0,1,6,0,9.3,8.5,6,14.5,77,163,171,0.2,0.27,0.47,0.2,0.47,0.31,0.2,0.51,0.28,0.49,Matches
448,Marcus Pedersen,noNOR,DF,Torino,24,2000,29,15,"1,362",15.1,0,0,0,0,0,0,3,0,0.6,0.6,0.4,1,44,19,77,0,0,0,0,0,0.04,0.03,0.06,0.04,0.06,Matches
449,Pedro,esESP,"FW,MF",Lazio,37,1987,30,6,"1,102",12.2,10,1,11,8,2,2,2,0,5.3,3.8,1.7,5.4,48,76,89,0.82,0.08,0.9,0.65,0.74,0.44,0.14,0.57,0.31,0.44,Matches
450,Pietro Pellegri,itITA,FW,Empoli,23,2001,11,5,414,4.6,3,0,3,3,0,0,2,0,0.3,0.3,0.6,0.9,12,8,28,0.65,0,0.65,0.65,0.65,0.06,0.12,0.19,0.06,0.19,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
451,Lorenzo Pellegrini,itITA,MF,Roma,28,1996,25,20,"1,626",18.1,2,1,3,1,1,1,4,0,4.7,3.9,2.5,6.4,27,61,82,0.11,0.06,0.17,0.06,0.11,0.26,0.14,0.4,0.22,0.35,Matches
452,Luca Pellegrini,itITA,DF,Lazio,25,1999,22,10,"1,067",11.9,0,4,4,0,0,0,5,0,0.7,0.7,1.8,2.4,21,72,61,0,0.34,0.34,0,0.34,0.06,0.15,0.2,0.06,0.2,Matches
453,Mateo Pellegrino,arARG,FW,Parma,23,2001,13,8,737,8.2,3,1,4,3,0,0,2,0,3.3,3.3,0.7,4,6,15,37,0.37,0.12,0.49,0.37,0.49,0.4,0.09,0.49,0.4,0.49,Matches
454,Andy Pelmard,frFRA,DF,Lecce,24,2000,3,1,129,1.4,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Matches
455,Sergiu Perciun,mdMDA,"FW,MF",Torino,18,2006,5,0,152,1.7,0,0,0,0,0,0,0,0,0,0,0.1,0.2,2,4,12,0,0,0,0,0,0.03,0.08,0.1,0.03,0.1,Matches
456,Pedro Pereira,ptPOR,DF,Monza,26,1998,35,32,"2,665",29.6,1,3,4,1,0,0,10,0,1.2,1.2,1.6,2.8,52,66,107,0.03,0.1,0.14,0.03,0.14,0.04,0.05,0.1,0.04,0.1,Matches
457,Gastón Pereiro,uyURU,MF,Genoa,29,1995,2,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,Matches
458,Kike Pérez,esESP,MF,Venezia,27,1997,16,13,"1,114",12.4,1,0,1,1,0,0,4,0,0.9,0.9,1.2,2.1,18,60,31,0.08,0,0.08,0.08,0.08,0.07,0.1,0.17,0.07,0.17,Matches
459,Nehuén Pérez,arARG,DF,Udinese,24,2000,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,Matches
460,Simone Perilli,itITA,GK,Hellas Verona,29,1995,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
461,Mattia Perin,itITA,GK,Juventus,31,1992,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
462,Máximo Perrone,arARG,MF,Como,21,2003,26,20,"1,857",20.6,0,3,3,0,0,0,6,0,0.9,0.9,2.2,3.1,16,98,19,0,0.15,0.15,0,0.15,0.04,0.11,0.15,0.04,0.15,Matches
463,Matteo Pessina,itITA,MF,Monza,27,1997,11,10,854,9.5,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,8,28,20,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches
464,Andrea Petagna,itITA,FW,Monza,29,1995,13,2,335,3.7,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,2,1,17,0,0,0,0,0,0.05,0.01,0.05,0.05,0.05,Matches
465,Giuseppe Pezzella,itITA,"DF,FW",Empoli,26,1997,35,34,"2,878",32,0,3,3,0,0,0,7,0,0.6,0.6,4.6,5.2,77,80,143,0,0.09,0.09,0,0.09,0.02,0.14,0.16,0.02,0.16,Matches
466,Roberto Piccoli,itITA,FW,Cagliari,23,2001,37,37,"3,127",34.7,10,1,11,9,1,1,6,0,12.7,12,0.9,12.9,30,37,165,0.29,0.03,0.32,0.26,0.29,0.37,0.03,0.39,0.34,0.37,Matches
467,Nicholas Pierini,itITA,MF,Venezia,25,1998,2,0,83,0.9,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,2,4,0,0,0,0,0,0.04,0.1,0.13,0.04,0.13,Matches
468,Santiago Pierotti,arARG,FW,Lecce,23,2001,36,22,"1,937",21.5,4,2,6,4,0,0,6,1,3.1,3.1,2.4,5.5,43,38,85,0.19,0.09,0.28,0.19,0.28,0.14,0.11,0.25,0.14,0.25,Matches
469,Balthazar Pierret,frFRA,MF,Lecce,24,2000,30,21,"1,723",19.1,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0.6,13,82,13,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,Matches
470,Andrea Pinamonti,itITA,FW,Genoa,25,1999,36,33,"2,850",31.7,10,1,11,10,0,1,4,0,7.7,7,1.7,8.7,20,46,132,0.32,0.03,0.35,0.32,0.35,0.24,0.05,0.3,0.22,0.27,Matches
471,Nicola Pintus,itITA,DF,Cagliari,19,2005,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
472,Niccolò Pisilli,itITA,MF,Roma,19,2004,28,11,"1,227",13.6,2,1,3,2,0,0,7,0,2.7,2.7,0.7,3.4,22,63,44,0.15,0.07,0.22,0.15,0.22,0.2,0.05,0.25,0.2,0.25,Matches
473,Damián Pizarro,clCHI,"FW,MF",Udinese,19,2005,2,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
474,Semuel Pizzignacco,itITA,GK,Monza,22,2001,9,8,736,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
475,Tommaso Pobega,itITA,MF,Bologna,25,1999,21,13,"1,178",13.1,2,2,4,2,0,0,6,2,2.1,2,1.4,3.4,12,42,23,0.15,0.15,0.31,0.15,0.31,0.16,0.11,0.27,0.15,0.26,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
476,Joel Pohjanpalo,fiFIN,FW,Venezia,29,1994,20,19,"1,603",17.8,6,0,6,3,3,4,1,0,7.5,4.3,1.7,6,9,29,72,0.34,0,0.34,0.17,0.17,0.42,0.09,0.51,0.24,0.33,Matches
477,Matteo Politano,itITA,"FW,MF",Napoli,30,1993,37,34,"2,804",31.2,3,4,7,3,0,0,3,0,3.1,3.1,4.8,7.9,135,129,278,0.1,0.13,0.22,0.1,0.22,0.1,0.15,0.25,0.1,0.25,Matches
478,Marin Pongračić,hrCRO,DF,Fiorentina,26,1997,20,14,"1,367",15.2,0,0,0,0,0,0,3,1,0.2,0.2,0.2,0.4,7,34,5,0,0,0,0,0,0.01,0.01,0.03,0.01,0.03,Matches
479,Stefan Posch,atAUT,DF,Bologna,27,1997,14,7,714,7.9,0,0,0,0,0,0,1,0,0.3,0.3,0.7,1,11,36,35,0,0,0,0,0,0.04,0.09,0.13,0.04,0.13,Matches
480,Stefan Posch,atAUT,DF,Atalanta,27,1997,5,4,387,4.3,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,5,23,5,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches
481,Matteo Prati,itITA,MF,Cagliari,20,2003,12,8,570,6.3,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,2,23,7,0,0,0,0,0,0.02,0.11,0.12,0.02,0.12,Matches
482,Ivan Provedel,itITA,GK,Lazio,30,1994,29,29,"2,610",29,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,4,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
483,Diego Pugno,itITA,FW,Juventus,18,2006,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.76,0.76,0,0.76,Matches
484,Christian Pulisic,usUSA,"FW,MF",Milan,25,1998,34,29,"2,478",27.5,11,9,20,8,3,4,1,0,12,8.9,6.4,15.2,121,105,191,0.4,0.33,0.73,0.29,0.62,0.44,0.23,0.67,0.32,0.55,Matches
485,Ionuț Radu,roROU,GK,Venezia,27,1997,15,15,"1,350",15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
486,Hamza Rafia,tnTUN,MF,Lecce,25,1999,18,14,"1,058",11.8,0,0,0,0,0,0,4,0,0.5,0.5,1.4,1.9,13,51,32,0,0,0,0,0,0.04,0.12,0.16,0.04,0.16,Matches
487,Antonio Raimondo,itITA,"FW,DF",Venezia,20,2004,9,0,94,1,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,2,2,7,0,0,0,0,0,0.31,0.09,0.4,0.31,0.4,Matches
488,Ylber Ramadani,alALB,MF,Lecce,28,1996,29,21,"1,807",20.1,1,1,2,1,0,0,4,0,0.6,0.6,1.1,1.7,9,60,7,0.05,0.05,0.1,0.05,0.1,0.03,0.06,0.09,0.03,0.09,Matches
489,Luca Ranieri,itITA,DF,Fiorentina,25,1999,36,35,"3,071",34.1,1,3,4,1,0,0,7,0,1.1,1.1,1.7,2.7,25,80,11,0.03,0.09,0.12,0.03,0.12,0.03,0.05,0.08,0.03,0.08,Matches
490,Giacomo Raspadori,itITA,"FW,MF",Napoli,24,2000,26,11,"1,103",12.3,6,1,7,6,0,0,1,0,4,4,2.4,6.4,18,42,57,0.49,0.08,0.57,0.49,0.57,0.33,0.2,0.52,0.33,0.52,Matches
491,Federico Ravaglia,itITA,GK,Bologna,24,1999,12,11,"1,056",11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
492,Ante Rebić,hrCRO,"FW,MF",Lecce,30,1993,27,7,788,8.8,1,0,1,1,0,0,3,2,2.1,2.1,2.1,4.2,17,36,63,0.11,0,0.11,0.11,0.11,0.24,0.24,0.48,0.24,0.48,Matches
493,Tijjani Reijnders,nlNED,MF,Milan,26,1998,37,36,"3,128",34.8,10,4,14,10,0,0,2,1,7.5,7.5,3.5,11,111,230,121,0.29,0.12,0.4,0.29,0.4,0.22,0.1,0.32,0.22,0.32,Matches
494,Pepe Reina,esESP,GK,Como,41,1982,12,12,"1,034",11.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
495,Devyne Rensch,nlNED,DF,Roma,21,2003,14,5,469,5.2,0,1,1,0,0,0,0,0,0.3,0.3,0.8,1,2,14,25,0,0.19,0.19,0,0.19,0.05,0.15,0.2,0.05,0.2,Matches
496,Mateo Retegui,itITA,FW,Atalanta,25,1999,36,32,"2,383",26.5,25,8,33,21,4,5,3,0,18.9,14.9,4.9,19.8,21,46,199,0.94,0.3,1.25,0.79,1.1,0.71,0.18,0.9,0.56,0.75,Matches
497,Samuele Ricci,itITA,MF,Torino,22,2001,34,34,"2,825",31.4,1,1,2,1,0,0,8,1,1.3,1.3,0.6,1.8,43,116,30,0.03,0.03,0.06,0.03,0.06,0.04,0.02,0.06,0.04,0.06,Matches
498,Amir Richardson,maMAR,MF,Fiorentina,22,2002,27,10,"1,099",12.2,1,1,2,1,0,0,6,0,0.9,0.9,0.6,1.5,19,47,31,0.08,0.08,0.16,0.08,0.16,0.07,0.05,0.12,0.07,0.12,Matches
499,Sergi Roberto,esESP,MF,Como,32,1992,13,8,696,7.7,0,1,1,0,0,0,4,0,0.7,0.7,0.7,1.4,10,36,19,0,0.13,0.13,0,0.13,0.09,0.09,0.18,0.09,0.18,Matches
500,Alessio Romagnoli,itITA,DF,Lazio,29,1995,32,31,"2,672",29.7,2,0,2,2,0,0,4,2,2.4,2.4,0.3,2.6,8,90,4,0.07,0,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
501,Marten de Roon,nlNED,"MF,DF",Atalanta,33,1991,36,34,"3,058",34,4,4,8,4,0,0,5,0,0.9,0.9,2.3,3.2,37,242,32,0.12,0.12,0.24,0.12,0.24,0.03,0.07,0.09,0.03,0.09,Matches
502,Jonas Rouhi,seSWE,DF,Juventus,20,2004,5,1,210,2.3,0,0,0,0,0,0,0,0,0,0,0,0,1,9,7,0,0,0,0,0,0,0,0,0,0,Matches
503,Nicolò Rovella,itITA,MF,Lazio,22,2001,33,31,"2,718",30.2,0,3,3,0,0,0,13,0,1.5,1.5,2.2,3.7,45,159,42,0,0.1,0.1,0,0.1,0.05,0.07,0.12,0.05,0.12,Matches
504,Amir Rrahmani,xkKVX,DF,Napoli,30,1994,38,38,"3,406",37.8,1,3,4,1,0,0,2,0,2.9,2.9,1.1,4,30,188,2,0.03,0.08,0.11,0.03,0.11,0.08,0.03,0.11,0.08,0.11,Matches
505,Tommaso Rubino,itITA,MF,Fiorentina,17,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.53,0.53,0,0.53,Matches
506,Matteo Ruggeri,itITA,DF,Atalanta,22,2002,30,19,"1,751",19.5,0,3,3,0,0,0,2,0,0.2,0.2,2,2.2,60,114,104,0,0.15,0.15,0,0.15,0.01,0.1,0.11,0.01,0.11,Matches
507,Stefano Sabelli,itITA,DF,Genoa,31,1993,34,23,"2,058",22.9,0,2,2,0,0,0,3,0,0.1,0.1,1.9,2.1,36,88,43,0,0.09,0.09,0,0.09,0.01,0.08,0.09,0.01,0.09,Matches
508,Alexis Saelemaekers,beBEL,"DF,FW",Roma,25,1999,22,17,"1,389",15.4,7,3,10,7,0,0,4,0,2.5,2.5,2.6,5.1,39,53,136,0.45,0.19,0.65,0.45,0.65,0.16,0.17,0.33,0.16,0.33,Matches
509,Alexis Saelemaekers,beBEL,"DF,FW",Milan,25,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,7,4,13,0,0,0,0,0,0,0.06,0.06,0,0.06,Matches
510,Richie Sagrado,beBEL,DF,Venezia,20,2004,3,3,140,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,2,5,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
511,Marco Sala,itITA,DF,Como,25,1999,8,3,261,2.9,0,0,0,0,0,0,3,0,0,0,0.1,0.1,10,16,16,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches
512,Marco Sala,itITA,DF,Lecce,25,1999,2,0,72,0.8,0,0,0,0,0,0,0,0,0,0,0.4,0.4,5,6,9,0,0,0,0,0,0,0.46,0.46,0,0.46,Matches
513,Anass Salah-Eddine,nlNED,DF,Roma,22,2002,3,2,152,1.7,0,1,1,0,0,0,0,0,0.3,0.3,0.1,0.5,8,2,15,0,0.59,0.59,0,0.59,0.19,0.08,0.27,0.19,0.27,Matches
514,Lazar Samardzic,rsSRB,MF,Atalanta,22,2002,31,7,"1,169",13,2,1,3,2,0,0,3,0,2,2,2.9,4.9,54,92,99,0.15,0.08,0.23,0.15,0.23,0.15,0.22,0.37,0.15,0.37,Matches
515,Junior Sambia,frFRA,"DF,FW",Empoli,27,1996,17,2,387,4.3,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,5,21,20,0,0,0,0,0,0.09,0.07,0.16,0.09,0.16,Matches
516,Antonio Sanabria,pyPAR,FW,Torino,28,1996,26,16,"1,318",14.6,2,1,3,2,0,1,2,0,2.9,2.1,0.5,2.6,6,18,54,0.14,0.07,0.2,0.14,0.2,0.2,0.03,0.23,0.14,0.18,Matches
517,Alexis Sánchez,clCHI,FW,Udinese,35,1988,13,6,437,4.9,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1,2,19,19,0,0,0,0,0,0.16,0.04,0.2,0.16,0.2,Matches
518,Nicola Sansone,itITA,"MF,FW",Lecce,32,1991,5,0,65,0.7,0,0,0,0,0,0,1,0,0.2,0.2,0,0.3,0,1,5,0,0,0,0,0,0.3,0.06,0.36,0.3,0.36,Matches
519,Amin Sarr,seSWE,FW,Hellas Verona,23,2001,32,25,"1,907",21.2,4,1,5,4,0,0,1,0,3.2,3.2,2.1,5.4,31,41,103,0.19,0.05,0.24,0.19,0.24,0.15,0.1,0.25,0.15,0.25,Matches
520,Razvan Sava,roROU,GK,Udinese,22,2002,12,12,"1,080",12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
521,Nicolò Savona,itITA,DF,Juventus,21,2003,28,19,"1,724",19.2,2,1,3,2,0,0,5,0,0.5,0.5,1.2,1.7,35,59,44,0.1,0.05,0.16,0.1,0.16,0.02,0.06,0.09,0.02,0.09,Matches
522,Saba Sazonov,geGEO,DF,Torino,22,2002,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
523,Giorgio Scalvini,itITA,DF,Atalanta,20,2003,6,4,272,3,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,5,20,7,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches
524,Gianluca Scamacca,itITA,FW,Atalanta,25,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,1.29,0,1.29,1.29,1.29,Matches
525,Joël Schingtienne,beBEL,DF,Venezia,21,2002,16,12,"1,122",12.5,0,0,0,0,0,0,2,0,0,0,0.1,0.1,5,28,4,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
526,Simone Scuffet,itITA,GK,Cagliari,28,1996,13,13,"1,170",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
527,Simone Scuffet,itITA,GK,Napoli,28,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
528,Jacopo Seghetti,itITA,GK,Empoli,19,2005,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
529,Stefano Sensi,itITA,MF,Monza,28,1995,12,2,274,3,1,0,1,0,1,1,0,0,0.9,0.2,0.2,0.4,4,38,8,0.33,0,0.33,0,0,0.31,0.07,0.38,0.05,0.12,Matches
530,Suat Serdar,deGER,MF,Hellas Verona,27,1997,22,16,"1,376",15.3,2,1,3,2,0,0,4,1,1.9,1.9,1,2.9,18,56,35,0.13,0.07,0.2,0.13,0.2,0.13,0.06,0.19,0.13,0.19,Matches
531,Stephan El Shaarawy,itITA,"DF,MF",Roma,31,1992,31,12,"1,098",12.2,3,4,7,3,0,0,2,0,2.7,2.7,1.2,3.9,42,49,77,0.25,0.33,0.57,0.25,0.57,0.22,0.1,0.32,0.22,0.32,Matches
532,Alen Sherri,alALB,GK,Cagliari,26,1997,7,7,621,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
533,Eldor Shomurodov,uzUZB,"FW,MF",Roma,29,1995,27,11,"1,097",12.2,4,4,8,4,0,0,1,0,4.7,4.7,1.3,6.1,19,21,62,0.33,0.33,0.66,0.33,0.66,0.39,0.11,0.5,0.39,0.5,Matches
534,Benjamin Siegrist,chSUI,GK,Genoa,32,1992,2,2,152,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
535,Marco Silvestri,itITA,GK,Empoli,33,1991,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
536,Giovanni Simeone,arARG,FW,Napoli,29,1995,30,1,419,4.7,1,1,2,1,0,0,1,0,2.6,2.6,0.8,3.4,11,7,30,0.21,0.21,0.43,0.21,0.43,0.56,0.17,0.73,0.56,0.73,Matches
537,Łukasz Skorupski,plPOL,GK,Bologna,33,1991,27,27,"2,364",26.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
538,Ivan Smolčić,hrCRO,DF,Como,23,2000,9,7,630,7,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.6,3,23,9,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08,Matches
539,Simon Sohm,chSUI,MF,Parma,23,2001,37,36,"2,989",33.2,4,0,4,4,0,0,6,0,3.1,3.1,2.1,5.2,69,140,67,0.12,0,0.12,0.12,0.12,0.09,0.06,0.16,0.09,0.16,Matches
540,Ola Solbakken,noNOR,"MF,FW",Empoli,25,1998,21,8,760,8.4,0,0,0,0,0,0,2,0,0.8,0.8,0.4,1.2,18,20,32,0,0,0,0,0,0.09,0.05,0.14,0.09,0.14,Matches
541,Oumar Solet,frFRA,DF,Udinese,24,2000,19,19,"1,672",18.6,1,2,3,1,0,0,3,1,0.8,0.8,1.2,2,20,65,6,0.05,0.11,0.16,0.05,0.16,0.04,0.07,0.11,0.04,0.11,Matches
542,Daniele Sommariva,itITA,GK,Genoa,27,1997,1,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
543,Yann Sommer,chSUI,GK,Inter,35,1988,33,33,"2,970",33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
544,Borna Sosa,hrCRO,DF,Torino,26,1998,19,14,"1,181",13.1,0,0,0,0,0,0,0,0,0.3,0.3,0.7,1,13,51,49,0,0,0,0,0,0.02,0.05,0.07,0.02,0.07,Matches
545,Riccardo Sottil,itITA,"FW,MF",Fiorentina,25,1999,18,8,833,9.3,1,1,2,1,0,0,1,0,0.9,0.9,0.9,1.7,71,18,100,0.11,0.11,0.22,0.11,0.22,0.09,0.09,0.19,0.09,0.19,Matches
546,Riccardo Sottil,itITA,"FW,MF",Milan,25,1999,6,1,123,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,11,3,14,0,0,0,0,0,0.13,0.23,0.36,0.13,0.36,Matches
547,Matìas Soulé,arARG,"MF,DF",Roma,21,2003,27,22,"1,781",19.8,5,5,10,5,0,0,3,0,3,3,5.2,8.3,84,89,191,0.25,0.25,0.51,0.25,0.51,0.15,0.26,0.42,0.15,0.42,Matches
548,Leonardo Spinazzola,itITA,"DF,FW",Napoli,31,1993,27,17,"1,517",16.9,1,1,2,1,0,0,1,0,0.8,0.8,3.5,4.2,83,88,81,0.06,0.06,0.12,0.06,0.12,0.05,0.21,0.25,0.05,0.25,Matches
549,Marco Sportiello,itITA,GK,Milan,32,1992,2,1,126,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
550,Filip Stankovic,rsSRB,GK,Venezia,22,2002,16,16,"1,367",15.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
551,Petar Stojanović,siSVN,MF,Empoli,28,1995,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
