Rk,Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,Matches
399,Sattam Al Ruqi,saKSA,MF,Al-Fayha,22,2002,8,0,135,1.5,0,1,1,0,0,0,0,0,0,0.67,0.67,0,0.67,Matches
400,Sattam Al Ruqi,saKSA,MF,Al-Orobah,22,2002,8,2,228,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
401,Rafea Al-Ruwaili,saKSA,GK,Al-Orobah,34,1990,3,2,198,2.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
402,Marwane Saâdane,maMAR,DF,Al-Fateh,32,1992,28,28,"2,520",28,0,0,0,0,0,0,11,0,0,0,0,0,0,Matches
403,Abdelhamid Sabiri,maMAR,MF,Al-Taawoun,27,1996,12,8,746,8.3,2,1,3,2,0,0,3,0,0.24,0.12,0.36,0.24,0.36,Matches
404,Nawaf Al Sadi,saKSA,MF,Al-Shabab,22,2001,29,5,745,8.3,0,1,1,0,0,0,1,0,0,0.12,0.12,0,0.12,Matches
405,Mohammed Al-Saeed,saKSA,"DF,MF",Al Okhdood SC,27,1996,18,13,997,11.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
406,Abdulrahman Al Safari,saKSA,"MF,DF",Al Kholood Saudi Club,31,1993,28,17,"1,417",15.7,1,1,2,1,0,0,7,0,0.06,0.06,0.13,0.06,0.13,Matches
407,Ziyad Al-Sahafi,saKSA,DF,Al-Riyadh SC,29,1994,4,2,101,1.1,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
408,Ziyad Al-Sahafi,saKSA,DF,Al-Fayha,29,1994,10,7,651,7.2,1,0,1,1,0,0,3,0,0.14,0,0.14,0.14,0.14,Matches
409,Nawaf Al Sahli,saKSA,FW,Al-Raed,21,2003,14,1,274,3,1,0,1,1,0,0,1,0,0.33,0,0.33,0.33,0.33,Matches
410,Mohammed Al-Saiari,saKSA,FW,Al-Orobah,31,1993,9,3,313,3.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
411,Fashion Sakala,zmZAM,"FW,MF",Al-Fayha,27,1997,31,31,"2,778",30.9,8,4,12,5,3,3,5,0,0.26,0.13,0.39,0.16,0.29,Matches
412,Basim Saleh,saKSA,FW,Al Kholood Saudi Club,20,2004,10,0,64,0.7,1,0,1,1,0,0,0,0,1.41,0,1.41,1.41,1.41,Matches
413,Makhir Saleh,saKSA,DF,Al-Fayha,25,1999,31,25,"2,209",24.5,0,0,0,0,0,0,7,0,0,0,0,0,0,Matches
414,Mohammed Saleh,saKSA,FW,Al-Riyadh SC,24,2000,19,5,597,6.6,1,0,1,1,0,0,4,0,0.15,0,0.15,0.15,0.15,Matches
415,Abdulla Al Salem,saKSA,FW,Al-Khaleej,31,1992,33,28,"2,433",27,10,4,14,10,0,0,3,0,0.37,0.15,0.52,0.37,0.52,Matches
416,Ali Ayesh Al-Salem,saKSA,DF,Al-Wehda,25,1998,18,14,"1,192",13.2,1,1,2,1,0,0,4,0,0.08,0.08,0.15,0.08,0.15,Matches
417,Jalal Al Salem,,MF,Al-Ettifaq,,,4,2,176,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
418,Saud Salem,saKSA,MF,Al Okhdood SC,18,2005,6,2,205,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
419,Enes Sali,roROU,MF,Al-Riyadh SC,18,2006,8,2,301,3.3,1,1,2,1,0,0,1,0,0.3,0.3,0.6,0.3,0.6,Matches
420,Awn Al Saluli,saKSA,DF,Al-Taawoun,25,1998,13,10,"1,032",11.5,0,0,0,0,0,0,6,2,0,0,0,0,0,Matches
421,Abdulrahman Al Sanbi,saKSA,GK,Al-Ahli,23,2001,8,6,634,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
422,João Pedro Pereira dos Santos,brBRA,FW,Al-Taawoun,31,1993,13,11,956,10.6,3,0,3,3,0,0,0,0,0.28,0,0.28,0.28,0.28,Matches
423,Ramzi Sawlan,saKSA,"DF,MF",Damac,26,1998,27,27,"2,186",24.3,1,3,4,1,0,0,7,1,0.04,0.12,0.16,0.04,0.16,Matches
424,Azm Al Sayil,,MF,Al-Raed,,,2,0,6,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
425,Amir Sayoud,dzALG,"FW,MF",Al-Raed,33,1990,26,25,"2,098",23.3,8,7,15,7,1,1,4,0,0.34,0.3,0.64,0.3,0.6,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
426,Ibrahim Šehić,baBIH,GK,Al-Khaleej,35,1988,24,24,"2,160",24,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
427,Faïz Selemani,kmCOM,"MF,FW",Al-Riyadh SC,30,1993,28,25,"2,189",24.3,6,4,10,6,0,0,1,0,0.25,0.16,0.41,0.25,0.41,Matches
428,Jean Seri,ciCIV,MF,Al-Orobah,33,1991,5,5,450,5,1,0,1,1,0,0,1,0,0.2,0,0.2,0.2,0.2,Matches
429,Kim Seung-gyu,krKOR,GK,Al-Shabab,33,1990,8,8,674,7.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
430,Babucarr Seye,,FW,Al-Khaleej,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
431,Ali Al Shaafi,,DF,Al-Khaleej,,,13,4,388,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
432,Yasser Al-Shahrani,saKSA,DF,Al-Hilal,32,1992,11,5,388,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
433,Omar Shami,,MF,Al-Raed,,,3,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
434,Abdulrahman Al Shammari,,GK,Al-Riyadh SC,,,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
435,Abdulrahman Al Shammari,saKSA,GK,Al-Wehda,24,2000,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
436,Mohammed Al Shammari,saKSA,GK,Al Kholood Saudi Club,32,1991,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
437,Abdulmalek Al-Shammeri,saKSA,"MF,DF",Al-Orobah,28,1995,24,10,"1,128",12.5,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
438,Farhah Al Shamrani,saKSA,MF,Al Kholood Saudi Club,18,2006,11,4,480,5.3,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
439,Hamdan Al-Shamrani,saKSA,DF,Al Kholood Saudi Club,27,1996,27,25,"2,069",23,0,0,0,0,0,0,8,0,0,0,0,0,0,Matches
440,Hamed Al Shanqiti,saKSA,GK,Al-Ittihad,19,2005,3,1,186,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
441,Mohammed Al Shanqiti,saKSA,DF,Al-Orobah,25,1999,3,0,43,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
442,Mohammed Al Shanqiti,saKSA,DF,Al-Qadsiah,25,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
443,Yunus Al Shanqiti,saKSA,MF,Al-Shabab,20,2004,6,0,47,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
444,Muntathir Al Shaqaq,saKSA,DF,Al-Fateh,19,2005,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
445,Ahmed Sharahili,saKSA,DF,Al-Ittihad,30,1994,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
446,Nader Al-Sharari,saKSA,DF,Al-Shabab,28,1996,28,22,"1,964",21.8,0,1,1,0,0,0,3,1,0,0.05,0.05,0,0.05,Matches
447,Saleh Al-Shehri,saKSA,FW,Al-Ittihad,30,1993,18,3,408,4.5,4,1,5,3,1,1,2,0,0.88,0.22,1.1,0.66,0.88,Matches
448,Sultan Al Shehri,saKSA,"DF,MF",Al Kholood Saudi Club,29,1995,17,5,477,5.3,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
449,Yahya Al-Shehri,saKSA,MF,Al-Riyadh SC,34,1990,28,21,"1,750",19.4,1,1,2,1,0,0,2,0,0.05,0.05,0.1,0.05,0.1,Matches
450,Muhannad Shenqeeti,saKSA,DF,Al-Ittihad,25,1999,28,24,"2,045",22.7,1,5,6,1,0,0,1,0,0.04,0.22,0.26,0.04,0.26,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
451,Mohamed Sherif,egEGY,FW,Al-Khaleej,28,1996,23,4,590,6.6,3,0,3,3,0,0,0,0,0.46,0,0.46,0.46,0.46,Matches
452,Ibrahim Al-Shoeil,saKSA,"MF,DF",Al-Taawoun,29,1994,4,2,177,2,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
453,Talal Al Shubili,,MF,Al-Riyadh SC,,,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
454,Otabek Shukurov,uzUZB,MF,Al-Fayha,28,1996,28,27,"2,328",25.9,0,1,1,0,0,0,10,0,0,0.04,0.04,0,0.04,Matches
455,Tamim Al Shuqayran,,DF,Al-Raed,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
456,Saad Al Shurafa,saKSA,FW,Al-Fateh,19,2004,13,4,381,4.2,0,1,1,0,0,0,0,0,0,0.24,0.24,0,0.24,Matches
457,Hussein Al Shuwaysh,saKSA,DF,Al-Orobah,35,1988,29,25,"2,128",23.6,0,2,2,0,0,0,5,0,0,0.08,0.08,0,0.08,Matches
458,Mohammed Al Shwirekh,saKSA,DF,Al-Shabab,25,1998,20,12,"1,167",13,4,0,4,4,0,0,7,0,0.31,0,0.31,0.31,0.31,Matches
459,Hussain Al Sibyani,saKSA,MF,Al-Shabab,23,2001,9,9,621,6.9,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
460,Meshal Sibyani,saKSA,DF,Al-Ettifaq,23,2001,9,4,479,5.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
461,Mohamed Simakan,frFRA,DF,Al-Nassr,24,2000,26,26,"2,174",24.2,1,1,2,1,0,0,4,2,0.04,0.04,0.08,0.04,0.08,Matches
462,Chris Smalling,engENG,DF,Al-Fayha,34,1989,30,30,"2,641",29.3,1,0,1,1,0,0,3,1,0.03,0,0.03,0.03,0.03,Matches
463,Omar Al Somah,sySYR,FW,Al-Orobah,35,1989,17,17,"1,509",16.8,11,3,14,8,3,4,2,0,0.66,0.18,0.83,0.48,0.66,Matches
464,Mohammed Somaili,saKSA,"MF,FW",Al Kholood Saudi Club,23,2000,30,17,"1,560",17.3,1,4,5,1,0,0,3,0,0.06,0.23,0.29,0.06,0.29,Matches
465,Kebba Sowe,gmGAM,FW,Al Kholood Saudi Club,18,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
466,Fawaz Al-Sqoor,saKSA,DF,Al-Ittihad,28,1996,24,11,"1,134",12.6,2,2,4,2,0,0,2,0,0.16,0.16,0.32,0.16,0.32,Matches
467,Nicolae Stanciu,roROU,MF,Damac,31,1993,29,29,"2,593",28.8,5,7,12,5,0,0,4,0,0.17,0.24,0.42,0.17,0.42,Matches
468,Khalid Al Subaie,saKSA,"MF,DF",Al-Raed,24,1999,17,8,889,9.9,0,0,0,0,0,0,4,1,0,0,0,0,0,Matches
469,Faisal Al Subiani,saKSA,MF,Damac,21,2003,26,17,"1,535",17.1,0,0,0,0,0,0,8,0,0,0,0,0,0,Matches
470,Mohammed Sulaiman,saKSA,DF,Al-Ahli,20,2004,17,11,"1,008",11.2,2,0,2,2,0,0,2,0,0.18,0,0.18,0.18,0.18,Matches
471,Abdulmajeed Al-Sulayhem,saKSA,MF,Al-Nassr,30,1994,13,5,545,6.1,0,1,1,0,0,0,3,0,0,0.17,0.17,0,0.17,Matches
472,Hussain Al Sultan,,FW,Al-Khaleej,,,4,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
473,Khaled Al-Sumairi,saKSA,MF,Al-Khaleej,27,1997,26,13,"1,136",12.6,0,1,1,0,0,0,6,1,0,0.08,0.08,0,0.08,Matches
474,Yahya Sunbul,saKSA,"MF,DF",Al-Raed,26,1998,19,4,607,6.7,1,0,1,1,0,0,1,0,0.15,0,0.15,0.15,0.15,Matches
475,Meshari Sunyur,saKSA,GK,Al-Raed,22,2001,20,20,"1,772",19.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
476,Péter Szappanos,huHUN,GK,Al-Fateh,33,1990,17,17,"1,530",17,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
477,Talisca,brBRA,"MF,FW",Al-Nassr,30,1994,10,9,760,8.4,6,0,6,5,1,1,1,0,0.71,0,0.71,0.59,0.59,Matches
478,Hassan Al Tambakti,saKSA,DF,Al-Hilal,25,1999,22,13,"1,252",13.9,0,1,1,0,0,0,6,0,0,0.07,0.07,0,0.07,Matches
479,Marzouq Tambakti,saKSA,DF,Al-Riyadh SC,21,2003,24,22,"1,866",20.7,0,0,0,0,0,0,7,0,0,0,0,0,0,Matches
480,Alex Telles,brBRA,DF,Al-Nassr,31,1992,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
481,Cristian Tello,esESP,"MF,FW",Al-Orobah,32,1991,26,20,"1,743",19.4,5,3,8,5,0,0,3,0,0.26,0.15,0.41,0.26,0.41,Matches
482,Fawaz Al Terais,saKSA,MF,Al-Orobah,24,2000,19,7,713,7.9,0,2,2,0,0,0,5,0,0,0.25,0.25,0,0.25,Matches
483,Mohammed Al-Thain,saKSA,"MF,DF",Al-Shabab,,,26,23,"2,124",23.6,2,0,2,2,0,0,4,0,0.08,0,0.08,0.08,0.08,Matches
484,Jehad Thakri,saKSA,DF,Al-Qadsiah,23,2001,30,29,"2,393",26.6,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
485,Marcel Tisserand,cdCOD,DF,Al-Khaleej,31,1993,21,21,"1,821",20.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
486,Karl Toko Ekambi,cmCMR,"FW,MF",Al-Ettifaq,31,1992,24,21,"1,923",21.4,1,2,3,1,0,0,4,0,0.05,0.09,0.14,0.05,0.14,Matches
487,Ivan Toney,engENG,FW,Al-Ahli,28,1996,30,29,"2,530",28.1,23,4,27,13,10,10,5,0,0.82,0.14,0.96,0.46,0.6,Matches
488,Tozé,ptPOR,MF,Al-Riyadh SC,31,1993,32,32,"2,797",31.1,5,4,9,5,0,0,6,0,0.16,0.13,0.29,0.16,0.29,Matches
489,William Troost-Ekong,ngNGA,DF,Al Kholood Saudi Club,30,1993,32,32,"2,852",31.7,2,1,3,1,1,1,2,0,0.06,0.03,0.09,0.03,0.06,Matches
490,Hamad Al Tuhayfan,saKSA,DF,Al-Hilal,25,1999,21,6,653,7.3,0,1,1,0,0,0,0,0,0,0.14,0.14,0,0.14,Matches
491,Saud Al Tumbukti,saKSA,DF,Al-Riyadh SC,19,2005,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
492,Moses Turay,slSLE,FW,Al-Raed,20,2004,5,0,95,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
493,Gabriel Vareta,,DF,Al-Fayha,,,12,8,740,8.2,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
494,Matías Vargas,arARG,"MF,FW",Al-Fateh,27,1997,20,20,"1,781",19.8,7,4,11,7,0,0,0,0,0.35,0.2,0.56,0.35,0.56,Matches
495,Gabriel Veiga,esESP,MF,Al-Ahli,22,2002,32,30,"2,525",28.1,7,5,12,7,0,0,5,0,0.25,0.18,0.43,0.25,0.43,Matches
496,Vitinho,brBRA,"MF,FW",Al-Ettifaq,30,1993,31,23,"1,986",22.1,6,6,12,4,2,2,3,0,0.27,0.27,0.54,0.18,0.45,Matches
497,Mohammed Waheeb,saKSA,"MF,DF",Al-Qadsiah,21,2002,31,28,"2,165",24.1,1,6,7,1,0,0,5,0,0.04,0.25,0.29,0.04,0.29,Matches
498,Saleh Waheeb,saKSA,MF,Al-Khaleej,21,2002,30,12,"1,158",12.9,1,6,7,1,0,0,7,0,0.08,0.47,0.54,0.08,0.54,Matches
499,Wesley,brBRA,MF,Al-Nassr,19,2005,10,3,418,4.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
500,Bander Whaeshi,saKSA,DF,Al-Raed,22,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
501,Georginio Wijnaldum,nlNED,"MF,FW",Al-Ettifaq,33,1990,34,33,"2,920",32.4,14,4,18,13,1,1,0,0,0.43,0.12,0.55,0.4,0.52,Matches
502,Aiman Yahya,saKSA,MF,Al-Nassr,23,2001,22,12,"1,031",11.5,5,3,8,5,0,0,2,0,0.44,0.26,0.7,0.44,0.7,Matches
503,Mohammed Al Yami,saKSA,GK,Al-Hilal,26,1997,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
504,Jawad El Yamiq,maMAR,DF,Al-Wehda,32,1992,26,23,"2,094",23.3,2,0,2,2,0,0,4,0,0.09,0,0.09,0.09,0.09,Matches
505,Saad Yaslam,saKSA,DF,Al-Ahli,24,2000,22,16,"1,443",16,1,1,2,1,0,0,5,1,0.06,0.06,0.12,0.06,0.12,Matches
506,Brad Young,engENG,"MF,FW",Al-Orobah,21,2003,16,11,"1,056",11.7,2,1,3,2,0,0,3,0,0.17,0.09,0.26,0.17,0.26,Matches
507,Abdullah Al Yousif,saKSA,DF,Al-Raed,26,1997,20,10,919,10.2,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
508,Zaydou Youssouf,kmCOM,MF,Al-Fateh,25,1999,16,16,"1,439",16,0,1,1,0,0,0,4,0,0,0.06,0.06,0,0.06,Matches
509,Hussian Al Zabdani,saKSA,"DF,MF",Al Okhdood SC,29,1995,20,6,721,8,0,1,1,0,0,0,3,1,0,0.12,0.12,0,0.12,Matches
510,Anas Al Zahrani,,MF,Al-Raed,,,5,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
511,Suhayb Al Zaid,saKSA,MF,Al-Fateh,19,2004,28,19,"1,811",20.1,0,3,3,0,0,0,3,0,0,0.15,0.15,0,0.15,Matches
512,Hussain Al Zarie,saKSA,"DF,MF",Al-Fateh,19,2004,22,20,"1,682",18.7,0,1,1,0,0,0,4,0,0,0.05,0.05,0,0.05,Matches
513,Lucas Zelarayán,amARM,MF,Al-Fateh,32,1992,11,11,985,10.9,1,2,3,1,0,0,1,0,0.09,0.18,0.27,0.09,0.27,Matches
514,Kurt Zouma,frFRA,DF,Al-Orobah,29,1994,19,16,"1,503",16.7,1,0,1,1,0,0,1,0,0.06,0,0.06,0.06,0.06,Matches
515,Ibrahim Al-Zubaidi,saKSA,DF,Al-Orobah,35,1989,24,22,"1,741",19.3,0,1,1,0,0,0,5,1,0,0.05,0.05,0,0.05,Matches
516,Yaseen Al Zubaidi,saKSA,"MF,FW",Al Okhdood SC,21,2003,15,8,779,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
517,Yaseen Al Zubaidi,saKSA,FW,Al-Ahli,21,2003,2,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
518,Fahad Al Zubidi,saKSA,"MF,FW",Al-Orobah,22,2002,29,16,"1,604",17.8,2,1,3,2,0,0,5,0,0.11,0.06,0.17,0.11,0.17,Matches
