Rk,Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG,Matches
142,Iver Fossum,noNOR,MF,Kortrijk,28,1996,11,2,233,2.6,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,3,10,10,0,0,0,0,0,0.1,0.05,0.16,0.1,0.16,Matches
143,Daam Foulon,beBEL,"DF,MF",Mechelen,25,1999,20,18,"1,593",17.7,3,3,6,3,0,0,3,0,1.5,1.5,2.2,3.8,44,77,122,0.17,0.17,0.34,0.17,0.34,0.09,0.13,0.21,0.09,0.21,Matches
144,Guillaume François,beBEL,"DF,FW",Union SG,34,1990,3,1,114,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1,10,9,0,0,0,0,0,0.13,0.17,0.3,0.13,0.3,Matches
145,Matija Frigan,hrCRO,FW,Westerlo,21,2003,29,21,"1,846",20.5,9,1,10,9,0,1,7,0,9,8.2,1.8,10,26,44,107,0.44,0.05,0.49,0.44,0.49,0.44,0.09,0.52,0.4,0.49,Matches
146,Haruya Fujii,jpJPN,DF,Kortrijk,23,2000,18,17,"1,544",17.2,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,11,79,7,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches
147,Joel Fujita,jpJPN,MF,Sint-Truiden,22,2002,27,27,"2,399",26.7,0,3,3,0,0,0,6,0,0.8,0.8,2.3,3.1,20,141,45,0,0.11,0.11,0,0.11,0.03,0.09,0.12,0.03,0.12,Matches
148,Mohammed Fuseini,ghGHA,"FW,MF",Union SG,22,2002,23,14,"1,290",14.3,6,1,7,5,1,1,3,0,7.3,6.5,1.9,8.4,44,24,112,0.42,0.07,0.49,0.35,0.42,0.51,0.13,0.64,0.46,0.59,Matches
149,Hugo Gambor,cfCTA,DF,Gent,21,2002,18,14,"1,219",13.5,1,0,1,1,0,0,3,0,0.8,0.8,0.6,1.4,21,85,27,0.07,0,0.07,0.07,0.07,0.06,0.05,0.11,0.06,0.11,Matches
150,Omri Gandelman,ilISR,"MF,FW",Gent,24,2000,24,17,"1,517",16.9,4,3,7,4,0,0,2,0,7.6,7.6,1.6,9.2,11,56,72,0.24,0.18,0.42,0.24,0.42,0.45,0.1,0.55,0.45,0.55,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
151,Wouter George,beBEL,MF,OH Leuven,22,2002,8,1,172,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,5,11,0,0,0,0,0,0.05,0.01,0.06,0.05,0.06,Matches
152,Pieter Gerkens,beBEL,MF,Gent,28,1995,19,7,700,7.8,1,1,2,1,0,0,0,0,0.5,0.5,0.7,1.2,10,42,49,0.13,0.13,0.26,0.13,0.26,0.06,0.09,0.15,0.06,0.15,Matches
153,Faisal Al Ghamdi,saKSA,MF,Beerschot,22,2001,21,21,"1,747",19.4,0,1,1,0,0,1,5,1,2,1.2,1.2,2.3,34,115,42,0,0.05,0.05,0,0.05,0.11,0.06,0.17,0.06,0.13,Matches
154,Marc Giger,chSUI,"DF,MF",Union SG,20,2004,2,0,21,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.2,1,2,3,0,0,0,0,0,0.53,0.13,0.66,0.53,0.66,Matches
155,Óscar Gil,esESP,DF,OH Leuven,27,1997,17,12,"1,006",11.2,1,0,1,1,0,0,4,1,0.8,0.8,0.8,1.5,20,33,35,0.09,0,0.09,0.09,0.09,0.07,0.07,0.14,0.07,0.14,Matches
156,Nick Gillekens,beBEL,GK,Westerlo,29,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
157,Bruno Godeau,beBEL,DF,Sint-Truiden,32,1992,28,28,"2,457",27.3,0,0,0,0,0,0,3,0,1.9,1.9,0.6,2.5,13,101,16,0,0,0,0,0,0.07,0.02,0.09,0.07,0.09,Matches
158,Bryan Goncalves,frFRA,DF,Dender,28,1996,19,12,"1,028",11.4,0,1,1,0,0,0,6,0,0.1,0.1,2.2,2.3,6,74,7,0,0.09,0.09,0,0.09,0.01,0.19,0.2,0.01,0.2,Matches
159,Hyllarion Goore,ciCIV,"FW,MF",Gent,18,2005,5,2,209,2.3,0,0,0,0,0,0,0,0,1.8,1.8,0.2,1.9,12,4,20,0,0,0,0,0,0.75,0.06,0.82,0.75,0.82,Matches
160,Keisuke Goto,jpJPN,FW,Anderlecht,19,2005,6,2,154,1.7,1,0,1,1,0,0,0,0,0.4,0.4,0.3,0.7,1,2,7,0.58,0,0.58,0.58,0.58,0.26,0.15,0.41,0.26,0.41,Matches
161,Mouhamed Guèye,snSEN,"DF,MF",Kortrijk,20,2003,3,1,115,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,0,7,3,0,0,0,0,0,0.08,0.14,0.22,0.08,0.22,Matches
162,Parfait Guiagon,ciCIV,FW,Charleroi,23,2001,26,25,"1,971",21.9,5,4,9,5,0,0,6,0,5.3,5.3,4.1,9.4,94,89,176,0.23,0.18,0.41,0.23,0.41,0.24,0.19,0.43,0.24,0.43,Matches
163,Muhammed Gümüskaya,trTUR,"FW,MF",Westerlo,23,2001,5,0,27,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,2,4,0,0,0,0,0,0.21,0.11,0.32,0.21,0.32,Matches
164,Patrik Gunnarsson,isISL,GK,Kortrijk,23,2000,11,11,922,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
165,Andri Guðjohnsen,isISL,FW,Gent,22,2002,26,13,"1,257",14,4,1,5,4,0,1,1,0,2.8,2,1.8,3.9,16,36,72,0.29,0.07,0.36,0.29,0.36,0.2,0.13,0.33,0.14,0.28,Matches
166,Anouar Ait El Hadj,beBEL,MF,Union SG,22,2002,19,12,"1,075",11.9,3,1,4,3,0,0,1,0,3.6,3.6,1.4,5,26,74,59,0.25,0.08,0.33,0.25,0.33,0.31,0.12,0.42,0.31,0.42,Matches
167,Geoffry Hairemans,beBEL,"MF,FW",Mechelen,32,1991,23,12,"1,186",13.2,2,2,4,2,0,0,1,0,1.1,1.1,3.5,4.7,29,107,98,0.15,0.15,0.3,0.15,0.3,0.09,0.27,0.36,0.09,0.36,Matches
168,Youssef Hamdaoui,beBEL,DF,Antwerp,16,2008,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
169,Fredrik Hammer,seSWE,MF,Mechelen,23,2001,10,9,787,8.7,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,0,22,3,0,0,0,0,0,0.02,0,0.03,0.02,0.03,Matches
170,Dogucan Haspolat,trTUR,MF,Westerlo,24,2000,29,29,"2,605",28.9,3,5,8,3,0,0,8,0,1.8,1.8,4.4,6.2,21,144,34,0.1,0.17,0.28,0.1,0.28,0.06,0.15,0.21,0.06,0.21,Matches
171,Ibe Hautekiet,beBEL,DF,Standard Liège,22,2002,25,25,"2,159",24,0,0,0,0,0,0,6,0,0.9,0.9,0.1,1,6,46,3,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches
172,Thorgan Hazard,beBEL,"FW,MF",Anderlecht,31,1993,11,7,671,7.5,2,1,3,2,0,0,2,0,0.6,0.6,1.8,2.4,23,43,64,0.27,0.13,0.4,0.27,0.4,0.08,0.24,0.32,0.08,0.32,Matches
173,Ewan Henderson,sctSCO,"MF,FW",Beerschot,24,2000,25,20,"1,695",18.8,2,1,3,2,0,1,3,1,2.6,1.8,2,3.8,35,81,80,0.11,0.05,0.16,0.11,0.16,0.15,0.11,0.26,0.1,0.21,Matches
174,Laurent Henkinet,beBEL,GK,Standard Liège,31,1992,4,4,315,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
175,Lennard Hens,beBEL,MF,Dender,28,1996,18,8,748,8.3,1,1,2,1,0,0,0,0,0.5,0.5,1.6,2.1,6,57,18,0.12,0.12,0.24,0.12,0.24,0.07,0.19,0.26,0.07,0.26,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
176,Lucas Hey,dkDEN,DF,Anderlecht,21,2003,8,7,649,7.2,0,0,0,0,0,0,2,0,0.5,0.5,0.2,0.7,2,30,3,0,0,0,0,0,0.07,0.03,0.09,0.07,0.09,Matches
177,Daan Heymans,beBEL,MF,Charleroi,25,1999,29,29,"2,516",28,11,1,12,7,4,5,6,0,13.3,9.4,2.2,11.6,30,149,158,0.39,0.04,0.43,0.25,0.29,0.48,0.08,0.56,0.34,0.41,Matches
178,Bryan Heynen,beBEL,MF,Genk,27,1997,28,26,"2,351",26.1,0,2,2,0,0,0,3,0,1.7,1.7,2.9,4.6,33,258,45,0,0.08,0.08,0,0.08,0.07,0.11,0.18,0.07,0.18,Matches
179,Kyan Himpe,beBEL,"FW,DF",Kortrijk,18,2006,1,0,4,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,4.4,0,4.4,4.4,4.4,Matches
180,Andrew Hjulsager,dkDEN,"FW,MF",Gent,29,1995,7,7,443,4.9,0,1,1,0,0,0,1,0,1,1,1.9,2.8,12,21,45,0,0.2,0.2,0,0.2,0.19,0.38,0.57,0.19,0.57,Matches
181,Tom Holmes,engENG,DF,Dender,24,2000,2,1,94,1,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,0,2,1,0,0,0,0,0,0.09,0.3,0.39,0.09,0.39,Matches
182,Milo Horemans,beBEL,MF,Antwerp,18,2006,1,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0.14,0,0.14,0.14,0.14,Matches
183,Andreas Hountondji,bjBEN,FW,Standard Liège,22,2002,10,2,317,3.5,1,0,1,1,0,0,0,0,1.1,1.1,0.7,1.9,7,3,33,0.28,0,0.28,0.28,0.28,0.32,0.21,0.54,0.32,0.54,Matches
184,David Hrnčár,skSVK,DF,Dender,26,1997,25,18,"1,597",17.7,2,2,4,2,0,0,1,1,2.2,2.2,1.9,4,19,59,105,0.11,0.11,0.23,0.11,0.23,0.12,0.11,0.23,0.12,0.23,Matches
185,Patrik Hrošovský,skSVK,MF,Genk,32,1992,26,19,"1,687",18.7,6,2,8,6,0,0,2,0,2.8,2.8,2.1,4.9,16,102,77,0.32,0.11,0.43,0.32,0.43,0.15,0.11,0.26,0.15,0.26,Matches
186,César Huerta,mxMEX,"MF,FW",Anderlecht,23,2000,9,7,615,6.8,2,2,4,2,0,0,0,0,1,1,0.8,1.8,17,11,44,0.29,0.29,0.59,0.29,0.59,0.14,0.12,0.26,0.14,0.26,Matches
187,Dean Huiberts,nlNED,MF,Beerschot,24,2000,10,4,345,3.8,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,1,10,5,0,0,0,0,0,0.03,0.01,0.03,0.03,0.03,Matches
188,Oh Hyeon-gyu,krKOR,FW,Genk,23,2001,27,2,436,4.8,7,1,8,4,3,3,1,0,5.5,3.1,1.4,4.5,19,10,43,1.44,0.21,1.65,0.83,1.03,1.13,0.29,1.42,0.64,0.93,Matches
189,Hong Hyunseok,krKOR,MF,Gent,25,1999,3,3,248,2.8,0,0,0,0,0,0,0,0,0,0,0.5,0.5,3,7,13,0,0,0,0,0,0,0.18,0.18,0,0.18,Matches
190,Mounaim El Idrissy,frFRA,"DF,FW",Kortrijk,25,1999,15,3,345,3.8,0,0,0,0,0,0,5,0,0.1,0.1,0.1,0.2,4,3,31,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05,Matches
191,Chukwubuikem Ikwuemesi,ngNGA,FW,OH Leuven,22,2001,27,15,"1,536",17.1,4,0,4,4,0,0,2,0,3.8,3.8,1.1,4.9,31,30,80,0.23,0,0.23,0.23,0.23,0.23,0.06,0.29,0.23,0.29,Matches
192,Marco Ilaimaharitra,mgMAD,MF,Kortrijk,29,1995,8,7,629,7,1,0,1,1,0,0,2,0,0.5,0.5,0.3,0.8,6,38,11,0.14,0,0.14,0.14,0.14,0.08,0.04,0.12,0.08,0.12,Matches
193,Marko Ilić,rsSRB,GK,Kortrijk,26,1998,5,5,425,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
194,Atsuki Ito,jpJPN,MF,Gent,25,1998,25,21,"1,909",21.2,2,1,3,2,0,0,6,0,2.1,2.1,1.5,3.6,20,101,60,0.09,0.05,0.14,0.09,0.14,0.1,0.07,0.17,0.1,0.17,Matches
195,Ryotaro Ito,jpJPN,MF,Sint-Truiden,26,1998,28,23,"2,009",22.3,2,3,5,2,0,0,0,0,2.9,2.9,3.8,6.6,29,133,83,0.09,0.13,0.22,0.09,0.22,0.13,0.17,0.3,0.13,0.3,Matches
196,Franjo Ivanović,hrCRO,"FW,MF",Union SG,20,2003,24,22,"1,759",19.5,11,4,15,10,1,1,2,0,13.3,12.5,4.9,17.4,68,48,152,0.56,0.2,0.77,0.51,0.72,0.68,0.25,0.93,0.64,0.89,Matches
197,Nordin Jackers,beBEL,GK,Club Brugge,26,1997,1,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
198,Vincent Janssen,nlNED,"FW,MF",Antwerp,30,1994,28,28,"2,488",27.6,10,6,16,10,0,1,8,0,8.8,8,4.2,12.2,27,87,134,0.36,0.22,0.58,0.36,0.58,0.33,0.16,0.49,0.3,0.46,Matches
199,Wolke Janssens,beBEL,DF,Sint-Truiden,29,1995,14,9,882,9.8,0,0,0,0,0,0,0,0,0,0,0,0,5,40,9,0,0,0,0,0,0,0,0,0,0,Matches
200,Ardon Jashari,chSUI,MF,Club Brugge,22,2002,25,21,"1,877",20.9,2,4,6,2,0,0,3,0,1.7,1.7,4.2,5.8,29,150,47,0.1,0.19,0.29,0.1,0.29,0.08,0.2,0.28,0.08,0.28,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
201,Edisson Jordanov,bgBUL,DF,Westerlo,31,1993,4,0,73,0.8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0.05,0.05,0,0.05,Matches
202,Simen Juklerød,noNOR,"DF,FW",Sint-Truiden,30,1994,5,1,98,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,4,4,6,0,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches
203,Andreas Jungdal,dkDEN,GK,Westerlo,22,2002,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
204,Heriberto Jurado,mxMEX,MF,Cercle Brugge,19,2005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
205,Ferran Jutglà,esESP,"FW,MF",Club Brugge,25,1999,27,9,"1,117",12.4,8,2,10,8,0,0,2,0,7.6,7.6,3.4,11,40,34,123,0.64,0.16,0.81,0.64,0.81,0.62,0.27,0.89,0.62,0.89,Matches
206,Mathias Jørgensen,dkDEN,DF,Anderlecht,34,1990,17,16,"1,417",15.7,0,2,2,0,0,0,4,1,1,1,0.9,1.9,13,82,1,0,0.13,0.13,0,0.13,0.06,0.06,0.12,0.06,0.12,Matches
207,Elton Kabangu,beBEL,"FW,MF",Union SG,26,1998,7,1,122,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,2,13,0,0,0,0,0,0.07,0.09,0.16,0.07,0.16,Matches
208,Abdelkahar Kadri,dzALG,"MF,FW",Kortrijk,24,2000,23,19,"1,659",18.4,1,6,7,1,0,0,7,1,2.9,2.9,3.7,6.6,46,104,87,0.05,0.33,0.38,0.05,0.38,0.16,0.2,0.36,0.16,0.36,Matches
209,Emmanuel Kakou,ciCIV,DF,Cercle Brugge,19,2005,17,14,"1,264",14,1,0,1,1,0,0,4,0,0.7,0.7,0.2,0.8,5,66,4,0.07,0,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06,Matches
210,Ismaël Kandouss,maMAR,MF,Gent,26,1997,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
211,Takuro Kaneko,jpJPN,"MF,FW",Kortrijk,27,1997,16,11,894,9.9,1,0,1,1,0,0,2,0,1,1,1.4,2.3,50,28,99,0.1,0,0.1,0.1,0.1,0.1,0.14,0.24,0.1,0.24,Matches
212,Ibrahim Karamoko,frFRA,MF,Standard Liège,23,2001,9,5,449,5,0,0,0,0,0,0,4,0,0.2,0.2,0.1,0.3,2,23,2,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches
213,Konstantinos Karetsas,grGRE,MF,Genk,16,2007,25,14,"1,160",12.9,2,2,4,2,0,0,1,0,2.7,2.7,3.7,6.4,57,60,118,0.16,0.16,0.31,0.16,0.31,0.21,0.29,0.5,0.21,0.5,Matches
214,Dermane Karim,tgTOG,"MF,FW",Kortrijk,20,2003,9,8,686,7.6,1,1,2,1,0,0,0,0,1.6,1.6,0.7,2.3,15,25,39,0.13,0.13,0.26,0.13,0.26,0.2,0.09,0.3,0.2,0.3,Matches
215,Joris Kayembe,cdCOD,DF,Genk,29,1994,29,27,"2,446",27.2,1,1,2,1,0,0,2,0,0.6,0.6,2.3,2.9,69,154,162,0.04,0.04,0.07,0.04,0.07,0.02,0.08,0.1,0.02,0.1,Matches
216,Charly Keita,frFRA,"FW,MF",Beerschot,25,1999,20,9,"1,004",11.2,1,1,2,1,0,0,2,0,3.7,3.7,0.4,4.1,15,12,44,0.09,0.09,0.18,0.09,0.18,0.36,0.04,0.4,0.36,0.4,Matches
217,Check Keita,frFRA,DF,Charleroi,21,2003,16,14,"1,187",13.2,0,0,0,0,0,0,6,1,0.4,0.4,0.2,0.5,4,31,3,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,Matches
218,Mandela Keita,beBEL,"MF,DF",Antwerp,22,2002,5,2,238,2.6,0,0,0,0,0,0,0,0,0,0,0.1,0.1,6,16,1,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
219,Gyrano Kerk,srSUR,"FW,MF",Antwerp,28,1995,29,28,"2,327",25.9,5,4,9,5,0,0,3,0,5.7,5.7,3,8.6,74,79,226,0.19,0.15,0.35,0.19,0.35,0.22,0.11,0.33,0.22,0.33,Matches
220,Anan Khalaili,ilISR,"DF,FW",Union SG,19,2004,24,16,"1,500",16.7,1,2,3,1,0,0,4,0,2.9,2.9,4.9,7.8,55,71,122,0.06,0.12,0.18,0.06,0.18,0.18,0.29,0.47,0.18,0.47,Matches
221,Bilal El Khannouss,maMAR,MF,Genk,20,2004,1,1,68,0.8,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,0,6,2,0,1.32,1.32,0,1.32,0.15,0.15,0.3,0.15,0.3,Matches
222,Mads Kikkenborg,dkDEN,GK,Anderlecht,24,1999,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
223,Leo Kokubo,jpJPN,GK,Sint-Truiden,23,2001,27,27,"2,430",27,0,0,0,0,0,0,2,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
224,Hiiro komori,jpJPN,"MF,FW",Sint-Truiden,23,2000,4,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Matches
225,Mory Konaté,gnGUI,"DF,MF",Mechelen,30,1993,3,1,123,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
226,Mohamed Koné,ciCIV,GK,Charleroi,22,2002,21,21,"1,890",21,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Matches
227,Josué Kongolo,beBEL,DF,Genk,18,2006,4,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,5,0,0,0,0,0,0,0,0.12,0.12,0,0.12,Matches
228,Tolis Konstantopoulos,grGRE,DF,Beerschot,21,2002,26,23,"2,162",24,0,0,0,0,0,0,4,0,0.7,0.7,0.6,1.2,19,97,15,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05,Matches
229,Ayouba Kosiah,lrLBR,"FW,DF",Beerschot,23,2001,16,5,535,5.9,1,0,1,1,0,0,2,0,1.9,1.9,0.3,2.2,4,7,22,0.17,0,0.17,0.17,0.17,0.32,0.05,0.37,0.32,0.37,Matches
230,Koen Kostons,nlNED,"FW,MF",Kortrijk,24,1999,7,3,261,2.9,0,1,1,0,0,0,1,0,0.3,0.3,0.7,1,4,6,21,0,0.34,0.34,0,0.34,0.1,0.23,0.33,0.1,0.33,Matches
231,Samuel Kotto,cmCMR,DF,Gent,20,2003,4,3,304,3.4,0,0,0,0,0,0,0,0,0,0,0.1,0.1,3,10,2,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
232,Florian Krüger,deGER,FW,Beerschot,25,1999,6,1,128,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,3,10,0,0,0,0,0,0.16,0.02,0.18,0.16,0.18,Matches
233,Léandre Kuavita,beBEL,MF,Standard Liège,20,2004,30,23,"1,855",20.6,1,0,1,1,0,0,1,0,2.1,2.1,0.6,2.7,23,60,72,0.05,0,0.05,0.05,0.05,0.1,0.03,0.13,0.1,0.13,Matches
234,Sven Kums,beBEL,MF,Gent,36,1988,20,9,892,9.9,2,0,2,2,0,0,2,0,1,1,2.8,3.7,17,83,38,0.2,0,0.2,0.2,0.2,0.1,0.28,0.37,0.1,0.37,Matches
235,Hasan Kuruçay,,DF,OH Leuven,26,1997,18,17,"1,555",17.3,1,0,1,1,0,0,5,1,0.6,0.6,0.3,0.9,9,54,2,0.06,0,0.06,0.06,0.06,0.04,0.02,0.05,0.04,0.05,Matches
236,Roman Květ,czCZE,MF,Dender,26,1997,28,24,"1,903",21.1,4,1,5,4,0,0,5,1,2.4,2.4,1.8,4.2,29,87,120,0.19,0.05,0.24,0.19,0.24,0.11,0.09,0.2,0.11,0.2,Matches
237,Grejohn Kyei,frFRA,FW,Charleroi,28,1995,11,5,373,4.1,1,0,1,1,0,0,0,0,1.9,1.9,0.2,2.1,2,7,34,0.24,0,0.24,0.24,0.24,0.46,0.05,0.51,0.46,0.51,Matches
238,Grejohn Kyei,frFRA,"FW,MF",Standard Liège,28,1995,6,2,213,2.4,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,4,5,16,0,0,0,0,0,0.12,0.23,0.36,0.12,0.36,Matches
239,Rajiv van La Parra,nlNED,"MF,FW",Beerschot,33,1991,6,5,467,5.2,0,0,0,0,0,0,1,0,2,2,0.5,2.5,35,16,58,0,0,0,0,0,0.38,0.1,0.47,0.38,0.47,Matches
240,Bram Lagae,beBEL,DF,Kortrijk,20,2004,19,19,"1,665",18.5,0,0,0,0,0,0,5,0,0.7,0.7,0.8,1.4,11,81,11,0,0,0,0,0,0.04,0.04,0.08,0.04,0.08,Matches
241,Hugo Lambotte,beBEL,MF,Sint-Truiden,18,2006,2,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,Matches
242,Mohamed Lamine Bayo,gnGUI,FW,Antwerp,26,1998,6,3,248,2.8,0,1,1,0,0,0,0,0,1.2,1.2,0.4,1.6,2,8,19,0,0.36,0.36,0,0.36,0.42,0.15,0.57,0.42,0.57,Matches
243,Didier Lamkel Zé,cmCMR,FW,Sint-Truiden,27,1996,9,7,641,7.1,4,0,4,3,1,2,4,0,4.3,2.6,0.4,3,12,20,64,0.56,0,0.56,0.42,0.42,0.61,0.05,0.66,0.37,0.43,Matches
244,Senne Lammens,beBEL,GK,Antwerp,22,2002,30,30,"2,700",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
245,Amando Lapage,beBEL,DF,Anderlecht,19,2004,2,1,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,Matches
246,Amando Lapage,beBEL,DF,Westerlo,19,2004,1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
247,Loïc Lapoussin,mgMAD,"MF,DF",Sint-Truiden,28,1996,6,6,506,5.6,1,2,3,1,0,0,1,0,1.8,1.8,0.9,2.7,24,45,38,0.18,0.36,0.53,0.18,0.53,0.32,0.17,0.48,0.32,0.48,Matches
248,Loïc Lapoussin,mgMAD,DF,Union SG,28,1996,6,6,532,5.9,1,1,2,1,0,0,1,0,0.8,0.8,1.7,2.5,19,47,33,0.17,0.17,0.34,0.17,0.34,0.14,0.28,0.42,0.14,0.42,Matches
249,Lion Lauberbach,deGER,FW,Mechelen,26,1998,25,15,"1,379",15.3,3,2,5,3,0,0,4,0,6.6,6.6,2.3,8.9,30,26,100,0.2,0.13,0.33,0.2,0.33,0.43,0.15,0.58,0.43,0.58,Matches
250,Henry Lawrence,engENG,DF,Standard Liège,22,2001,26,24,"2,075",23.1,0,0,0,0,0,0,4,1,0.2,0.2,0.7,0.9,21,74,19,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
251,Theo Leoni,beBEL,"MF,DF",Anderlecht,24,2000,22,16,"1,359",15.1,2,0,2,2,0,0,2,0,1.8,1.8,1.9,3.8,12,91,46,0.13,0,0.13,0.13,0.13,0.12,0.13,0.25,0.12,0.25,Matches
252,Fedde Leysen,beBEL,DF,Union SG,21,2003,23,16,"1,562",17.4,0,0,0,0,0,0,4,0,0.8,0.8,0.8,1.6,13,114,12,0,0,0,0,0,0.05,0.05,0.09,0.05,0.09,Matches
