Rk,Player,Nation,Position,Squad,Current age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,Matches
161,Adriel Guillermo,boBOL,,Wilstermann,17-029,2008,2,1,92,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
162,Andrés Guillermo,boBOL,MF,Wilstermann,18-255,2006,8,4,362,4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
163,Johan Gutiérrez,boBOL,GK,FC Universitario,28-261,1996,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
164,Kevin Gutiérrez,boBOL,FW,San Antonio Bulo Bulo,17-333,2007,8,6,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
165,Yerson Gutiérrez,coCOL,FW,ABB,31-146,1994,1,0,6,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
166,Hugo Guzmán Vaca,boBOL,FW,The Strongest,19-335,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
167,Paulo Henrique,brBRA,FW,ABB,34-077,1991,8,3,393,4.4,0,1,1,0,0,0,3,0,0,0.23,0.23,0,0.23,Matches
168,Mateo Hernández,arARG,MF,Real Tomayapo,26-253,1998,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
169,José Herrera,boBOL,FW,Always Ready,22-037,2003,6,2,325,3.6,1,0,1,1,0,0,0,0,0.28,0,0.28,0.28,0.28,Matches
170,Julio Herrera,boBOL,MF,San Antonio Bulo Bulo,26-124,1999,7,5,499,5.5,1,1,2,0,1,1,3,0,0.18,0.18,0.36,0,0.18,Matches
171,Diego Hoyos,boBOL,MF,Nacional Potosí,32-259,1992,8,7,510,5.7,0,1,1,0,0,0,2,0,0,0.18,0.18,0,0.18,Matches
172,Ivan Huayhuata,boBOL,DF,San Antonio Bulo Bulo,36-098,1989,6,5,291,3.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
173,Víctor Hugo Melgar,boBOL,MF,Real Oruro,37-107,1988,7,6,512,5.7,0,1,1,0,0,0,5,1,0,0.18,0.18,0,0.18,Matches
174,Ronaldo Hunacota,,GK,Real Oruro,,,9,8,758,8.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
175,Jhon Jairo Cuéllar,boBOL,GK,Guabirá,25-243,1999,3,3,255,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
176,Yhon Jairo Villegas,boBOL,DF,Real Oruro,28-133,1997,6,5,453,5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
177,Agustin Jara,arARG,DF,FC Universitario,33-014,1992,5,4,372,4.1,1,0,1,1,0,0,2,0,0.24,0,0.24,0.24,0.24,Matches
178,Rashid Joffre,boBOL,FW,Oriente Petrolero,21-095,2004,1,1,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
179,Adrian Jusino,boBOL,DF,The Strongest,32-341,1992,8,8,720,8,1,1,2,1,0,0,1,0,0.12,0.12,0.25,0.12,0.25,Matches
180,Eduardo Justiniano,,MF,Blooming,,,4,2,263,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
181,Leonardo Justiniano,boBOL,DF,San Antonio Bulo Bulo,23-330,2001,6,4,397,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
182,Leonel Justiniano,boBOL,MF,Bolívar,32-348,1992,9,9,810,9,3,0,3,3,0,0,3,0,0.33,0,0.33,0.33,0.33,Matches
183,Andrés Landa,boBOL,DF,GV San José,29-139,1996,7,5,478,5.3,1,0,1,1,0,0,1,0,0.19,0,0.19,0.19,0.19,Matches
184,Federico Lanzillota,arARG,GK,Bolívar,32-196,1992,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
185,Julio Lazarte,boBOL,DF,FC Universitario,17-057,2008,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
186,Robson Leandro Santos,brBRA,MF,Wilstermann,32-260,1992,8,7,598,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
187,Heber Leaños,boBOL,DF,Indep Petrolero,34-361,1990,1,1,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
188,Joaquín Lencinas,arARG,DF,FC Universitario,37-035,1988,9,9,791,8.8,1,1,2,1,0,0,3,0,0.11,0.11,0.23,0.11,0.23,Matches
189,Daniel Lino,boBOL,DF,The Strongest,23-117,2002,5,3,287,3.2,0,1,1,0,0,0,0,0,0,0.31,0.31,0,0.31,Matches
190,Rodrigo Llano,coCOL,FW,Real Oruro,32-236,1992,7,5,406,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
191,Cristian Lopez,boBOL,MF,Indep Petrolero,20-020,2005,6,6,504,5.6,1,0,1,1,0,0,1,1,0.18,0,0.18,0.18,0.18,Matches
192,Johan Lopez,coCOL,GK,Indep Petrolero,21-352,2003,3,2,237,2.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
193,José López,boBOL,FW,The Strongest,21-316,2003,5,1,109,1.2,2,0,2,2,0,0,0,0,1.65,0,1.65,1.65,1.65,Matches
194,Leonel López,mxMEX,MF,The Strongest,31-022,1994,3,0,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
195,Joel López Pissano,arARG,MF,GV San José,28-160,1997,9,7,647,7.2,4,2,6,4,0,0,1,0,0.56,0.28,0.83,0.56,0.83,Matches
196,Percy Loza,boBOL,MF,Always Ready,27-298,1997,1,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
197,Cristhian Machado,boBOL,MF,Wilstermann,34-360,1990,5,4,336,3.7,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
198,Juan Magallanes,boBOL,MF,FC Universitario,22-164,2003,6,2,238,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
199,Aldair Mamani,boBOL,MF,GV San José,19-334,2005,6,4,390,4.3,0,1,1,0,0,0,2,0,0,0.23,0.23,0,0.23,Matches
200,Josué Mamani,boBOL,MF,Wilstermann,24-299,2000,9,7,583,6.5,1,0,1,1,0,0,3,0,0.15,0,0.15,0.15,0.15,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
201,Kevin Mamani,boBOL,MF,Real Tomayapo,20-222,2004,2,2,135,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
202,Jesús Manuel Sagredo,boBOL,DF,Bolívar,31-097,1994,7,6,511,5.7,0,1,1,0,0,0,5,0,0,0.18,0.18,0,0.18,Matches
203,Jesús Maraude,boBOL,MF,Always Ready,17-133,2008,5,0,127,1.4,0,1,1,0,0,0,0,0,0,0.71,0.71,0,0.71,Matches
204,Rivaldo Maraz,boBOL,MF,Real Tomayapo,22-199,2002,3,0,82,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
205,José María Carrasco,boBOL,DF,Real Tomayapo,27-303,1997,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
206,José Martínes,boBOL,FW,San Antonio Bulo Bulo,22-270,2002,8,6,541,6,3,1,4,3,0,1,0,1,0.5,0.17,0.67,0.5,0.67,Matches
207,Yesit Martínez,boBOL,MF,Indep Petrolero,23-135,2002,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
208,Nicolas Masskooni,boBOL,MF,Guabirá,21-294,2003,6,4,353,3.9,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
209,Alejandro Medina,boBOL,FW,GV San José,28-275,1996,1,0,19,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
210,Carlos Medina,boBOL,DF,Always Ready,19-256,2005,2,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
211,Diego Medina,boBOL,DF,Always Ready,23-153,2002,7,7,624,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
212,John Medina,ecECU,MF,Indep Petrolero,32-245,1992,6,6,526,5.8,0,0,0,0,0,0,6,2,0,0,0,0,0,Matches
213,Alejandro Meleán,boBOL,"DF,MF",Oriente Petrolero,37-364,1987,7,3,384,4.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
214,Antonio Melgar,boBOL,MF,Bolívar,30-223,1994,9,8,697,7.7,2,4,6,2,0,0,1,0,0.26,0.52,0.77,0.26,0.77,Matches
215,Santiago Melgar,boBOL,MF,The Strongest,20-011,2005,2,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
216,Sebastián Melgar,boBOL,FW,Guabirá,23-334,2001,2,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
217,Jhon Mena,boBOL,MF,ABB,25-357,1999,6,4,371,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
218,Bruno Méndez,boBOL,MF,Bolívar,18-177,2006,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
219,Esdras Mendoza,boBOL,MF,FC Universitario,21-249,2003,9,8,629,7,0,1,1,0,0,0,2,0,0,0.14,0.14,0,0.14,Matches
220,Gustavo Mendoza,boBOL,FW,San Antonio Bulo Bulo,21-035,2004,8,6,613,6.8,0,1,1,0,0,0,0,0,0,0.15,0.15,0,0.15,Matches
221,Miguel Mendoza,pyPAR,FW,Aurora,26-231,1998,8,3,295,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
222,Samyr Mendoza,,FW,FC Universitario,,,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
223,Alán Mercado,boBOL,FW,Indep Petrolero,28-166,1996,5,0,117,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
224,Pablo Meza,pyPAR,DF,ABB,28-137,1997,9,9,810,9,0,0,0,0,0,1,4,0,0,0,0,0,0,Matches
225,Ezequiel Michelli,arARG,DF,GV San José,34-207,1990,2,2,157,1.7,1,0,1,1,0,0,0,0,0.57,0,0.57,0.57,0.57,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
226,Jonathan Monsalve,coCOL,FW,Real Oruro,26-320,1998,5,2,206,2.3,1,0,1,1,0,0,0,0,0.44,0,0.44,0.44,0.44,Matches
227,Mizael Monteiro,brBRA,DF,ABB,24-207,2000,8,8,720,8,1,0,1,1,0,0,1,0,0.12,0,0.12,0.12,0.12,Matches
228,Leonardo Montenegro,boBOL,DF,Nacional Potosí,20-085,2005,2,2,135,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
229,Ronny Montero,boBOL,DF,Guabirá,34-031,1991,3,2,162,1.8,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
230,Juan Morales,boBOL,GK,Indep Petrolero,18-326,2006,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
231,Andrés Moreno,boBOL,MF,Guabirá,22-249,2002,4,3,252,2.8,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
232,Saidt Mustafá,boBOL,GK,Nacional Potosí,35-201,1989,5,5,450,5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
233,Cristian Nahuel Barco,arARG,MF,Guabirá,24-267,2000,8,5,394,4.4,1,0,1,1,0,0,2,0,0.23,0,0.23,0.23,0.23,Matches
234,Fernando Nava,boBOL,FW,Oriente Petrolero,21-007,2004,7,6,509,5.7,2,1,3,2,0,0,1,0,0.35,0.18,0.53,0.35,0.53,Matches
235,Diego Navarro,boBOL,FW,Indep Petrolero,32-189,1992,6,3,245,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
236,Alan Nuñez,,,Real Oruro,,,3,2,181,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
237,Maximiliano Núñez,arARG,"FW,MF",FC Universitario,38-271,1986,9,7,587,6.5,1,2,3,1,0,0,0,0,0.15,0.31,0.46,0.15,0.46,Matches
238,Gustavo Olguín,boBOL,DF,Guabirá,30-214,1994,6,3,369,4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
239,Juan Orellana,boBOL,DF,Real Tomayapo,27-164,1998,7,7,552,6.1,1,0,1,1,0,0,3,1,0.16,0,0.16,0.16,0.16,Matches
240,Ricardo Orihuela,boBOL,MF,Real Oruro,26-044,1999,9,8,687,7.6,0,3,3,0,0,0,0,0,0,0.39,0.39,0,0.39,Matches
241,Michael Ortega,coCOL,MF,Aurora,34-070,1991,7,4,401,4.5,2,1,3,0,2,2,0,0,0.45,0.22,0.67,0,0.22,Matches
242,Miyhel Ortiz,boBOL,MF,Real Oruro,23-236,2001,5,4,341,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
243,Mario Otazú,pyPAR,MF,San Antonio Bulo Bulo,28-345,1996,8,3,274,3,4,0,4,4,0,0,2,0,1.31,0,1.31,1.31,1.31,Matches
244,Rai Pablo Lima,boBOL,MF,Real Tomayapo,25-068,2000,9,8,643,7.1,1,0,1,1,0,0,2,0,0.14,0,0.14,0.14,0.14,Matches
245,Adrian Pacheco,boBOL,MF,Wilstermann,19-348,2005,1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
246,Celin Padilla,boBOL,DF,Blooming,21-063,2004,4,1,119,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
247,Santiago Paiva,uyURU,FW,Guabirá,26-155,1999,3,2,125,1.4,1,0,1,1,0,0,0,0,0.72,0,0.72,0.72,0.72,Matches
248,Duban Palacio,coCOL,MF,Nacional Potosí,28-091,1997,8,3,352,3.9,0,2,2,0,0,0,2,0,0,0.51,0.51,0,0.51,Matches
249,Emanuel Paniagua,boBOL,FW,ABB,19-222,2005,8,1,297,3.3,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
250,Moises Paniagua,boBOL,MF,Always Ready,17-303,2007,9,9,706,7.8,4,2,6,4,0,0,1,0,0.51,0.25,0.76,0.51,0.76,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
251,Edwin Pardo,boBOL,DF,Wilstermann,19-150,2006,5,2,194,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
252,Luis Pavia,boBOL,MF,Nacional Potosí,26-091,1999,5,2,226,2.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
253,Luiz Paz,boBOL,DF,Bolívar,21-006,2004,5,1,190,2.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
254,Pablo Pedraza,boBOL,DF,The Strongest,30-097,1995,7,7,606,6.7,0,0,0,0,0,0,4,1,0,0,0,0,0,Matches
255,Adrián Peña,boBOL,MF,Wilstermann,21-187,2003,4,1,91,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
256,Schneider Peña,boBOL,FW,GV San José,21-081,2004,2,0,47,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
257,José Peñarrieta,boBOL,GK,San Antonio Bulo Bulo,36-209,1988,5,5,450,5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
258,Miguel Perea,ecECU,MF,Indep Petrolero,25-179,1999,7,6,472,5.2,0,2,2,0,0,0,1,1,0,0.38,0.38,0,0.38,Matches
259,Gustavo Peredo,boBOL,FW,Guabirá,25-069,2000,6,4,420,4.7,5,0,5,5,0,0,0,0,1.07,0,1.07,1.07,1.07,Matches
260,Danny Pérez,veVEN,"FW,MF",Real Tomayapo,25-143,2000,6,0,139,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
261,Denis Pinto,boBOL,FW,Real Tomayapo,29-294,1995,5,3,247,2.7,1,0,1,1,0,0,0,0,0.36,0,0.36,0.36,0.36,Matches
262,Milciades Portillo,pyPAR,DF,Guabirá,33-114,1992,9,9,810,9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
263,Franco Posse,uyURU,FW,Blooming,24-267,2000,7,4,411,4.6,1,3,4,1,0,0,0,0,0.22,0.66,0.88,0.22,0.88,Matches
264,Bruno Poveda,boBOL,GK,GV San José,21-236,2003,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
265,Josué Prieto,boBOL,DF,Real Oruro,24-227,2000,2,1,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
266,Martín Prost,arARG,FW,Nacional Potosí,35-189,1989,8,6,544,6,5,0,5,5,0,0,1,0,0.83,0,0.83,0.83,0.83,Matches
267,Fabricio Quaglio,boBOL,FW,The Strongest,21-320,2003,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
268,Wilson Quiñonez,pyPAR,GK,Oriente Petrolero,36-284,1988,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
269,Jairo Quinteros,boBOL,DF,Bolívar,24-128,2001,5,4,368,4.1,1,0,1,1,0,0,2,0,0.24,0,0.24,0.24,0.24,Matches
270,Alvaro Quiroga,boBOL,MF,The Strongest,29-363,1995,5,4,362,4,1,0,1,1,0,0,0,0,0.25,0,0.25,0.25,0.25,Matches
271,Miguel Quiroga,boBOL,MF,ABB,33-273,1991,6,2,209,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
272,Kevin Quiroz,boBOL,MF,Nacional Potosí,20-159,2005,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
273,Rafinha,boBOL,MF,Guabirá,33-177,1991,8,8,678,7.5,3,6,9,3,0,0,2,1,0.4,0.8,1.19,0.4,1.19,Matches
274,Denilzon Ramallo,boBOL,FW,Real Tomayapo,27-026,1998,9,9,779,8.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
275,Jhoni Ramallo,boBOL,MF,GV San José,21-056,2004,8,7,629,7,1,1,2,1,0,0,2,0,0.14,0.14,0.29,0.14,0.29,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
276,Rodrigo Ramallo,boBOL,"FW,MF",Aurora,34-244,1990,8,7,654,7.3,2,2,4,2,0,0,4,0,0.28,0.28,0.55,0.28,0.55,Matches
277,Alex Rambal,coCOL,DF,Always Ready,32-264,1992,7,7,582,6.5,1,0,1,1,0,0,2,1,0.15,0,0.15,0.15,0.15,Matches
278,Rubén Ramírez,veVEN,DF,Bolívar,29-240,1995,6,4,294,3.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
279,Gary Rea,boBOL,FW,ABB,21-350,2003,7,7,497,5.5,0,0,0,0,0,0,4,1,0,0,0,0,0,Matches
280,Jair Reinoso,boBOL,FW,Aurora,40-008,1985,5,4,334,3.7,5,1,6,4,1,1,1,0,1.35,0.27,1.62,1.08,1.35,Matches
281,Luis René Barboza,boBOL,DF,San Antonio Bulo Bulo,32-074,1993,6,4,388,4.3,2,0,2,2,0,0,1,0,0.46,0,0.46,0.46,0.46,Matches
282,Edisson Restrepo,coCOL,DF,Nacional Potosí,28-178,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
283,Anderson Rey,boBOL,FW,Aurora,30-275,1994,2,2,166,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
284,Gustavo Ribeiro,brBRA,FW,Real Oruro,22-047,2003,8,7,564,6.3,2,0,2,1,1,1,1,0,0.32,0,0.32,0.16,0.16,Matches
285,Alexis Ribera,boBOL,MF,GV San José,29-304,1995,6,5,431,4.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
286,Carlos Ribera,boBOL,MF,FC Universitario,28-129,1997,6,4,274,3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
287,Julio Rivas,,FW,ABB,,,9,7,540,6,2,0,2,2,0,0,2,0,0.33,0,0.33,0.33,0.33,Matches
288,Roberto Rivas,boBOL,GK,GV San José,40-006,1985,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
289,Ademar Rivera,boBOL,MF,Indep Petrolero,29-131,1996,3,3,225,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
290,Edwin Rivera Sifuentes,boBOL,MF,Indep Petrolero,35-287,1989,8,8,575,6.4,0,0,0,0,0,0,7,0,0,0,0,0,0,Matches
291,David Robles,pyPAR,DF,Aurora,33-264,1991,9,9,756,8.4,1,0,1,0,1,1,0,0,0.12,0,0.12,0,0,Matches
292,Carlos Roca,boBOL,DF,Nacional Potosí,28-035,1997,2,1,124,1.4,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
293,Dico Roca,boBOL,DF,GV San José,28-236,1996,5,3,320,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
294,Ferddy Roca,boBOL,FW,GV San José,25-083,2000,3,1,97,1.1,0,1,1,0,0,0,0,0,0,0.93,0.93,0,0.93,Matches
295,Jimmy Roca,boBOL,GK,Real Oruro,26-042,1999,1,1,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
296,Raúl Rocabado,boBOL,MF,ABB,20-309,2004,2,0,47,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
297,Yomar Rocha,boBOL,DF,Bolívar,21-357,2003,7,4,256,2.8,1,1,2,1,0,0,0,0,0.35,0.35,0.7,0.35,0.7,Matches
298,Carlitos Rodriguez,boBOL,DF,Always Ready,20-205,2004,3,2,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
299,Cristopher Rodríguez,veVEN,DF,Oriente Petrolero,27-218,1997,7,7,629,7,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
300,Fernando Rodríguez,boBOL,MF,Blooming,29-155,1996,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
301,Hernán Rodríguez,boBOL,DF,San Antonio Bulo Bulo,29-037,1996,6,4,298,3.3,0,1,1,0,0,0,0,0,0,0.3,0.3,0,0.3,Matches
302,Ian Rodríguez,boBOL,DF,Wilstermann,16-144,2009,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
303,Patito Rodríguez,arARG,"FW,MF",Bolívar,35-042,1990,8,4,447,5,4,1,5,4,0,0,2,0,0.81,0.2,1.01,0.81,1.01,Matches
304,Francisco Rodriguez Zegada,boBOL,DF,Wilstermann,30-297,1994,4,4,243,2.7,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
305,Daniel Rojas,boBOL,MF,Oriente Petrolero,25-113,2000,6,6,483,5.4,0,2,2,0,0,0,1,0,0,0.37,0.37,0,0.37,Matches
306,Jairo Rojas,boBOL,FW,Always Ready,18-321,2006,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
307,Jorge Rojas,boBOL,DF,Nacional Potosí,32-129,1993,7,4,323,3.6,0,1,1,0,0,0,0,0,0,0.28,0.28,0,0.28,Matches
308,Junior Romay,boBOL,FW,ABB,31-059,1994,9,9,760,8.4,1,2,3,1,0,0,0,0,0.12,0.24,0.36,0.12,0.36,Matches
309,César Romero,boBOL,DF,Blooming,23-316,2001,3,1,115,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
310,Dorny Romero,doDOM,FW,Bolívar,27-142,1998,6,3,297,3.3,2,0,2,2,0,0,0,0,0.61,0,0.61,0.61,0.61,Matches
311,Matías Romero,boBOL,FW,Oriente Petrolero,23-116,2002,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
312,Diego Saavedra,boBOL,MF,Indep Petrolero,21-313,2003,1,1,23,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
313,Dilan Saavedra,boBOL,MF,The Strongest,19-066,2006,2,1,73,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
314,Erwin Saavedra,boBOL,MF,Bolívar,29-113,1996,4,2,198,2.2,2,0,2,2,0,0,1,0,0.91,0,0.91,0.91,0.91,Matches
315,José Sagredo,boBOL,DF,Bolívar,31-097,1994,6,5,439,4.9,0,0,0,0,0,0,6,2,0,0,0,0,0,Matches
316,Axel Salazar,boBOL,FW,Always Ready,20-119,2005,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
317,Marcos Salazar,boBOL,MF,ABB,20-244,2004,8,7,526,5.8,2,0,2,2,0,0,5,0,0.34,0,0.34,0.34,0.34,Matches
318,Kevin Salvatierra,boBOL,MF,Oriente Petrolero,23-314,2001,7,5,395,4.4,0,2,2,0,0,0,0,0,0,0.46,0.46,0,0.46,Matches
319,Amílcar Sánchez,boBOL,MF,Aurora,34-143,1991,8,3,286,3.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
320,Erwin Sánchez,boBOL,FW,San Antonio Bulo Bulo,32-327,1992,8,7,536,6,1,2,3,1,0,0,0,0,0.17,0.34,0.5,0.17,0.5,Matches
321,Héctor Sánchez,boBOL,FW,Guabirá,28-052,1997,5,4,303,3.4,0,1,1,0,0,0,1,0,0,0.3,0.3,0,0.3,Matches
322,Huberth Sánchez,coCOL,DF,San Antonio Bulo Bulo,27-206,1997,5,3,319,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
323,Rodrigo Saracho,arARG,GK,San Antonio Bulo Bulo,31-160,1994,4,4,360,4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
324,Fernando Saucedo,boBOL,MF,Always Ready,35-092,1990,9,9,741,8.2,1,9,10,0,1,1,0,0,0.12,1.09,1.21,0,1.09,Matches
325,Oscar Saucedo,boBOL,DF,Guabirá,19-216,2005,2,1,89,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
326,Widen Saucedo,boBOL,DF,San Antonio Bulo Bulo,28-106,1997,7,6,474,5.3,0,1,1,0,0,0,1,0,0,0.19,0.19,0,0.19,Matches
327,Bruno Sávio,brBRA,"FW,MF",Bolívar,30-318,1994,3,1,125,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
328,Augusto Seimandi,arARG,DF,GV San José,30-134,1995,9,9,809,9,0,1,1,0,0,0,3,0,0,0.11,0.11,0,0.11,Matches
329,Saúl Severiche,boBOL,DF,Blooming,23-029,2002,4,1,181,2,0,1,1,0,0,0,1,0,0,0.5,0.5,0,0.5,Matches
330,Omar Siles,boBOL,MF,Real Tomayapo,32-212,1992,8,2,289,3.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
331,Thiago Ribeiro da Silva,brBRA,MF,Guabirá,40-143,1985,7,7,518,5.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
332,Brian Sobrero,arARG,MF,Always Ready,26-220,1998,9,1,303,3.4,5,2,7,4,1,1,1,0,1.49,0.59,2.08,1.19,1.78,Matches
