Rk,Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG,Matches
1,Keyliane Abdallah,frFRA,FW,Marseille,18,2006,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2,Yunis Abdelhamid,maMAR,DF,Saint-Étienne,36,1987,16,11,"1,033",11.5,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.4,4,22,3,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches
3,Himad Abdelli,dzALG,"MF,FW",Angers,24,1999,32,32,"2,842",31.6,6,1,7,3,3,4,4,0,6.4,3.2,3.2,6.4,107,207,111,0.19,0.03,0.22,0.1,0.13,0.2,0.1,0.3,0.1,0.2,Matches
4,Mohamed Abdelmoneim,egEGY,DF,Nice,25,1999,12,10,855,9.5,0,0,0,0,0,0,2,0,0,0,0,0,6,52,5,0,0,0,0,0,0,0,0,0,0,Matches
5,Ali Abdi,tnTUN,"DF,MF",Nice,30,1993,25,17,"1,393",15.5,5,2,7,5,0,0,2,0,4.3,4.3,1.9,6.2,35,42,101,0.32,0.13,0.45,0.32,0.45,0.28,0.12,0.4,0.28,0.4,Matches
6,Matthis Abline,frFRA,FW,Nantes,21,2003,34,33,"2,768",30.8,9,2,11,8,1,1,3,0,8.5,7.7,3.8,11.5,75,48,169,0.29,0.07,0.36,0.26,0.33,0.28,0.12,0.4,0.25,0.37,Matches
7,Abner,brBRA,DF,Lyon,24,2000,19,12,"1,090",12.1,1,1,2,1,0,0,1,0,0.6,0.6,1.1,1.7,31,66,55,0.08,0.08,0.17,0.08,0.17,0.05,0.09,0.14,0.05,0.14,Matches
8,Zakaria Aboukhlal,maMAR,"MF,FW",Toulouse,24,2000,26,22,"1,901",21.1,7,2,9,6,1,2,4,0,10.2,8.6,1.6,10.2,34,22,164,0.33,0.09,0.43,0.28,0.38,0.48,0.07,0.56,0.41,0.48,Matches
9,Akor Adams,ngNGA,FW,Montpellier,24,2000,15,13,"1,075",11.9,3,1,4,3,0,0,2,0,4.3,4.3,1,5.3,11,6,45,0.25,0.08,0.33,0.25,0.33,0.36,0.08,0.44,0.36,0.44,Matches
10,Martin Adeline,frFRA,MF,Reims,20,2003,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Matches
11,Adryelson,brBRA,DF,Lyon,26,1998,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
12,Emmanuel Agbadou,ciCIV,DF,Reims,27,1997,14,14,"1,260",14,0,0,0,0,0,0,3,0,0.5,0.5,0.3,0.8,10,77,0,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,Matches
13,Jeremy Agbonifo,seSWE,"FW,MF",Lens,18,2005,8,1,300,3.3,1,0,1,1,0,0,1,0,0.7,0.7,0.2,0.9,13,6,36,0.3,0,0.3,0.3,0.3,0.21,0.06,0.26,0.21,0.26,Matches
14,Ruben Aguilar,frFRA,"DF,MF",Lens,31,1993,16,13,"1,124",12.5,1,2,3,1,0,0,4,0,0.8,0.8,1.9,2.7,32,74,101,0.08,0.16,0.24,0.08,0.24,0.06,0.15,0.21,0.06,0.21,Matches
15,Naouirou Ahamada,frFRA,"MF,FW",Rennes,22,2002,3,0,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
16,Jean-Eudes Aholou,ciCIV,MF,Angers,30,1994,26,26,"1,959",21.8,2,0,2,2,0,0,7,0,1.8,1.8,1,2.8,15,68,16,0.09,0,0.09,0.09,0.09,0.08,0.05,0.13,0.08,0.13,Matches
17,Ayman Aiki,frFRA,"FW,MF",Saint-Étienne,19,2005,5,1,127,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,4,5,8,0,0,0,0,0,0.07,0.02,0.09,0.07,0.09,Matches
18,Ludovic Ajorque,frFRA,FW,Brest,30,1994,31,29,"2,495",27.7,13,2,15,13,0,1,5,0,10.4,9.6,3.1,12.7,10,41,124,0.47,0.07,0.54,0.47,0.54,0.38,0.11,0.49,0.35,0.46,Matches
19,Ümit Akdag,roROU,DF,Toulouse,20,2003,9,6,500,5.6,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,4,29,9,0,0,0,0,0,0.01,0.01,0.03,0.01,0.03,Matches
20,Sergio Akieme,esESP,DF,Reims,26,1997,30,29,"2,523",28,2,3,5,2,0,0,5,0,1.5,1.5,2.5,4,55,86,97,0.07,0.11,0.18,0.07,0.18,0.05,0.09,0.14,0.05,0.14,Matches
21,Maghnes Akliouche,frFRA,"FW,MF",Monaco,22,2002,32,27,"2,406",26.7,5,10,15,4,1,1,2,0,9.2,8.4,7.3,15.7,127,173,226,0.19,0.37,0.56,0.15,0.52,0.35,0.27,0.62,0.32,0.59,Matches
22,Paul Akouokou,ciCIV,MF,Lyon,26,1997,2,0,19,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
23,Clément Akpa,ciCIV,DF,Auxerre,22,2001,31,29,"2,486",27.6,0,1,1,0,0,0,7,0,0.3,0.3,0.9,1.2,27,74,24,0,0.04,0.04,0,0.04,0.01,0.03,0.04,0.01,0.04,Matches
24,Chuba Akpom,engENG,FW,Lille,28,1995,14,6,639,7.1,3,1,4,2,1,2,0,0,5,3.4,0.5,3.9,6,7,38,0.42,0.14,0.56,0.28,0.42,0.7,0.08,0.78,0.48,0.56,Matches
25,Mohamed Ali Cho,frFRA,"FW,MF",Nice,20,2004,27,21,"1,621",18,3,4,7,3,0,0,2,0,4,4,4,7.9,81,59,133,0.17,0.22,0.39,0.17,0.39,0.22,0.22,0.44,0.22,0.44,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
26,Jim Allevinah,gaGAB,FW,Angers,29,1995,28,23,"1,750",19.4,1,3,4,1,0,0,3,0,4.2,4.2,2.5,6.7,57,48,99,0.05,0.15,0.21,0.05,0.21,0.22,0.13,0.35,0.22,0.35,Matches
27,Thiago Almada,arARG,"MF,FW",Lyon,23,2001,16,9,951,10.6,1,4,5,1,0,0,3,0,2,2,2.6,4.6,38,97,50,0.09,0.38,0.47,0.09,0.47,0.19,0.25,0.44,0.19,0.44,Matches
28,Jordan Amavi,frFRA,DF,Brest,30,1994,11,8,790,8.8,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.4,22,36,21,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05,Matches
29,Kelvin Amian,frFRA,DF,Nantes,26,1998,30,23,"2,165",24.1,1,0,1,1,0,0,5,0,1,1,0.8,1.8,32,73,77,0.04,0,0.04,0.04,0.04,0.04,0.03,0.08,0.04,0.08,Matches
30,Michael Amir Murillo,paPAN,DF,Marseille,28,1996,30,27,"2,437",27.1,1,3,4,1,0,0,3,0,1.5,1.5,3.3,4.8,43,140,100,0.04,0.11,0.15,0.04,0.15,0.06,0.12,0.18,0.06,0.18,Matches
31,Samuel Amo-Ameyaw,engENG,"DF,MF",Strasbourg,18,2006,9,3,320,3.6,2,0,2,2,0,0,0,0,0.7,0.7,0.6,1.3,11,12,18,0.56,0,0.56,0.56,0.56,0.2,0.16,0.35,0.2,0.35,Matches
32,Mathis Amougou,frFRA,MF,Saint-Étienne,18,2006,17,9,859,9.5,0,0,0,0,0,0,2,0,0.5,0.5,0.4,0.8,8,36,17,0,0,0,0,0,0.05,0.04,0.09,0.05,0.09,Matches
33,Benjamin André,frFRA,MF,Lille,33,1990,30,30,"2,692",29.9,0,3,3,0,0,0,12,0,1.4,1.4,1.9,3.3,29,209,72,0,0.1,0.1,0,0.1,0.05,0.06,0.11,0.05,0.11,Matches
34,Kyllian Antonio,frFRA,"DF,MF",Lens,16,2008,3,2,139,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
35,Dennis Appiah,frFRA,DF,Saint-Étienne,32,1992,29,22,"2,128",23.6,0,1,1,0,0,0,2,0,0.2,0.2,2.1,2.3,51,108,110,0,0.04,0.04,0,0.04,0.01,0.09,0.1,0.01,0.1,Matches
36,Carlens Arcus,htHAI,DF,Angers,28,1996,28,25,"2,047",22.7,0,1,1,0,0,0,3,0,0,0,1.4,1.4,39,70,79,0,0.04,0.04,0,0.04,0,0.06,0.06,0,0.06,Matches
37,Hákon Arnar Haraldsson,isISL,"MF,FW",Lille,21,2003,25,21,"1,755",19.5,5,3,8,5,0,0,3,0,3.8,3.8,2.8,6.6,52,102,143,0.26,0.15,0.41,0.26,0.41,0.19,0.14,0.34,0.19,0.34,Matches
38,Marco Asensio,esESP,"FW,MF",Paris S-G,28,1996,12,8,618,6.9,2,4,6,2,0,0,0,0,5.6,5.6,2.7,8.3,19,36,49,0.29,0.58,0.87,0.29,0.87,0.82,0.39,1.21,0.82,1.21,Matches
39,Lorenz Assignon,tgTOG,"DF,MF",Rennes,24,2000,32,27,"2,357",26.2,3,4,7,3,0,0,9,0,2.2,2.2,3.5,5.7,98,116,206,0.11,0.15,0.27,0.11,0.27,0.08,0.14,0.22,0.08,0.22,Matches
40,Dehmaine Assoumani,frFRA,"MF,FW",Nantes,19,2005,12,0,98,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.9,1,4,1,15,0,0,0,0,0,0.08,0.83,0.91,0.08,0.91,Matches
41,Valentin Atangana Edoa,frFRA,MF,Reims,18,2005,34,33,"2,854",31.7,1,0,1,1,0,0,7,0,2.5,2.5,1.1,3.6,41,93,38,0.03,0,0.03,0.03,0.03,0.08,0.03,0.11,0.08,0.11,Matches
42,Florian Ayé,frFRA,FW,Auxerre,27,1997,26,4,575,6.4,2,0,2,2,0,0,0,0,1.9,1.9,0.1,2,5,7,30,0.31,0,0.31,0.31,0.31,0.3,0.02,0.32,0.3,0.32,Matches
43,André Ayew,ghGHA,FW,Le Havre,34,1989,27,15,"1,453",16.1,4,1,5,4,0,0,2,0,4.3,4.3,0.2,4.6,5,18,43,0.25,0.06,0.31,0.25,0.31,0.27,0.02,0.28,0.27,0.28,Matches
44,Neil El Aynaoui,frFRA,MF,Lens,23,2001,24,17,"1,588",17.6,8,1,9,5,3,3,4,0,4,1.6,2,3.6,11,75,29,0.45,0.06,0.51,0.28,0.34,0.23,0.11,0.34,0.09,0.21,Matches
45,Shavy Babicka,gaGAB,"MF,FW",Toulouse,24,2000,30,11,"1,186",13.2,4,2,6,4,0,0,2,0,3.9,3.9,1.6,5.5,36,21,122,0.3,0.15,0.46,0.3,0.46,0.3,0.12,0.42,0.3,0.42,Matches
46,Juma Bah,slSLE,DF,Lens,18,2006,10,8,686,7.6,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,3,9,1,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,Matches
47,Theo Bair,caCAN,FW,Auxerre,24,1999,29,11,939,10.4,2,1,3,2,0,0,1,0,3,3,1.2,4.2,15,16,42,0.19,0.1,0.29,0.19,0.29,0.29,0.11,0.4,0.29,0.4,Matches
48,Mitchel Bakker,nlNED,"FW,DF",Lille,24,2000,24,14,"1,139",12.7,3,2,5,3,0,0,3,1,3,3,2.7,5.6,43,57,120,0.24,0.16,0.4,0.24,0.4,0.23,0.21,0.44,0.23,0.44,Matches
49,Darryl Bakola,frFRA,"DF,MF",Marseille,16,2007,2,0,14,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
50,Dilane Bakwa,frFRA,"MF,DF",Strasbourg,21,2002,30,29,"2,497",27.7,6,8,14,6,0,0,4,0,4.7,4.7,6.6,11.3,107,129,249,0.22,0.29,0.5,0.22,0.5,0.17,0.24,0.41,0.17,0.41,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
51,Leonardo Balerdi,arARG,DF,Marseille,25,1999,27,27,"2,273",25.3,0,0,0,0,0,0,9,1,0.9,0.9,0.7,1.7,13,105,5,0,0,0,0,0,0.04,0.03,0.07,0.04,0.07,Matches
52,Fodé Ballo-Touré,snSEN,"DF,MF",Le Havre,27,1997,10,9,589,6.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,15,13,14,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
53,Folarin Balogun,usUSA,FW,Monaco,23,2001,13,7,615,6.8,4,0,4,4,0,0,0,0,4.8,4.8,0.9,5.6,21,9,73,0.59,0,0.59,0.59,0.59,0.7,0.13,0.82,0.7,0.82,Matches
54,Abdoulaye Bamba,ciCIV,DF,Angers,34,1990,19,16,"1,510",16.8,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,1,16,3,0,0,0,0,0,0.01,0.02,0.02,0.01,0.02,Matches
55,Mohamed Bamba,ciCIV,MF,Reims,19,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Matches
56,Valentín Barco,arARG,"MF,DF",Strasbourg,20,2004,14,14,"1,157",12.9,0,2,2,0,0,0,2,0,0.5,0.5,1.5,2,20,64,55,0,0.16,0.16,0,0.16,0.04,0.11,0.15,0.04,0.15,Matches
57,Bradley Barcola,frFRA,FW,Paris S-G,21,2002,34,27,"2,181",24.2,14,10,24,14,0,0,2,0,13.4,13.4,10.1,23.5,137,96,374,0.58,0.41,0.99,0.58,0.99,0.55,0.42,0.97,0.55,0.97,Matches
58,Melvin Bard,frFRA,"DF,MF",Nice,23,2000,24,22,"1,938",21.5,2,1,3,2,0,0,4,2,2.2,2.2,1.9,4.1,53,88,95,0.09,0.05,0.14,0.09,0.14,0.1,0.09,0.19,0.1,0.19,Matches
59,Gabriel Bares,chSUI,"MF,DF",Montpellier,23,2000,6,0,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,Matches
60,Téo Barisic,frFRA,DF,Lyon,19,2004,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
61,Dylan Batubinsika,cdCOD,DF,Saint-Étienne,28,1996,25,22,"2,016",22.4,1,0,1,1,0,0,3,1,0.8,0.8,0.2,1,11,51,1,0.04,0,0.04,0.04,0.04,0.04,0.01,0.04,0.04,0.04,Matches
62,Haris Belkebla,dzALG,MF,Angers,30,1994,22,21,"1,792",19.9,0,1,1,0,0,0,1,0,0.1,0.1,0.9,1,8,69,15,0,0.05,0.05,0,0.05,0,0.05,0.05,0,0.05,Matches
63,Yassin Belkhdim,frFRA,MF,Angers,22,2002,29,16,"1,523",16.9,1,1,2,1,0,0,4,0,0.8,0.8,0.6,1.4,17,37,31,0.06,0.06,0.12,0.06,0.12,0.05,0.04,0.08,0.05,0.08,Matches
64,Eliesse Ben Seghir,maMAR,"MF,FW",Monaco,19,2005,33,19,"1,750",19.4,6,3,9,4,2,2,0,0,5.5,4.1,5.2,9.3,85,122,170,0.31,0.15,0.46,0.21,0.36,0.29,0.27,0.55,0.21,0.48,Matches
65,Ismaël Bennacer,dzALG,MF,Marseille,26,1997,12,8,646,7.2,0,2,2,0,0,0,2,0,0.1,0.1,1.8,1.9,14,72,8,0,0.28,0.28,0,0.28,0.01,0.25,0.26,0.01,0.26,Matches
66,Saïd Benrahma,dzALG,"FW,MF",Lyon,28,1995,13,9,735,8.2,1,3,4,1,0,0,0,0,2,2,2.1,4,41,32,109,0.12,0.37,0.49,0.12,0.49,0.24,0.25,0.49,0.24,0.49,Matches
67,Nabil Bentaleb,dzALG,MF,Lille,29,1994,10,3,329,3.7,1,0,1,1,0,0,0,0,0.7,0.7,0,0.8,2,23,5,0.27,0,0.27,0.27,0.27,0.2,0.01,0.21,0.2,0.21,Matches
68,Lucas Beraldo,brBRA,DF,Paris S-G,20,2003,25,22,"2,011",22.3,1,0,1,1,0,0,6,0,0.9,0.9,0.4,1.2,9,131,0,0.04,0,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.06,Matches
69,Maxime Bernauer,frFRA,DF,Saint-Étienne,26,1998,11,9,763,8.5,0,0,0,0,0,0,4,1,0.1,0.1,0,0.1,7,41,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
70,Dimitry Bertaud,cdCOD,GK,Montpellier,26,1998,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
71,Mika Biereth,dkDEN,FW,Monaco,21,2003,16,16,"1,228",13.6,13,2,15,12,1,2,0,0,11.3,9.7,4.5,14.2,14,24,110,0.95,0.15,1.1,0.88,1.03,0.83,0.33,1.16,0.71,1.04,Matches
72,Emmanuel Biumla,frFRA,DF,Angers,19,2005,17,15,"1,336",14.8,1,0,1,1,0,0,2,0,0.7,0.7,0,0.8,3,16,0,0.07,0,0.07,0.07,0.07,0.05,0,0.05,0.05,0.05,Matches
73,Marco Bizot,nlNED,GK,Brest,33,1991,32,32,"2,880",32,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
74,Ludovic Blas,frFRA,"MF,FW",Rennes,26,1997,29,26,"2,293",25.5,6,8,14,6,0,0,6,0,5,5,4.6,9.6,83,116,184,0.24,0.31,0.55,0.24,0.55,0.2,0.18,0.38,0.2,0.38,Matches
75,Augustine Boakye,ghGHA,"FW,MF",Saint-Étienne,23,2000,17,8,733,8.1,3,0,3,3,0,0,5,0,1.8,1.8,0.9,2.7,25,35,60,0.37,0,0.37,0.37,0.37,0.22,0.11,0.34,0.22,0.34,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
76,Mathéo Bodmer,frFRA,MF,Le Havre,20,2004,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
77,Jeremie Boga,ciCIV,"MF,FW",Nice,27,1997,21,12,"1,054",11.7,1,2,3,1,0,0,0,0,2.3,2.3,2.8,5.1,64,39,75,0.09,0.17,0.26,0.09,0.26,0.2,0.24,0.44,0.2,0.44,Matches
78,Moïse Bombito,caCAN,DF,Nice,24,2000,27,25,"2,192",24.4,0,0,0,0,0,0,3,1,0.7,0.7,0.2,1,27,97,10,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,Matches
79,Saïmon Bouabré,frFRA,"MF,FW",Monaco,18,2006,3,1,97,1.1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,Matches
80,Ayyoub Bouaddi,frFRA,MF,Lille,16,2007,24,11,"1,151",12.8,0,1,1,0,0,0,2,0,0.1,0.1,1,1.1,11,37,26,0,0.08,0.08,0,0.08,0.01,0.08,0.08,0.01,0.08,Matches
81,Badredine Bouanani,dzALG,"MF,FW",Nice,19,2004,26,11,"1,099",12.2,3,3,6,2,1,1,2,0,2.7,1.9,2.4,4.3,47,44,93,0.25,0.25,0.49,0.16,0.41,0.22,0.19,0.42,0.16,0.35,Matches
82,Benjamin Bouchouari,maMAR,MF,Saint-Étienne,22,2001,25,20,"1,772",19.7,1,0,1,1,0,0,6,0,0.6,0.6,0.9,1.5,48,133,54,0.05,0,0.05,0.05,0.05,0.03,0.05,0.08,0.03,0.08,Matches
83,Hicham Boudaoui,dzALG,MF,Nice,24,1999,29,27,"2,435",27.1,2,3,5,2,0,0,9,0,2.7,2.7,3,5.8,54,124,75,0.07,0.11,0.18,0.07,0.18,0.1,0.11,0.21,0.1,0.21,Matches
84,Justin Bourgault,frFRA,DF,Brest,18,2005,2,2,122,1.4,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,2,4,12,0.74,0,0.74,0.74,0.74,0.05,0.1,0.15,0.05,0.15,Matches
85,Benjamin Bourigeaud,frFRA,MF,Rennes,30,1994,1,1,80,0.9,1,0,1,1,0,0,0,0,0.2,0.2,0,0.2,0,4,4,1.13,0,1.13,1.13,1.13,0.17,0,0.17,0.17,0.17,Matches
86,Bilal Brahimi,dzALG,MF,Nice,24,2000,2,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0.1,3,4,10,0,0,0,0,0,0.05,0.01,0.07,0.05,0.07,Matches
87,Lilian Brassier,frFRA,DF,Marseille,24,1999,12,9,779,8.7,0,0,0,0,0,0,3,0,0.2,0.2,0,0.3,11,40,8,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
88,Lilian Brassier,frFRA,DF,Rennes,24,1999,14,14,"1,234",13.7,1,1,2,1,0,0,1,0,1.5,1.5,0.3,1.8,21,75,11,0.07,0.07,0.15,0.07,0.15,0.11,0.02,0.13,0.11,0.13,Matches
89,Anthony Briançon,frFRA,DF,Saint-Étienne,29,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
90,Aurélio Buta,ptPOR,DF,Reims,27,1997,27,24,"1,970",21.9,0,1,1,0,0,0,5,0,0.3,0.3,0.8,1.1,28,83,64,0,0.05,0.05,0,0.05,0.01,0.04,0.05,0.01,0.05,Matches
91,Marcin Bułka,plPOL,GK,Nice,24,1999,34,34,"3,060",34,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,2,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
92,Rémy Cabella,frFRA,"FW,MF",Lille,34,1990,23,12,"1,011",11.2,1,2,3,1,0,0,1,0,4,4,2.3,6.2,45,77,130,0.09,0.18,0.27,0.09,0.27,0.35,0.2,0.55,0.35,0.55,Matches
93,Mathieu Cafaro,frFRA,"MF,FW",Saint-Étienne,27,1997,15,9,732,8.1,1,0,1,1,0,0,3,1,1.5,1.5,1.3,2.8,19,16,51,0.12,0,0.12,0.12,0.12,0.18,0.16,0.34,0.18,0.34,Matches
94,Duje Ćaleta-Car,hrCRO,DF,Lyon,27,1996,19,17,"1,584",17.6,1,0,1,1,0,0,8,0,2.1,2.1,0.1,2.2,4,46,0,0.06,0,0.06,0.06,0.06,0.12,0.01,0.13,0.12,0.13,Matches
95,Issiaga Camara,gnGUI,MF,Nice,19,2005,4,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,Matches
96,Lamine Camara,snSEN,MF,Monaco,20,2004,29,25,"2,054",22.8,2,7,9,2,0,0,10,1,2.3,2.3,4.4,6.7,25,141,46,0.09,0.31,0.39,0.09,0.39,0.1,0.19,0.29,0.1,0.29,Matches
97,Mahdi Camara,frFRA,"MF,FW",Brest,26,1998,34,31,"2,659",29.5,5,3,8,5,0,0,5,0,4.1,4.1,2,6.2,58,111,112,0.17,0.1,0.27,0.17,0.27,0.14,0.07,0.21,0.14,0.21,Matches
98,Ousmane Camara,frFRA,DF,Angers,21,2003,3,3,252,2.8,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,3,0,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,Matches
99,Axel Camblan,frFRA,"MF,FW",Brest,20,2003,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0.17,0,0.17,0.17,0.17,Matches
100,Jaydee Canvot,frFRA,"DF,MF",Toulouse,18,2006,18,12,"1,106",12.3,0,0,0,0,0,0,2,0,0.2,0.2,0.7,0.9,9,41,0,0,0,0,0,0,0.02,0.06,0.08,0.02,0.08,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
101,Pierrick Capelle,frFRA,MF,Angers,37,1987,16,3,483,5.4,0,0,0,0,0,0,4,0,0.2,0.2,1.2,1.4,10,22,17,0,0,0,0,0,0.04,0.22,0.26,0.04,0.26,Matches
102,Gabin Capuano,frFRA,FW,Lens,18,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
103,Maxence Caqueret,frFRA,MF,Lyon,24,2000,9,6,573,6.4,0,0,0,0,0,0,1,0,0.7,0.7,0.4,1.1,14,50,15,0,0,0,0,0,0.1,0.07,0.17,0.1,0.17,Matches
104,Simon Cara,frFRA,"MF,FW",Montpellier,19,2005,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
105,Valentin Carboni,arARG,"MF,FW",Marseille,19,2005,4,1,103,1.1,0,0,0,0,0,0,1,0,0,0,0.1,0.2,4,4,8,0,0,0,0,0,0.04,0.1,0.14,0.04,0.14,Matches
106,Irvin Cardona,frFRA,FW,Saint-Étienne,26,1997,15,13,"1,063",11.8,5,3,8,5,0,1,2,0,4.5,3.7,1.4,5,30,32,135,0.42,0.25,0.68,0.42,0.68,0.41,0.13,0.54,0.34,0.47,Matches
107,Patrik Carlgren,seSWE,GK,Nantes,32,1992,5,4,417,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
108,Josué Casimir,frFRA,"FW,MF",Le Havre,22,2001,27,23,"1,997",22.2,4,4,8,4,0,0,5,0,3.3,3.3,3.4,6.7,71,41,151,0.18,0.18,0.36,0.18,0.36,0.15,0.15,0.3,0.15,0.3,Matches
109,Cristian Cásseres Jr.,veVEN,MF,Toulouse,24,2000,32,31,"2,696",30,1,3,4,1,0,0,11,0,1,1,2.6,3.6,31,128,46,0.03,0.1,0.13,0.03,0.13,0.03,0.09,0.12,0.03,0.12,Matches
110,Jean-Charles Castelletto,cmCMR,"DF,MF",Nantes,29,1995,30,30,"2,620",29.1,0,0,0,0,0,0,5,1,1.8,1.8,0.1,1.9,21,87,19,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
111,Enzo Caumont,frFRA,MF,Angers,20,2004,2,0,34,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
112,Fabien Centonze,frFRA,DF,Nantes,28,1996,7,3,265,2.9,0,0,0,0,0,0,0,0,0,0,0.2,0.2,10,15,31,0,0,0,0,0,0,0.05,0.05,0,0.05,Matches
