,,,,Rk,Player,Nation,Position,Squad,Current age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,Matches
109,Walter Chávez,ecECU,GK,Técnico Univ.,31-070,1994,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
110,Antony Chére,ecECU,FW,Macará,28-292,1996,15,7,745,8.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
111,Andrés Chicaiza,ecECU,"MF,FW",Técnico Univ.,33-073,1992,9,5,424,4.7,1,0,1,1,0,0,1,0,0.21,0.00,0.21,0.21,0.21,Matches
112,Ulises Ciccioli,arARG,"DF,MF",SD Aucas,22-128,2003,13,11,"1,011",11.2,2,2,4,2,0,0,2,0,0.18,0.18,0.36,0.18,0.36,Matches
113,Jhon Cifuente,ecECU,FW,El Nacional,32-327,1992,10,3,392,4.4,2,0,2,1,1,1,2,0,0.46,0.00,0.46,0.23,0.23,Matches
114,Kevin Coba,ecECU,MF,Vinotinto,29-049,1996,10,2,234,2.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
115,José Contreras Verna,veVEN,GK,Barcelona,30-238,1994,10,10,828,9.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
116,Fernando Cornejo Miranda,clCHI,MF,LDU de Quito,29-171,1995,12,9,771,8.6,1,1,2,1,0,0,0,0,0.12,0.12,0.23,0.12,0.23,Matches
117,Dany Coronel,ecECU,FW,Orense,22-285,2002,9,0,82,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
118,Bryan Corozo,ecECU,MF,Técnico Univ.,24-300,2000,11,9,682,7.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
119,Janner Corozo,ecECU,MF,Barcelona,29-280,1995,13,9,910,10.1,2,1,3,2,0,0,0,0,0.20,0.10,0.30,0.20,0.30,Matches
120,Washington Corozo,ecECU,MF,CS Emelec,26-341,1998,13,7,512,5.7,2,1,3,2,0,1,2,0,0.35,0.18,0.53,0.35,0.53,Matches
121,Cristian Correa,arARG,GK,Macará,34-021,1991,3,3,220,2.4,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
122,Gabriel Cortez,ecECU,"FW,MF",Barcelona,29-248,1995,13,9,664,7.4,5,2,7,4,1,1,1,0,0.68,0.27,0.95,0.54,0.81,Matches
123,Gustavo Cortez,ecECU,"DF,MF",Independiente,27-247,1997,9,7,609,6.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
124,Marvin Cortez,ecECU,,Técnico Univ.,21-062,2004,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
125,Ramiro Cristóbal,uyURU,MF,Mushuc Runa,29-066,1996,4,4,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Braian Cuello,arARG,FW,Técnico Univ.,24-075,2001,3,0,80,0.9,0,1,1,0,0,0,0,0,0.00,1.13,1.13,0.00,1.13,Matches
127,Brian Cuello,arARG,"MF,FW",Delfín,27-258,1997,11,10,806,9.0,1,2,3,1,0,0,1,0,0.11,0.22,0.33,0.11,0.33,Matches
128,Carlos Cuero,ecECU,"DF,MF",Delfín,29-118,1996,10,10,838,9.3,0,1,1,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11,Matches
129,Josué Cuero,ecECU,"DF,MF",Delfín,24-025,2001,15,15,"1,254",13.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
130,Esteban Dávila,ecECU,MF,Mushuc Runa,29-128,1996,9,6,588,6.5,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
131,Ignacio De Arruabarrena,uyURU,GK,Barcelona,28-150,1997,5,4,432,4.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
132,Bryan De Jesús,ecECU,MF,El Nacional,30-125,1995,3,0,36,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
133,Bagner Delgado,ecECU,MF,Mushuc Runa,29-207,1995,6,2,155,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
134,Ismael Díaz,paPAN,"MF,FW",Univ Católica,28-034,1997,15,15,"1,314",14.6,7,1,8,4,3,3,0,0,0.48,0.07,0.55,0.27,0.34,Matches
135,Mauro Díaz,arARG,MF,Univ Católica,34-097,1991,13,10,809,9.0,3,4,7,3,0,0,2,0,0.33,0.44,0.78,0.33,0.78,Matches
136,Melvin Díaz,ecECU,MF,LDU de Quito,23-201,2001,4,1,123,1.4,0,1,1,0,0,0,0,0,0.00,0.73,0.73,0.00,0.73,Matches
137,Alexander Domínguez,ecECU,GK,LDU de Quito,38-010,1987,13,13,"1,170",13.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
138,Paul Durán,ecECU,MF,LDU de Quito,19-347,2005,1,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
139,Yeltzin Erique,ecECU,DF,LDU de Quito,22-080,2003,7,5,490,5.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
140,Toño Espinoza,ecECU,"DF,MF",Macará,29-120,1996,15,13,"1,050",11.7,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
141,Carlos Estacio,ecECU,MF,Delfín,27-247,1997,11,8,666,7.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
142,Michael Estrada,ecECU,FW,LDU de Quito,29-069,1996,12,4,604,6.7,4,2,6,4,0,0,0,0,0.60,0.30,0.89,0.60,0.89,Matches
143,Luis Estupiñán,ecECU,MF,Deportivo Cuenca,26-033,1999,12,8,646,7.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
144,José Fajardo,paPAN,"FW,MF",Univ Católica,31-301,1993,10,3,445,4.9,1,0,1,1,0,0,2,0,0.20,0.00,0.20,0.20,0.20,Matches
145,Luis Felipe Zárate,pyPAR,DF,Independiente,25-110,2000,10,10,793,8.8,3,1,4,3,0,0,1,0,0.34,0.11,0.45,0.34,0.45,Matches
146,Matías Fernández Cordero,clCHI,"DF,MF",Independiente,29-305,1995,12,12,"1,058",11.8,0,1,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,Matches
147,José Flor,ecECU,DF,El Nacional,27-071,1998,8,7,620,6.9,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
