Rk,Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG,Matches
1,Junior Adamu,atAUT,FW,Freiburg,23,2001,25,19,"1,545",17.2,2,2,4,2,0,0,5,1,5.5,5.5,2.4,7.9,8,14,84,0.12,0.12,0.23,0.12,0.23,0.32,0.14,0.46,0.32,0.46,Matches
2,Karim Adeyemi,deGER,"FW,MF",Dortmund,22,2002,25,17,"1,433",15.9,7,6,13,7,0,0,4,0,5.5,5.5,6,11.5,68,28,153,0.44,0.38,0.82,0.44,0.82,0.34,0.38,0.72,0.34,0.72,Matches
3,Amine Adli,maMAR,"MF,FW",Leverkusen,24,2000,20,6,766,8.5,2,0,2,2,0,0,3,0,2.7,2.7,0.7,3.4,37,24,100,0.23,0,0.23,0.23,0.23,0.32,0.08,0.4,0.32,0.4,Matches
4,Oladapo Afolayan,engENG,"FW,MF",St. Pauli,26,1998,32,17,"1,639",18.2,3,1,4,3,0,0,3,0,3.1,3.1,3.8,7,53,32,108,0.16,0.05,0.22,0.16,0.22,0.17,0.21,0.38,0.17,0.38,Matches
5,Felix Agu,ngNGA,DF,Werder Bremen,24,1999,22,21,"1,751",19.5,3,0,3,3,0,0,1,0,1.4,1.4,1.8,3.2,33,43,105,0.15,0,0.15,0.15,0.15,0.07,0.09,0.17,0.07,0.17,Matches
6,Erik Ahlstrand,seSWE,"FW,MF",St. Pauli,22,2001,5,0,43,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,Matches
7,Kevin Akpoguma,ngNGA,DF,Hoffenheim,29,1995,32,23,"2,220",24.7,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.4,14,98,16,0,0,0,0,0,0,0.01,0.02,0,0.02,Matches
8,Andreas Albers,dkDEN,FW,St. Pauli,34,1990,14,0,62,0.7,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,1,3,6,1.45,0,1.45,1.45,1.45,0.9,0.14,1.04,0.9,1.04,Matches
9,Ben Alexander Voll,deGER,GK,St. Pauli,23,2000,2,1,91,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,Matches
10,Skelly Alvero,frFRA,MF,Werder Bremen,22,2002,12,1,236,2.6,0,0,0,0,0,0,1,0,0,0,0,0,1,8,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
11,Aurele Amenda,chSUI,DF,Eint Frankfurt,21,2003,8,1,96,1.1,0,0,0,0,0,0,1,0,0,0,0.3,0.3,1,2,1,0,0,0,0,0,0,0.23,0.23,0,0.23,Matches
12,Nadiem Amiri,deGER,MF,Mainz 05,27,1996,30,30,"2,473",27.5,7,5,12,5,2,2,9,2,5.5,3.9,6.6,10.5,50,204,64,0.25,0.18,0.44,0.18,0.36,0.2,0.24,0.44,0.14,0.38,Matches
13,Mohamed Amoura,dzALG,FW,Wolfsburg,24,2000,31,29,"2,467",27.4,10,9,19,8,2,2,6,0,8.7,7.2,4,11.2,81,61,244,0.36,0.33,0.69,0.29,0.62,0.32,0.15,0.46,0.26,0.41,Matches
14,Robert Andrich,deGER,"MF,DF",Leverkusen,29,1994,23,19,"1,598",17.8,2,2,4,2,0,0,7,0,1.3,1.3,0.3,1.6,8,65,17,0.11,0.11,0.23,0.11,0.23,0.07,0.02,0.09,0.07,0.09,Matches
15,Waldemar Anton,deGER,DF,Dortmund,28,1996,26,22,"1,949",21.7,2,2,4,2,0,0,4,0,1.7,1.7,0.8,2.5,32,117,28,0.09,0.09,0.18,0.09,0.18,0.08,0.04,0.11,0.08,0.11,Matches
16,Maximilian Arnold,deGER,MF,Wolfsburg,30,1994,28,27,"2,356",26.2,3,5,8,3,0,0,7,1,0.9,0.9,3.5,4.3,9,128,16,0.11,0.19,0.31,0.11,0.31,0.03,0.13,0.17,0.03,0.17,Matches
17,Jann-Fiete Arp,deGER,"FW,MF",Holstein Kiel,24,2000,23,3,713,7.9,2,0,2,1,1,2,8,1,3.8,2.2,1,3.2,14,21,66,0.25,0,0.25,0.13,0.13,0.47,0.13,0.6,0.27,0.4,Matches
18,Arthur,brBRA,DF,Leverkusen,21,2003,20,7,752,8.4,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.4,15,25,53,0,0.12,0.12,0,0.12,0.01,0.04,0.05,0.01,0.05,Matches
19,Noah Atubolu,deGER,GK,Freiburg,22,2002,26,26,"2,307",25.6,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
20,Ayman Azhil,maMAR,MF,Dortmund,23,2001,1,0,24,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Matches
21,Adam Aznou,maMAR,DF,Bayern Munich,18,2006,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,Matches
22,Aliou Badara Baldé,gnGUI,"MF,FW",Bochum,21,2002,5,0,91,1,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,2,1,5,0,0,0,0,0,0.18,0.17,0.35,0.18,0.35,Matches
23,Ridle Baku,deGER,"FW,MF",Wolfsburg,26,1998,15,14,"1,170",13,2,1,3,2,0,0,2,0,1.5,1.5,1.3,2.7,16,44,78,0.15,0.08,0.23,0.15,0.23,0.11,0.1,0.21,0.11,0.21,Matches
24,Ridle Baku,deGER,"DF,MF",RB Leipzig,26,1998,19,15,"1,275",14.2,2,3,5,2,0,0,1,0,1.4,1.4,1.5,2.9,21,41,97,0.14,0.21,0.35,0.14,0.35,0.1,0.11,0.2,0.1,0.2,Matches
25,Samuel Bamba,deGER,"FW,MF",Bochum,20,2004,5,0,27,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,5,8,0,0,0,0,0,0.35,0.1,0.45,0.35,0.45,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
26,Noahkai Banks,usUSA,DF,Augsburg,17,2006,8,2,278,3.1,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,2,8,3,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
27,Scott Banks,sctSCO,"FW,MF",St. Pauli,22,2001,12,0,116,1.3,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,3,1,8,0,0,0,0,0,0.22,0,0.22,0.22,0.22,Matches
28,Aymen Barkok,maMAR,MF,Mainz 05,26,1998,4,0,73,0.8,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,5,6,0,0,0,0,0,0,0.17,0.17,0,0.17,Matches
