,,,,Rk,Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,Matches
92,Mahan Beheshti,,FW,Malavan,,,1,1,53,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
93,Saeid Beigi,,DF,SorkhPooshan FC,30,1993,10,9,784,8.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
94,Alireza Beiranvand,irIRN,GK,Tractor Sazi,31,1992,29,29,"2,610",29.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
95,Wissam Ben Yedder,frFRA,"FW,MF",Sepahan,33,1990,5,3,265,2.9,1,0,1,1,0,0,0,0,0.34,0.00,0.34,0.34,0.34,Matches
96,Thievy Bifouma,cgCGO,"FW,MF",Esteghlal Khuz,32,1992,25,24,"2,109",23.4,5,5,10,5,0,0,9,0,0.21,0.21,0.43,0.21,0.43,Matches
97,Bonfils-Caleb Bimenyimana,biBDI,FW,Zob Ahan,26,1997,4,3,187,2.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
98,Gustavo Blanco Leschuk,arARG,FW,Foolad,32,1991,14,10,904,10.0,2,1,3,2,0,0,0,0,0.20,0.10,0.30,0.20,0.30,Matches
99,Gustavo Blanco Leschuk,arARG,FW,Esteghlal,32,1991,11,6,493,5.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
100,Eric Bocoum,gaGAB,MF,Gol Gohar,28,1996,22,9,"1,055",11.7,0,1,1,0,0,0,3,1,0.00,0.09,0.09,0.00,0.09,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Kévin Boli,frFRA,DF,Kheybar,33,1991,12,10,932,10.4,1,0,1,1,0,0,1,0,0.10,0.00,0.10,0.10,0.10,Matches
102,Mohammadreza Bordbar,irIRN,MF,Sepahan,20,2003,13,5,493,5.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
103,Hamid Bou Hamdan,irIRN,MF,Foolad,35,1989,8,0,40,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
104,Shervin Bozorg,,FW,Aluminium Arak,32,1992,19,0,192,2.1,3,0,3,3,0,0,1,0,1.41,0.00,1.41,1.41,1.41,Matches
105,Diego Carioca,brBRA,MF,Chadormalu SC,26,1998,6,2,238,2.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
106,Grigol Chabradze,geGEO,DF,Zob Ahan,28,1996,23,16,"1,348",15.0,0,1,1,0,0,0,6,0,0.00,0.07,0.07,0.00,0.07,Matches
107,Joe Champness,nzNZL,"FW,MF",SorkhPooshan FC,27,1997,10,9,594,6.6,0,1,1,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,Matches
108,Dimitris Chatziisaias,grGRE,DF,Esteghlal Khuz,31,1992,16,11,"1,013",11.3,1,0,1,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,Matches
109,Roozbeh Cheshmi,irIRN,"DF,MF",Esteghlal,31,1993,20,19,"1,683",18.7,0,1,1,0,0,0,3,1,0.00,0.05,0.05,0.00,0.05,Matches
110,Hesam Chobdari,,FW,Mes Rafsanjan,,,4,0,63,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
111,Sokol Cikalleshi,alALB,"FW,MF",Tractor Sazi,34,1990,6,0,116,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
112,Moussa Coulibaly,mlMLI,DF,Foolad,31,1993,26,25,"2,248",25.0,3,0,3,2,1,1,7,1,0.12,0.00,0.12,0.08,0.08,Matches
113,Bryan Dabo,bfBFA,MF,Sepahan,32,1992,20,14,"1,254",13.9,0,2,2,0,0,0,7,0,0.00,0.14,0.14,0.00,0.14,Matches
