Rk,Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,Matches
163,Patrik Galchev,bgBUL,DF,Lokomotiv Sofia,23,2001,14,13,"1,090",12.1,1,0,1,1,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches
164,Patrik Galchev,bgBUL,DF,Levski Sofia,23,2001,8,1,183,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
165,Milen Gamakov,bgBUL,MF,PFC Hebar Pazardzhik,30,1994,15,11,"1,062",11.8,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
166,Hristiyan Ganev,bgBUL,FW,PFC Hebar Pazardzhik,18,2006,2,1,66,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
167,Stefan Gavrilov,bgBUL,MF,Beroe,24,2000,9,7,545,6.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
168,Nikola Genchev,bgBUL,FW,Septemvri Sofia,15,2008,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
169,Viktor Genev,bgBUL,DF,Slavia Sofia,35,1988,27,9,969,10.8,2,0,2,2,0,0,6,0,0.19,0,0.19,0.19,0.19,Matches
170,Daniel Genov,bgBUL,MF,Botev Vratsa,35,1989,37,31,"2,602",28.9,7,0,7,7,0,0,4,0,0.24,0,0.24,0.24,0.24,Matches
171,Aleksandar Georgiev,bgBUL,MF,FK Levski 2005,26,1997,10,3,296,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
172,Aleksandar Georgiev,bgBUL,MF,FC Spartak Varna,26,1997,8,3,293,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
173,Asen Georgiev,bgBUL,DF,CSKA 1948,31,1993,7,6,547,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
174,Dilyan Georgiev,bgBUL,DF,Botev Vratsa,22,2002,26,18,"1,531",17,1,1,2,1,0,0,6,1,0.06,0.06,0.12,0.06,0.12,Matches
175,Martin Georgiev,bgBUL,DF,Beroe,19,2005,2,0,40,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
176,Martin Georgiev,bgBUL,DF,Slavia Sofia,18,2005,36,34,"2,990",33.2,1,0,1,1,0,0,5,2,0.03,0,0.03,0.03,0.03,Matches
177,Miroslav Georgiev,bgBUL,FW,Beroe,16,2008,9,1,109,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
178,Spas Georgiev,bgBUL,MF,Botev Vratsa,32,1992,21,10,977,10.9,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
179,Yanko Georgiev,bgBUL,GK,FK Levski 2005,35,1988,37,37,"3,330",37,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
180,Filip Gigov,bgBUL,FW,Ludogorets,17,2007,2,0,47,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
181,Nikola Gigov,bgBUL,MF,PFC Hebar Pazardzhik,17,2007,2,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
182,Santiago Godoy,arARG,FW,Beroe,23,2001,29,29,"2,593",28.8,18,0,18,15,3,3,9,1,0.62,0,0.62,0.52,0.52,Matches
183,Emiliyan Gogev,bgBUL,FW,Lokomotiv Sofia,16,2008,2,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
184,Anatoli Gospodinov,bgBUL,GK,Arda,30,1994,36,36,"3,240",36,0,0,0,0,0,0,7,0,0,0,0,0,0,Matches
185,Angel Granchov,bgBUL,DF,FC Spartak Varna,31,1992,28,26,"2,286",25.4,0,0,0,0,0,0,11,0,0,0,0,0,0,Matches
186,Denny Gropper,ilISR,DF,Ludogorets,25,1999,19,16,"1,359",15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
187,Yanis Guermouche,frFRA,MF,FK Levski 2005,23,2001,10,4,383,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
188,Yanis Guermouche,frFRA,MF,PFC Hebar Pazardzhik,23,2001,15,12,"1,024",11.4,2,0,2,2,0,0,4,0,0.18,0,0.18,0.18,0.18,Matches
189,Peter Guinari,cfCTA,DF,FK Levski 2005,23,2001,14,14,"1,260",14,1,0,1,1,0,0,3,0,0.07,0,0.07,0.07,0.07,Matches
190,Daniel Halachev,bgBUL,FW,FC Spartak Varna,19,2005,5,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
191,Dudu Hatamoto,brBRA,FW,CSKA 1948,20,2003,8,2,250,2.8,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
192,Martin Haydarov,bgBUL,MF,Loko Plovdiv,21,2003,15,2,353,3.9,1,0,1,1,0,0,2,0,0.25,0,0.25,0.25,0.25,Matches
193,Tobias Heintz,noNOR,"FW,MF",CSKA Sofia,26,1998,13,7,623,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
194,Damyan Hristov,bgBUL,GK,Ludogorets,21,2002,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
195,Martin Hristov,bgBUL,DF,Septemvri Sofia,20,2003,30,30,"2,610",29,1,0,1,1,0,0,6,0,0.03,0,0.03,0.03,0.03,Matches
196,Cəlal Hüseynov,azAZE,DF,Arda,21,2003,13,6,586,6.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
197,Nikolay Ichev,bgBUL,FW,PFC Hebar Pazardzhik,16,2008,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
198,David Idowu,ngNGA,DF,Arda,24,2000,20,3,570,6.3,1,0,1,1,0,0,3,0,0.16,0,0.16,0.16,0.16,Matches
199,Matvei Igonen,eeEST,GK,Botev Plovdiv,27,1996,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
200,Clement Ikenna,ngNGA,DF,Levski Sofia,21,2003,11,2,346,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
201,Christian Ilić,hrCRO,MF,FC Spartak Varna,28,1996,28,18,"1,650",18.3,1,0,1,1,0,0,3,0,0.05,0,0.05,0.05,0.05,Matches
202,Dimitar Iliev,bgBUL,"FW,MF",Loko Plovdiv,35,1988,31,26,"2,217",24.6,8,0,8,3,5,5,6,1,0.32,0,0.32,0.12,0.12,Matches
203,Ilian Iliev,bgBUL,MF,CSKA Sofia,24,1999,26,17,"1,380",15.3,3,0,3,3,0,0,5,0,0.2,0,0.2,0.2,0.2,Matches
204,Nikola Iliev,bgBUL,FW,Botev Plovdiv,20,2004,27,8,992,11,1,0,1,1,0,0,5,1,0.09,0,0.09,0.09,0.09,Matches
205,Plamen Iliev,bgBUL,GK,Cherno More,32,1991,36,36,"3,240",36,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
206,Radoslav Iliev,bgBUL,FW,CSKA 1948,24,2000,2,0,51,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
207,Yulian Iliev,bgBUL,MF,CSKA Sofia,19,2004,2,1,102,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
208,Mario Ilievski,mkMKD,MF,CSKA 1948,22,2002,29,16,"1,390",15.4,5,0,5,5,0,0,2,0,0.32,0,0.32,0.32,0.32,Matches
209,Ismail Isa,bgBUL,FW,Cherno More,35,1989,28,13,"1,180",13.1,3,0,3,3,0,0,6,0,0.23,0,0.23,0.23,0.23,Matches
210,Arhan Isuf,bgBUL,DF,FK Levski 2005,25,1999,12,9,818,9.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
211,Daniel Ivanov,bgBUL,MF,FC Spartak Varna,22,2002,14,1,222,2.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
212,Galin Ivanov,bgBUL,"FW,MF",Slavia Sofia,36,1988,18,14,"1,117",12.4,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
213,Galin Ivanov,bgBUL,"FW,MF",Septemvri Sofia,36,1988,17,17,"1,437",16,4,0,4,4,0,0,3,0,0.25,0,0.25,0.25,0.25,Matches
214,Hristo Ivanov,bgBUL,FW,FK Levski 2005,23,2000,7,0,125,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
215,Hristo Ivanov,bgBUL,MF,Loko Plovdiv,23,2000,33,28,"2,477",27.5,1,0,1,1,0,0,8,1,0.04,0,0.04,0.04,0.04,Matches
216,Ivaylo Ivanov,bgBUL,MF,Loko Plovdiv,21,2002,34,29,"2,492",27.7,1,0,1,1,0,0,6,0,0.04,0,0.04,0.04,0.04,Matches
217,Georgi Ivanov Karakashev,bgBUL,MF,Loko Plovdiv,25,1999,12,7,684,7.6,1,0,1,1,0,0,3,0,0.13,0,0.13,0.13,0.13,Matches
218,Luka Ivanov,bgBUL,MF,Lokomotiv Sofia,20,2003,14,9,879,9.8,1,0,1,1,0,0,5,0,0.1,0,0.1,0.1,0.1,Matches
219,Stanislav Ivanov,bgBUL,FW,Arda,25,1999,35,35,"3,032",33.7,11,0,11,11,0,0,5,0,0.33,0,0.33,0.33,0.33,Matches
220,Teodor Ivanov,bgBUL,DF,CSKA 1948,20,2004,29,28,"2,397",26.6,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
221,Vladimir Ivanov,bgBUL,GK,Septemvri Sofia,20,2004,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
222,Chavdar Ivaylov,bgBUL,MF,Botev Vratsa,28,1996,8,5,429,4.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
223,Romeesh Ivey,paPAN,FW,FC Spartak Varna,30,1994,26,24,"2,158",24,3,0,3,3,0,0,7,0,0.13,0,0.13,0.13,0.13,Matches
224,Veljko Jelenković,bgBUL,DF,Slavia Sofia,21,2003,29,25,"2,307",25.6,0,0,0,0,0,0,8,1,0,0,0,0,0,Matches
225,Jawad El Jemili,esESP,FW,Levski Sofia,21,2002,29,20,"1,790",19.9,6,0,6,6,0,0,6,1,0.3,0,0.3,0.3,0.3,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
226,Jordán,gqEQG,FW,Septemvri Sofia,26,1998,11,5,536,6,1,0,1,1,0,0,0,0,0.17,0,0.17,0.17,0.17,Matches
227,Weslen Júnior,brBRA,FW,Cherno More,24,1999,25,16,"1,485",16.5,2,0,2,1,1,1,6,0,0.12,0,0.12,0.06,0.06,Matches
228,Arian Kabashi,xkKVX,DF,Botev Vratsa,27,1996,15,14,"1,270",14.1,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
229,Atanas Kabov,bgBUL,MF,PFC Hebar Pazardzhik,25,1999,15,15,"1,201",13.3,3,0,3,1,2,2,2,0,0.22,0,0.22,0.07,0.07,Matches
230,Wabo Kamdem,frFRA,MF,Levski Sofia,21,2002,7,3,354,3.9,1,0,1,1,0,0,2,0,0.25,0,0.25,0.25,0.25,Matches
231,Wabo Kamdem,frFRA,MF,Loko Plovdiv,21,2002,16,15,"1,333",14.8,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
232,Yanis Karabelyov,bgBUL,MF,Botev Plovdiv,28,1996,31,29,"2,388",26.5,2,0,2,2,0,0,5,1,0.08,0,0.08,0.08,0.08,Matches
233,Bircent Karagaren,bgBUL,"FW,MF",CSKA 1948,31,1992,34,24,"2,226",24.7,3,0,3,3,0,0,5,0,0.12,0,0.12,0.12,0.12,Matches
234,Radoslav Karamanov,bgBUL,DF,CSKA 1948,16,2008,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
235,Christian Kassi,ciCIV,FW,Botev Plovdiv,19,2005,10,1,177,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
236,Bozhidar Katsarov,bgBUL,DF,Lokomotiv Sofia,30,1993,17,17,"1,485",16.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
237,Bozhidar Katsarov,bgBUL,DF,FK Levski 2005,30,1993,18,18,"1,541",17.1,1,0,1,1,0,0,3,1,0.06,0,0.06,0.06,0.06,Matches
238,Ivo Kazakov,bgBUL,FW,Arda,22,2002,8,0,42,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
239,Vasil Kazaldzhiev,bgBUL,FW,Slavia Sofia,18,2006,3,0,54,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
240,Ibrahim Keïta,frFRA,FW,FK Levski 2005,28,1996,16,9,808,9,1,0,1,1,0,0,2,0,0.11,0,0.11,0.11,0.11,Matches
241,Hyusein Kelyovluev,bgBUL,FW,Ludogorets,24,2000,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
242,Ventsislav Kerchev,bgBUL,DF,Slavia Sofia,27,1997,23,19,"1,704",18.9,3,0,3,3,0,0,4,0,0.16,0,0.16,0.16,0.16,Matches
243,Strahinja Kerkez,cyCYP,DF,Septemvri Sofia,21,2002,5,3,290,3.2,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
244,Claudiu Keșerü,roROU,FW,Cherno More,37,1986,15,3,536,6,6,0,6,4,2,2,2,0,1.01,0,1.01,0.67,0.67,Matches
245,Radoslav Kirilov,bgBUL,"FW,MF",CSKA 1948,32,1992,29,29,"2,481",27.6,4,0,4,4,0,0,0,0,0.15,0,0.15,0.15,0.15,Matches
246,Aleksandar Kolev,bgBUL,"FW,MF",Levski Sofia,31,1992,29,25,"2,167",24.1,9,1,10,7,2,2,3,0,0.37,0.04,0.42,0.29,0.33,Matches
247,Pa Konate,gnGUI,DF,FC Spartak Varna,30,1994,29,18,"1,521",16.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
248,Danylo Kondrakov,uaUKR,FW,Botev Vratsa,26,1998,15,5,628,7,1,0,1,1,0,0,4,0,0.14,0,0.14,0.14,0.14,Matches
249,Danylo Kondrakov,uaUKR,FW,PFC Hebar Pazardzhik,26,1998,9,2,282,3.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
250,Alen Korošec,siSVN,MF,Botev Plovdiv,22,2001,34,29,"2,367",26.3,1,0,1,1,0,0,5,0,0.04,0,0.04,0.04,0.04,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
251,Ishan Kort,srSUR,GK,PFC Hebar Pazardzhik,24,2000,7,7,585,6.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
252,Georgi Kostadinov,bgBUL,MF,Levski Sofia,33,1990,11,8,755,8.4,1,0,1,1,0,0,3,0,0.12,0,0.12,0.12,0.12,Matches
253,Kaloyan Kostov,bgBUL,DF,Loko Plovdiv,20,2004,15,14,"1,120",12.4,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
254,Lyubomir Kostov,bgBUL,FW,Slavia Sofia,19,2005,3,0,26,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
255,Lachezar Kotev,bgBUL,MF,Arda,26,1998,29,27,"2,397",26.6,1,0,1,1,0,0,4,0,0.04,0,0.04,0.04,0.04,Matches
256,Svetoslav Kovachev,bgBUL,MF,Arda,26,1998,14,12,882,9.8,4,0,4,4,0,0,5,1,0.41,0,0.41,0.41,0.41,Matches
257,Maksym Kovalov,uaUKR,GK,FC Spartak Varna,24,2000,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
258,Goduine Koyalipou,cfCTA,"FW,MF",CSKA Sofia,24,2000,16,14,"1,239",13.8,14,0,14,13,1,1,0,0,1.02,0,1.02,0.94,0.94,Matches
259,Plamen Krachunov,bgBUL,DF,Arda,35,1989,14,9,751,8.3,2,0,2,2,0,0,3,0,0.24,0,0.24,0.24,0.24,Matches
260,Kaloyan Krastev,bgBUL,FW,PFC Hebar Pazardzhik,25,1999,15,2,278,3.1,1,0,1,1,0,0,1,0,0.32,0,0.32,0.32,0.32,Matches
261,Nikolay Krastev,bgBUL,GK,Slavia Sofia,27,1996,19,19,"1,710",19,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
262,Kristiyan Kurbanov,bgBUL,MF,FC Spartak Varna,18,2005,1,1,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
263,Edvin Kurtulus,seSWE,DF,Ludogorets,24,2000,26,23,"2,106",23.4,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
264,Stéphane Lambèse,htHAI,DF,Lokomotiv Sofia,29,1995,15,15,"1,158",12.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
265,Julien Lamy,frFRA,MF,Loko Plovdiv,24,1999,35,27,"2,225",24.7,8,0,8,7,1,1,3,0,0.32,0,0.32,0.28,0.28,Matches
266,Adrián Lapeña,esESP,DF,CSKA Sofia,28,1996,16,14,"1,303",14.5,1,0,1,1,0,0,1,0,0.07,0,0.07,0.07,0.07,Matches
267,Fyodor Lapoukhov,byBLR,GK,CSKA Sofia,21,2003,10,10,900,10,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
268,Lazar Lazarov,bgBUL,DF,PFC Hebar Pazardzhik,18,2006,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
269,Filip Lesniak,skSVK,MF,FC Spartak Varna,28,1996,35,35,"3,034",33.7,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
270,Aaron Leya Iseka,beBEL,FW,CSKA Sofia,26,1997,20,7,701,7.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
271,Fábio Lima,brBRA,MF,Levski Sofia,27,1996,20,9,619,6.9,1,0,1,1,0,0,1,1,0.15,0,0.15,0.15,0.15,Matches
272,Jonathan Lindseth,noNOR,MF,CSKA Sofia,28,1996,33,26,"2,284",25.4,2,0,2,2,0,0,4,0,0.08,0,0.08,0.08,0.08,Matches
273,Jason Lokilo,beBEL,MF,CSKA Sofia,25,1998,22,14,"1,071",11.9,1,0,1,1,0,0,4,0,0.08,0,0.08,0.08,0.08,Matches
274,Deyan Lozev,bgBUL,MF,Botev Vratsa,30,1993,16,14,"1,231",13.7,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
275,Deyan Lozev,bgBUL,MF,FC Spartak Varna,30,1993,14,12,991,11,0,0,0,0,0,0,6,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
276,Luann,brBRA,MF,CSKA 1948,23,2001,6,4,274,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
277,Martin Lukov,bgBUL,GK,Loko Plovdiv,31,1993,12,12,"1,080",12,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
278,Angel Lyaskov,bgBUL,DF,Loko Plovdiv,26,1998,31,30,"2,676",29.7,0,0,0,0,0,0,4,1,0,0,0,0,0,Matches
279,Aleksandar Lyubenov,bgBUL,GK,Lokomotiv Sofia,29,1995,36,36,"3,240",36,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
280,Werick Maciel,brBRA,FW,Beroe,25,1999,14,5,501,5.6,0,1,1,0,0,0,2,0,0,0.18,0.18,0,0.18,Matches
281,Marco Majouga,cfCTA,FW,Botev Vratsa,23,2001,9,0,196,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
282,Nabil Makni,tnTUN,FW,PFC Hebar Pazardzhik,22,2001,28,28,"2,446",27.2,9,0,9,8,1,1,7,0,0.33,0,0.33,0.29,0.29,Matches
283,Christian Makoun,veVEN,"DF,MF",Levski Sofia,24,2000,26,23,"2,043",22.7,3,0,3,3,0,0,6,0,0.13,0,0.13,0.13,0.13,Matches
284,Erik Manolkov,bgBUL,FW,Lokomotiv Sofia,18,2005,8,1,117,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
285,Aleksa Maraš,meMNE,FW,Botev Plovdiv,22,2001,33,14,"1,422",15.8,5,0,5,4,1,1,5,0,0.32,0,0.32,0.25,0.25,Matches
286,Erick Marcus,brBRA,FW,Ludogorets,20,2004,27,20,"1,635",18.2,8,0,8,8,0,0,1,0,0.44,0,0.44,0.44,0.44,Matches
287,Robert Marijanović,hrCRO,MF,CSKA 1948,21,2002,6,1,211,2.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
288,Lazar Marin,bgBUL,DF,FK Levski 2005,30,1994,30,29,"2,638",29.3,1,0,1,1,0,0,6,1,0.03,0,0.03,0.03,0.03,Matches
289,Borislav Marinov,bgBUL,FW,Septemvri Sofia,19,2005,3,0,100,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
290,Borislav Marinov,bgBUL,FW,Botev Plovdiv,19,2005,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
291,Dimitar Marinov,bgBUL,FW,Septemvri Sofia,14,2009,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
292,Lyuboslav Marinov,bgBUL,DF,FC Spartak Varna,20,2004,2,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
293,Miroslav Marinov,bgBUL,FW,Botev Vratsa,20,2004,14,3,365,4.1,2,0,2,2,0,0,2,0,0.49,0,0.49,0.49,0.49,Matches
294,Petar Marinov,bgBUL,GK,CSKA 1948,24,2000,23,23,"2,070",23,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
295,Tsvetoslav Marinov,,MF,FC Spartak Varna,,,4,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
296,Nathan Markelo,cwCUW,"DF,MF",PFC Hebar Pazardzhik,25,1999,16,14,"1,160",12.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
297,Ivaylo Markov,bgBUL,FW,CSKA 1948,19,2004,7,1,179,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
298,Matej Marković,baBIH,GK,Levski Sofia,28,1996,20,20,"1,800",20,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
299,Dani Martín,esESP,DF,Cherno More,27,1997,27,19,"1,780",19.8,1,0,1,1,0,0,6,0,0.05,0,0.05,0.05,0.05,Matches
300,Emil Martinov,bgBUL,"DF,MF",Slavia Sofia,32,1992,31,14,"1,539",17.1,1,0,1,1,0,0,5,2,0.06,0,0.06,0.06,0.06,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
301,Róbert Mazáň,skSVK,"DF,MF",PFC Hebar Pazardzhik,30,1994,10,10,900,10,1,0,1,1,0,0,3,0,0.1,0,0.1,0.1,0.1,Matches
302,Vladimir Medved,byBLR,MF,Loko Plovdiv,24,1999,23,11,"1,040",11.6,1,0,1,1,0,0,5,0,0.09,0,0.09,0.09,0.09,Matches
303,El Mehdi Boukassi,dzALG,MF,Botev Vratsa,28,1996,20,17,"1,326",14.7,0,0,0,0,0,0,7,0,0,0,0,0,0,Matches
304,Jordi Merlín,ecECU,DF,Beroe,25,1999,5,5,429,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
305,Nikolay Metanov,bgBUL,MF,PFC Hebar Pazardzhik,18,2006,2,1,78,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
306,Cătălin Mihai Itu,roROU,MF,FK Levski 2005,24,1999,17,17,"1,439",16,3,0,3,3,0,0,6,1,0.19,0,0.19,0.19,0.19,Matches
307,Ivaylo Mihaylov,bgBUL,FW,Septemvri Sofia,24,2000,3,3,225,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
308,Martin Mihaylov,bgBUL,DF,PFC Hebar Pazardzhik,24,2000,17,17,"1,513",16.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
309,Marko Miletic,rsSRB,FW,Slavia Sofia,17,2007,7,2,247,2.7,1,0,1,1,0,0,0,0,0.36,0,0.36,0.36,0.36,Matches
310,Nasko Milev,bgBUL,FW,FK Levski 2005,28,1996,34,16,"1,533",17,2,0,2,1,1,1,4,0,0.12,0,0.12,0.06,0.06,Matches
311,Bojan Milosavljević,chSUI,GK,Loko Plovdiv,26,1998,16,16,"1,440",16,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
312,Martin Milushev,bgBUL,MF,Cherno More,22,2002,15,5,392,4.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
313,Ivan Minchev,bgBUL,MF,Slavia Sofia,33,1991,31,30,"2,261",25.1,10,0,10,4,6,6,8,0,0.4,0,0.4,0.16,0.16,Matches
314,Nikolay Minkov,bgBUL,MF,Botev Plovdiv,26,1997,32,32,"2,789",31,3,0,3,3,0,0,6,0,0.1,0,0.1,0.1,0.1,Matches
315,Ivaylo Mitev,bgBUL,DF,Beroe,18,2006,3,1,109,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
316,Viktor Mitev,bgBUL,"DF,MF",FC Spartak Varna,31,1992,31,18,"1,767",19.6,1,0,1,1,0,0,6,0,0.05,0,0.05,0.05,0.05,Matches
317,Asen Mitkov,bgBUL,MF,Levski Sofia,19,2005,20,7,673,7.5,1,0,1,1,0,0,3,0,0.13,0,0.13,0.13,0.13,Matches
318,Dimitar Mitkov,bgBUL,FW,FC Spartak Varna,24,2000,16,14,"1,217",13.5,3,0,3,3,0,0,1,0,0.22,0,0.22,0.22,0.22,Matches
319,Mitko Mitkov,bgBUL,MF,Septemvri Sofia,23,2000,31,21,"1,909",21.2,1,0,1,1,0,0,6,1,0.05,0,0.05,0.05,0.05,Matches
320,Manuel Monzeglio,uyURU,MF,Beroe,22,2001,3,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
321,Martin Moran,paPAN,MF,Septemvri Sofia,22,2001,23,16,"1,282",14.2,1,0,1,1,0,0,4,0,0.07,0,0.07,0.07,0.07,Matches
322,Arthur Motta,brBRA,GK,Beroe,22,2001,35,35,"3,150",35,0,0,0,0,0,0,8,0,0,0,0,0,0,Matches
323,Patrik Myslovič,skSVK,MF,Levski Sofia,23,2001,20,10,798,8.9,2,0,2,2,0,0,3,0,0.23,0,0.23,0.23,0.23,Matches
324,Steven N'Guessan,frFRA,MF,FK Levski 2005,24,2000,3,3,186,2.1,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
325,Pierre-Daniel N'Guinda,frFRA,DF,CSKA 1948,28,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
326,Johan N'Zi,mgMAD,MF,Loko Plovdiv,29,1995,7,3,294,3.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
327,Johan N'Zi,mgMAD,MF,PFC Hebar Pazardzhik,29,1995,12,12,991,11,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
