Rk,Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,Matches
41,Preslav Bachev,bgBUL,FW,Levski Sofia,18,2006,9,1,123,1.4,0,1,1,0,0,0,0,0,0,0.73,0.73,0,0.73,Matches
42,Preslav Bachev,bgBUL,FW,Botev Vratsa,18,2006,11,0,149,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
43,Everton Bala,brBRA,MF,Levski Sofia,25,1999,36,28,"2,453",27.3,7,1,8,7,0,0,3,0,0.26,0.04,0.29,0.26,0.29,Matches
44,Konstantinos Balogiannis,grGRE,"DF,MF",Botev Plovdiv,25,1999,34,29,"2,604",28.9,0,0,0,0,0,0,10,0,0,0,0,0,0,Matches
45,Kristiyan Balov,bgBUL,FW,Slavia Sofia,18,2006,20,4,631,7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
46,Krastyo Banev,bgBUL,FW,Loko Plovdiv,20,2003,6,3,221,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
47,Antoine Baroan,frFRA,FW,Ludogorets,24,2000,6,5,394,4.4,1,0,1,1,0,0,0,0,0.23,0,0.23,0.23,0.23,Matches
48,Federico Barrios,coCOL,GK,Botev Vratsa,27,1996,16,16,"1,417",15.7,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
49,Thierno Barry,gnGUI,FW,Cherno More,24,2000,15,4,608,6.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
50,John Batigi,ghGHA,MF,Botev Plovdiv,18,2006,10,0,151,1.7,1,0,1,1,0,0,2,0,0.6,0,0.6,0.6,0.6,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
51,Yoan Baurenski,bgBUL,MF,FC Spartak Varna,22,2001,26,25,"2,033",22.6,1,0,1,1,0,0,11,1,0.04,0,0.04,0.04,0.04,Matches
52,Vinicius Belotti,brBRA,DF,Beroe,25,1999,9,4,238,2.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
53,Kevin Bemanga,frFRA,FW,Septemvri Sofia,26,1998,3,2,144,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
54,Quentin Bena,frFRA,MF,Botev Vratsa,26,1998,14,12,958,10.6,1,0,1,1,0,0,1,1,0.09,0,0.09,0.09,0.09,Matches
55,Berna,ptPOR,MF,FC Spartak Varna,21,2002,34,21,"1,872",20.8,5,0,5,5,0,0,5,1,0.24,0,0.24,0.24,0.24,Matches
56,Berk Beyhan,bgBUL,FW,Cherno More,19,2004,21,15,"1,175",13.1,1,0,1,1,0,0,6,0,0.08,0,0.08,0.08,0.08,Matches
57,Messie Biatoumoussoka,cgCGO,DF,Botev Vratsa,26,1998,4,3,277,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
58,Ryan Bidounga,cgCGO,DF,Lokomotiv Sofia,27,1997,15,15,"1,350",15,2,0,2,2,0,0,5,0,0.13,0,0.13,0.13,0.13,Matches
59,Ryan Bidounga,cgCGO,DF,CSKA 1948,27,1997,9,9,763,8.5,0,0,0,0,0,0,4,1,0,0,0,0,0,Matches
60,Eric Bille,ciCIV,FW,Ludogorets,19,2004,13,6,515,5.7,2,0,2,2,0,0,1,0,0.35,0,0.35,0.35,0.35,Matches
61,Lovro Bizjak,siSVN,FW,Loko Plovdiv,30,1993,13,5,581,6.5,1,0,1,1,0,0,3,0,0.15,0,0.15,0.15,0.15,Matches
62,Tobias Bjørnstad,noNOR,DF,Loko Plovdiv,22,2002,5,3,244,2.7,1,0,1,1,0,0,1,0,0.37,0,0.37,0.37,0.37,Matches
63,Hendrik Bonmann,deGER,GK,Ludogorets,30,1994,17,16,"1,517",16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
64,Kristiyan Borisov,bgBUL,DF,Lokomotiv Sofia,16,2008,1,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
65,Yoan Bornosuzov,bgBUL,FW,CSKA Sofia,20,2004,5,0,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
66,Cassiano Bouzon,brBRA,FW,CSKA 1948,23,2001,34,13,"1,526",17,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
67,Marto Boychev,bgBUL,FW,CSKA 1948,16,2008,22,12,839,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
68,Aleks Bozhev,bgBUL,GK,CSKA 1948,19,2005,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
69,Anisse Brrou,maMAR,FW,Lokomotiv Sofia,25,1999,22,18,"1,490",16.6,1,0,1,1,0,0,6,0,0.06,0,0.06,0.06,0.06,Matches
70,Marko Brtan,hrCRO,MF,PFC Hebar Pazardzhik,33,1991,4,4,244,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
71,Bruno,brBRA,DF,Lokomotiv Sofia,26,1998,31,29,"2,561",28.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
72,Ilker Budinov,bgBUL,DF,Arda,23,2000,11,5,382,4.2,1,0,1,1,0,0,2,0,0.24,0,0.24,0.24,0.24,Matches
73,Ilker Budinov,bgBUL,DF,PFC Hebar Pazardzhik,23,2000,6,5,366,4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
74,Gustavo Busatto,brBRA,GK,CSKA Sofia,33,1990,10,10,816,9.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
75,Zymer Bytyqi,noNOR,"FW,MF",CSKA Sofia,27,1996,16,7,693,7.7,3,0,3,3,0,0,0,0,0.39,0,0.39,0.39,0.39,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Andreas Calcan,roROU,"FW,MF",Cherno More,30,1994,4,2,164,1.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
77,Aguibou Camara,gnGUI,MF,Ludogorets,23,2001,28,13,"1,183",13.1,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
78,David Cancola,atAUT,MF,PFC Hebar Pazardzhik,27,1996,4,3,190,2.1,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
79,Thalis Cantanhede,brBRA,MF,CSKA 1948,28,1996,33,33,"2,661",29.6,9,0,9,6,3,3,5,0,0.3,0,0.3,0.2,0.2,Matches
80,Joachim Carcela,beBEL,MF,FK Levski 2005,24,1999,11,8,657,7.3,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
81,Gonçalo Cardoso,ptPOR,DF,Lokomotiv Sofia,23,2000,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
82,Johnathan Carlos Pereira,brBRA,DF,CSKA 1948,29,1995,24,23,"1,949",21.7,1,0,1,1,0,0,2,0,0.05,0,0.05,0.05,0.05,Matches
83,Juan Carlos Pineda,doDOM,MF,Beroe,24,2000,35,33,"2,956",32.8,7,0,7,7,0,0,6,0,0.21,0,0.21,0.21,0.21,Matches
84,Marcelino Carreazo,coCOL,MF,CSKA Sofia,25,1999,28,27,"2,257",25.1,4,0,4,4,0,0,7,0,0.16,0,0.16,0.16,0.16,Matches
85,Matheus Carvalho,brBRA,FW,FK Levski 2005,23,2001,15,11,872,9.7,4,0,4,4,0,0,0,0,0.41,0,0.41,0.41,0.41,Matches
86,Gustavo Cascardo,brBRA,DF,Arda,27,1997,29,22,"2,053",22.8,0,0,0,0,0,0,4,1,0,0,0,0,0,Matches
87,Branimir Ćavar,hrCRO,MF,PFC Hebar Pazardzhik,22,2002,11,1,370,4.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
88,Kevin Ceijas,arARG,FW,Beroe,26,1997,31,22,"2,145",23.8,2,0,2,2,0,0,4,0,0.08,0,0.08,0.08,0.08,Matches
89,Thiago Ceijas,arARG,MF,Beroe,23,2001,11,8,658,7.3,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
90,Kristian Chachev,bgBUL,MF,Lokomotiv Sofia,18,2006,11,1,214,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
91,Asen Chandarov,bgBUL,"FW,MF",Septemvri Sofia,25,1998,25,25,"2,156",24,3,0,3,2,1,1,9,2,0.13,0,0.13,0.08,0.08,Matches
92,Atanas Chernev,bgBUL,DF,Botev Plovdiv,22,2002,21,15,"1,395",15.5,1,0,1,1,0,0,4,0,0.06,0,0.06,0.06,0.06,Matches
93,Ivaylo Chochev,bgBUL,MF,Ludogorets,31,1993,32,23,"2,096",23.3,5,0,5,5,0,0,2,0,0.21,0,0.21,0.21,0.21,Matches
94,Georgi Chorbadzhiyski,bgBUL,MF,CSKA Sofia,19,2004,10,3,367,4.1,1,0,1,1,0,0,0,0,0.25,0,0.25,0.25,0.25,Matches
95,Selman Chouiter,frFRA,FW,PFC Hebar Pazardzhik,23,2001,4,0,73,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
96,Hans Christian Bernat,dkDEN,GK,Botev Plovdiv,23,2000,32,32,"2,880",32,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
97,Tsvetelin Chunchukov,bgBUL,FW,Slavia Sofia,29,1994,14,6,621,6.9,1,0,1,1,0,0,3,0,0.14,0,0.14,0.14,0.14,Matches
98,Thang Chung Chan,bgBUL,MF,Slavia Sofia,16,2007,1,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
99,Gianluca Colla,uyURU,FW,Beroe,23,2001,9,2,247,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
100,Antoine Conte,gnGUI,DF,Botev Plovdiv,30,1994,15,15,"1,344",14.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Liam Cooper,sctSCO,DF,CSKA Sofia,32,1991,21,18,"1,497",16.6,1,0,1,1,0,0,1,0,0.06,0,0.06,0.06,0.06,Matches
102,Brayan Córdoba,coCOL,DF,CSKA Sofia,24,1999,9,4,519,5.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
103,Adrián Cova,veVEN,DF,FK Levski 2005,23,2001,15,14,"1,241",13.8,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
104,Jean-Pierre Da Sylva,frFRA,MF,Septemvri Sofia,27,1997,7,3,391,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
105,Daniel,brBRA,DF,FK Levski 2005,24,1999,12,4,547,6.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
106,Reyan Daskalov,bgBUL,MF,CSKA 1948,29,1995,21,20,"1,591",17.7,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
107,Petar Debarliev,bgBUL,GK,PFC Hebar Pazardzhik,33,1991,11,11,990,11,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
108,Spas Delev,bgBUL,"FW,MF",Lokomotiv Sofia,34,1989,18,17,"1,516",16.8,7,0,7,7,0,0,1,0,0.42,0,0.42,0.42,0.42,Matches
109,Spas Delev,bgBUL,"FW,MF",Ludogorets,34,1989,11,2,306,3.4,2,0,2,2,0,0,1,0,0.59,0,0.59,0.59,0.59,Matches
110,Lumbardh Dellova,xkKVX,DF,CSKA Sofia,25,1999,30,30,"2,665",29.6,1,0,1,1,0,0,5,1,0.03,0,0.03,0.03,0.03,Matches
111,Kellian van der Kaap,nlNED,DF,Levski Sofia,25,1998,29,29,"2,449",27.2,1,0,1,1,0,0,5,0,0.04,0,0.04,0.04,0.04,Matches
112,Siriky Diabaté,ciCIV,DF,Botev Vratsa,21,2002,14,14,"1,260",14,1,0,1,1,0,0,2,0,0.07,0,0.07,0.07,0.07,Matches
113,Siriky Diabaté,ciCIV,DF,Botev Plovdiv,21,2002,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
114,Cheikh Diamanka,esESP,DF,PFC Hebar Pazardzhik,23,2001,16,9,860,9.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
115,Mamadou Diarra,frFRA,DF,Lokomotiv Sofia,25,1998,17,12,"1,038",11.5,2,0,2,2,0,0,1,0,0.17,0,0.17,0.17,0.17,Matches
116,Martin Dichev,bgBUL,DF,Botev Vratsa,23,2000,21,14,"1,377",15.3,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
117,Svetoslav Dikov,bgBUL,MF,Lokomotiv Sofia,32,1992,36,19,"1,814",20.2,4,0,4,4,0,0,1,0,0.2,0,0.2,0.2,0.2,Matches
118,Boris Dimitrov,bgBUL,FW,CSKA 1948,20,2004,11,3,377,4.2,2,0,2,2,0,0,1,0,0.48,0,0.48,0.48,0.48,Matches
119,Kristian Dimitrov,bgBUL,DF,Levski Sofia,27,1997,27,26,"2,333",25.9,5,0,5,5,0,0,2,0,0.19,0,0.19,0.19,0.19,Matches
120,Radoslav Dimitrov,bgBUL,DF,FC Spartak Varna,35,1988,15,7,558,6.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
121,Daniel Dimov,bgBUL,"DF,MF",Cherno More,35,1989,26,18,"1,586",17.6,0,0,0,0,0,0,6,1,0,0,0,0,0,Matches
122,Dime Dimov,mkMKD,DF,Lokomotiv Sofia,30,1994,19,19,"1,710",19,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
123,Trung Thanh Nguyen Do,bgBUL,MF,Slavia Sofia,19,2005,31,22,"1,778",19.8,2,0,2,2,0,0,7,1,0.1,0,0.1,0.1,0.1,Matches
124,Kristian Dobrev,bgBUL,FW,FK Levski 2005,23,2001,5,2,258,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
125,Viktor Dobrev,bgBUL,MF,Septemvri Sofia,15,2009,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Asen Donchev,bgBUL,FW,Cherno More,22,2001,32,23,"1,989",22.1,4,0,4,4,0,0,5,0,0.18,0,0.18,0.18,0.18,Matches
127,Gianni dos Santos,cvCPV,FW,Lokomotiv Sofia,25,1998,11,1,187,2.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
128,Mouhamed Dosso,frFRA,MF,Slavia Sofia,22,2002,12,3,448,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
129,Erol Dost,bgBUL,MF,FK Levski 2005,25,1999,31,19,"1,730",19.2,1,0,1,1,0,0,4,0,0.05,0,0.05,0.05,0.05,Matches
130,Valentin Dotsev,bgBUL,MF,Septemvri Sofia,17,2006,2,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
131,Nikolay Drinov,bgBUL,DF,PFC Hebar Pazardzhik,18,2006,2,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
132,Vlatko Drobarov,mkMKD,DF,Cherno More,31,1992,31,31,"2,790",31,3,0,3,3,0,0,5,0,0.1,0,0.1,0.1,0.1,Matches
133,Nikolay Drosev,bgBUL,FW,Septemvri Sofia,25,1999,10,2,328,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
134,Kwadwo Duah,chSUI,"FW,MF",Ludogorets,27,1997,25,13,"1,359",15.1,6,0,6,5,1,1,3,0,0.4,0,0.4,0.33,0.33,Matches
135,Deroy Duarte,cvCPV,MF,Ludogorets,25,1999,29,19,"1,794",19.9,1,0,1,1,0,0,2,0,0.05,0,0.05,0.05,0.05,Matches
136,Dudu,brBRA,MF,Cherno More,22,2002,17,14,"1,162",12.9,5,0,5,5,0,0,5,0,0.39,0,0.39,0.39,0.39,Matches
137,Kenan Dünnwald,deGER,MF,PFC Hebar Pazardzhik,28,1995,15,10,957,10.6,3,0,3,3,0,0,4,0,0.28,0,0.28,0.28,0.28,Matches
138,Ivan Dyulgerov,bgBUL,GK,CSKA Sofia,25,1999,17,16,"1,524",16.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
139,Aleksandar Dzhamov,bgBUL,FW,Septemvri Sofia,16,2007,5,1,120,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
140,Félix Eboa Eboa,cmCMR,"DF,MF",Arda,27,1997,30,28,"2,529",28.1,3,0,3,3,0,0,3,0,0.11,0,0.11,0.11,0.11,Matches
141,Franck-Landry Elle Essouma,cmCMR,MF,Septemvri Sofia,24,2000,9,5,386,4.3,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
142,Mark Emilio Papazov,bgBUL,FW,Botev Vratsa,20,2003,13,6,604,6.7,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
143,Mark Emilio Papazov,bgBUL,FW,CSKA Sofia,20,2003,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
144,Enzo Espinoza,arARG,DF,Beroe,23,2001,29,12,"1,245",13.8,1,0,1,1,0,0,4,0,0.07,0,0.07,0.07,0.07,Matches
145,Maicon Esquerdinha,brBRA,DF,Levski Sofia,24,2000,30,30,"2,661",29.6,0,1,1,0,0,0,5,0,0,0.03,0.03,0,0.03,Matches
146,Kufre Eta,cmCMR,MF,CSKA 1948,20,2004,6,6,540,6,1,0,1,1,0,0,1,0,0.17,0,0.17,0.17,0.17,Matches
147,James Eto'o,cmCMR,DF,CSKA Sofia,23,2000,24,20,"1,738",19.3,1,0,1,1,0,0,7,1,0.05,0,0.05,0.05,0.05,Matches
148,James Eto'o,cmCMR,DF,Botev Plovdiv,23,2000,5,3,336,3.7,1,0,1,1,0,0,1,0,0.27,0,0.27,0.27,0.27,Matches
149,Dimitar Evtimov,bgBUL,GK,Botev Vratsa,30,1993,16,16,"1,440",16,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
150,Ewerton,brBRA,FW,Botev Vratsa,26,1998,15,10,849,9.4,1,0,1,1,0,0,1,0,0.11,0,0.11,0.11,0.11,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Karl Fabien,mqMTQ,FW,Levski Sofia,23,2000,5,0,139,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
152,Karl Fabien,mqMTQ,FW,Slavia Sofia,23,2000,21,19,"1,552",17.2,3,0,3,3,0,0,2,0,0.17,0,0.17,0.17,0.17,Matches
153,Hassimi Fadiaga,gnGUI,FW,Levski Sofia,27,1997,15,4,456,5.1,4,0,4,4,0,0,1,0,0.79,0,0.79,0.79,0.79,Matches
154,Malick Fall,snSEN,MF,FK Levski 2005,21,2002,10,9,747,8.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
155,Enzo Fattahi,frFRA,DF,PFC Hebar Pazardzhik,21,2003,6,2,293,3.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
156,Boubacar Faye Traore,snSEN,FW,Botev Vratsa,27,1997,27,19,"1,690",18.8,2,0,2,2,0,0,2,0,0.11,0,0.11,0.11,0.11,Matches
157,Ismael Ferrer,esESP,MF,Beroe,21,2003,25,17,"1,441",16,1,0,1,1,0,0,2,0,0.06,0,0.06,0.06,0.06,Matches
158,William Fonkeu,beBEL,DF,CSKA 1948,24,1999,7,4,478,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
159,William Fonkeu,beBEL,DF,PFC Hebar Pazardzhik,24,1999,17,16,"1,441",16,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
160,Bertrand Fourrier,frFRA,MF,Septemvri Sofia,26,1997,30,18,"1,795",19.9,5,0,5,5,0,0,4,0,0.25,0,0.25,0.25,0.25,Matches
161,Rafael Furtado,brBRA,FW,FK Levski 2005,24,1999,15,9,767,8.5,1,0,1,1,0,0,4,0,0.12,0,0.12,0.12,0.12,Matches
162,Steve Furtado,cvCPV,DF,CSKA 1948,29,1994,23,16,"1,658",18.4,1,0,1,1,0,0,1,0,0.05,0,0.05,0.05,0.05,Matches
