Rk,Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG,Matches
1,Saminu Abdullahi,ngNGA,MF,FC Juárez,23,2001,3,0,48,0.5,0,1,1,0,0,0,1,0,0,0,0.1,0.1,1,4,4,0,1.87,1.87,0,1.87,0,0.18,0.18,0,0.18,Matches
2,José Abella,mxMEX,DF,Santos,30,1994,17,17,"1,510",16.8,0,2,2,0,0,0,2,0,0.1,0.1,1.7,1.8,9,70,55,0,0.12,0.12,0,0.12,0.01,0.1,0.11,0.01,0.11,Matches
3,José Abella,mxMEX,DF,FC Juárez,30,1994,17,11,"1,014",11.3,0,1,1,0,0,0,3,0,0.2,0.2,0.3,0.5,5,34,10,0,0.09,0.09,0,0.09,0.02,0.03,0.05,0.02,0.05,Matches
4,Diego Abitia,mxMEX,FW,Atlético,21,2003,11,3,320,3.6,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.8,7,2,15,0,0,0,0,0,0.11,0.12,0.23,0.11,0.23,Matches
5,Carlos Acevedo,mxMEX,GK,Santos,28,1996,33,33,"2,970",33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
6,Alonso Aceves,mxMEX,DF,Pachuca,23,2001,17,14,"1,334",14.8,0,0,0,0,0,0,2,0,0.4,0.4,0.6,1,11,51,22,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07,Matches
7,Gilberto Adame,mxMEX,"DF,MF",Mazatlán,19,2004,12,3,417,4.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.5,17,13,33,0,0,0,0,0,0.05,0.05,0.1,0.05,0.1,Matches
8,Sergio Aguayo,usUSA,FW,Pachuca,21,2002,6,0,162,1.8,1,0,1,1,0,0,1,0,0.6,0.6,0.5,1.1,2,3,10,0.56,0,0.56,0.56,0.56,0.36,0.25,0.61,0.36,0.61,Matches
9,Eduardo Águila,mxMEX,DF,Atlético,22,2002,31,30,"2,701",30,0,0,0,0,0,0,4,0,1.1,1.1,0.1,1.2,14,64,2,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches
10,Eduardo Aguirre,mxMEX,"FW,MF",Atlas,25,1998,30,25,"2,195",24.4,8,3,11,8,0,0,4,0,6.7,6.7,2.3,9,19,47,113,0.33,0.12,0.45,0.33,0.45,0.27,0.09,0.37,0.27,0.37,Matches
11,Érick Aguirre,mxMEX,DF,Monterrey,27,1997,15,13,938,10.4,0,2,2,0,0,0,3,0,0.3,0.3,1.2,1.5,21,48,67,0,0.19,0.19,0,0.19,0.03,0.11,0.15,0.03,0.15,Matches
12,Gaddi Aguirre,mxMEX,DF,Atlas,28,1996,22,12,"1,056",11.7,0,0,0,0,0,0,7,1,0.2,0.2,0.1,0.3,6,26,8,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches
13,Rodrigo Aguirre,uyURU,"FW,MF",América,29,1994,19,8,881,9.8,8,1,9,8,0,0,7,0,4.3,4.3,0.6,4.9,15,16,51,0.82,0.1,0.92,0.82,0.92,0.44,0.06,0.5,0.44,0.5,Matches
14,Jorge Agustín Rodríguez,arARG,"MF,DF",Monterrey,28,1995,29,28,"2,386",26.5,1,0,1,1,0,0,5,0,0.5,0.5,1.1,1.6,3,153,22,0.04,0,0.04,0.04,0.04,0.02,0.04,0.06,0.02,0.06,Matches
15,Arnaud Ake,ciCIV,FW,Querétaro,26,1998,5,3,234,2.6,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,4,3,21,0,0,0,0,0,0.05,0.07,0.12,0.05,0.12,Matches
16,Jesús Alberto Angulo,mxMEX,DF,UANL,26,1998,31,26,"2,366",26.3,0,4,4,0,0,0,6,0,0.2,0.2,1.4,1.6,27,128,27,0,0.15,0.15,0,0.15,0.01,0.05,0.06,0.01,0.06,Matches
17,Gil Alcalá,mxMEX,GK,UNAM,32,1992,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
18,Jesús Alcantar,mxMEX,DF,Necaxa,21,2003,10,7,611,6.8,0,0,0,0,0,0,1,0,0.1,0.1,0,0.2,6,17,1,0,0,0,0,0,0.02,0.01,0.02,0.02,0.02,Matches
19,Jordy Alcivar,ecECU,"MF,FW",León,24,1999,10,5,395,4.4,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,5,17,7,0,0,0,0,0,0.12,0.05,0.16,0.12,0.16,Matches
20,Luis Alfonso Rodríguez,mxMEX,DF,Pachuca,33,1991,23,16,"1,379",15.3,0,1,1,0,0,0,3,0,0.2,0.2,0.9,1.1,28,103,49,0,0.07,0.07,0,0.07,0.02,0.06,0.07,0.02,0.07,Matches
21,Guillermo Allison,mxMEX,GK,Querétaro,33,1990,25,25,"2,250",25,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
22,Facundo Almada,arARG,DF,Mazatlán,26,1998,24,20,"1,758",19.5,1,0,1,1,0,0,3,1,2.4,2.4,0.1,2.5,6,44,4,0.05,0,0.05,0.05,0.05,0.12,0,0.13,0.12,0.13,Matches
23,Carlos Alonso Vargas,mxMEX,"DF,FW",Cruz Azul,25,1999,5,0,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,Matches
24,Alfonso Alvarado,mxMEX,"FW,MF",Monterrey,24,2000,12,2,372,4.1,1,0,1,1,0,0,0,0,1.2,1.2,0.1,1.3,3,7,26,0.24,0,0.24,0.24,0.24,0.3,0.02,0.32,0.3,0.32,Matches
25,Alfonso Alvarado,mxMEX,"FW,MF",León,24,2000,16,8,758,8.4,3,2,5,3,0,0,1,0,1.9,1.9,1.1,3,9,12,33,0.36,0.24,0.59,0.36,0.59,0.23,0.13,0.36,0.23,0.36,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
26,Daniel Alvarado,mxMEX,MF,América,19,2004,1,0,1,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,6.01,0,6.01,6.01,6.01,Matches
27,Roberto Alvarado,mxMEX,"MF,FW",Guadalajara,25,1998,30,29,"2,369",26.3,9,7,16,6,3,4,5,0,7,3.9,6.1,10,76,137,182,0.34,0.27,0.61,0.23,0.49,0.27,0.23,0.5,0.15,0.38,Matches
28,Ventura Alvarado,usUSA,DF,Mazatlán,31,1992,5,5,392,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,Matches
29,Antonio Álvarez,mxMEX,"FW,MF",América,20,2003,4,2,113,1.3,1,0,1,1,0,0,0,0,1,1,0.1,1,2,4,7,0.8,0,0.8,0.8,0.8,0.76,0.04,0.8,0.76,0.8,Matches
30,Daniel Álvarez,mxMEX,"MF,FW",Puebla,30,1994,13,6,527,5.9,0,0,0,0,0,0,1,0,0.9,0.9,0.6,1.5,19,16,40,0,0,0,0,0,0.15,0.1,0.25,0.15,0.25,Matches
31,Efrain Alvarez,mxMEX,"FW,MF",Tijuana,22,2002,30,26,"2,239",24.9,4,5,9,4,0,0,1,0,3,3,7.3,10.3,72,128,217,0.16,0.2,0.36,0.16,0.36,0.12,0.29,0.41,0.12,0.41,Matches
32,Gael Álvarez,mxMEX,FW,Pachuca,18,2006,5,2,227,2.5,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,12,7,22,0,0,0,0,0,0.09,0.04,0.13,0.09,0.13,Matches
33,Jaime Alvarez,mxMEX,"FW,MF",FC Juárez,21,2003,2,0,41,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,1,3,0,0,0,0,0,0.19,0,0.19,0.19,0.19,Matches
34,Jaime Alvarez,mxMEX,"FW,MF",Tijuana,21,2003,11,2,339,3.8,1,0,1,1,0,0,0,0,0.6,0.6,0.6,1.2,22,6,44,0.27,0,0.27,0.27,0.27,0.15,0.17,0.31,0.15,0.31,Matches
35,Kevin Álvarez,mxMEX,DF,América,25,1999,21,14,"1,368",15.2,0,2,2,0,0,0,2,1,0.7,0.7,1.8,2.5,60,45,76,0,0.13,0.13,0,0.13,0.05,0.12,0.17,0.05,0.17,Matches
36,Luis Amarilla,pyPAR,FW,Mazatlán,28,1995,19,15,"1,392",15.5,3,2,5,2,1,2,2,0,5.1,3.5,1.6,5.1,15,26,63,0.19,0.13,0.32,0.13,0.26,0.33,0.1,0.43,0.23,0.33,Matches
37,Frankie Amaya,usUSA,MF,Toluca,23,2000,14,2,360,4,0,2,2,0,0,0,1,0,0.2,0.2,1,1.2,8,22,12,0,0.5,0.5,0,0.5,0.04,0.25,0.3,0.04,0.3,Matches
38,Fidel Ambríz,mxMEX,MF,Monterrey,21,2003,23,12,"1,194",13.3,1,0,1,1,0,0,2,0,0.6,0.6,0.3,0.8,7,51,7,0.08,0,0.08,0.08,0.08,0.04,0.02,0.06,0.04,0.06,Matches
39,Fidel Ambríz,mxMEX,MF,León,21,2003,5,5,421,4.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.2,9,20,16,0,0,0,0,0,0.03,0.01,0.03,0.03,0.03,Matches
40,Bruno Amione,arARG,DF,Santos,22,2002,19,17,"1,523",16.9,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,15,35,11,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,Matches
41,Esteban Andrada,arARG,GK,Monterrey,33,1991,24,24,"2,160",24,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
42,Alejandro Andrade,mxMEX,"MF,DF",Necaxa,22,2001,14,6,515,5.7,0,0,0,0,0,0,1,1,0.1,0.1,0.1,0.2,3,16,6,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,Matches
43,Luis Ángel Malagón,mxMEX,GK,América,27,1997,29,29,"2,565",28.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
44,Brayan Angulo,coCOL,"DF,MF",Puebla,34,1989,32,29,"2,530",28.1,0,4,4,0,0,0,6,2,1.3,1.3,2.3,3.5,57,129,83,0,0.14,0.14,0,0.14,0.05,0.08,0.13,0.05,0.13,Matches
45,Jesús Angulo,mxMEX,"MF,FW",Toluca,27,1997,32,23,"1,813",20.1,8,8,16,8,0,0,1,0,5.7,5.7,4.9,10.7,56,121,96,0.4,0.4,0.79,0.4,0.79,0.29,0.24,0.53,0.29,0.53,Matches
46,José Antonio Rodríguez,mxMEX,GK,Tijuana,32,1992,21,21,"1,880",20.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
47,Uriel Antuna,mxMEX,"FW,MF",Cruz Azul,26,1997,5,2,231,2.6,0,0,0,0,0,0,0,0,1.2,1.2,0.3,1.5,3,9,33,0,0,0,0,0,0.48,0.12,0.6,0.48,0.6,Matches
48,Uriel Antuna,mxMEX,"FW,MF",UANL,26,1997,26,7,785,8.7,0,3,3,0,0,0,1,0,2.1,2.1,3.2,5.3,28,40,117,0,0.34,0.34,0,0.34,0.24,0.37,0.6,0.24,0.6,Matches
49,Javier Aquino,mxMEX,DF,UANL,34,1990,30,29,"2,609",29,0,0,0,0,0,0,7,1,0.2,0.2,1.7,1.9,48,197,161,0,0,0,0,0,0.01,0.06,0.07,0.01,0.07,Matches
50,Pedro Aquino,pePER,MF,Santos,29,1995,13,9,664,7.4,0,0,0,0,0,0,4,1,0.1,0.1,0.1,0.2,2,27,1,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
51,Diego Araujo,mxMEX,MF,Querétaro,21,2003,2,1,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
52,Maximiliano Araújo,uyURU,FW,Toluca,24,2000,2,1,103,1.1,1,0,1,1,0,0,1,0,0.5,0.5,0.1,0.6,2,2,8,0.87,0,0.87,0.87,0.87,0.46,0.06,0.52,0.46,0.52,Matches
53,Néstor Araujo,mxMEX,DF,América,32,1991,16,14,"1,209",13.4,0,2,2,0,0,0,1,0,0.6,0.6,1,1.6,4,23,0,0,0.15,0.15,0,0.15,0.05,0.07,0.12,0.05,0.12,Matches
54,Fernando Arce Jr.,usUSA,"MF,FW",Puebla,27,1996,6,1,197,2.2,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,2,2,3,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
55,Fernando Arce Jr.,usUSA,MF,Necaxa,27,1996,15,12,"1,036",11.5,2,0,2,2,0,0,5,0,1.8,1.8,0.3,2.1,7,32,8,0.17,0,0.17,0.17,0.17,0.16,0.03,0.18,0.16,0.18,Matches
56,Ramiro Árciga,mxMEX,"MF,FW",Tijuana,19,2004,9,2,296,3.3,0,3,3,0,0,0,3,0,0.1,0.1,1.5,1.6,5,11,19,0,0.91,0.91,0,0.91,0.03,0.45,0.48,0.03,0.48,Matches
57,Ramiro Árciga,mxMEX,"MF,FW",Mazatlán,19,2004,17,11,953,10.6,0,0,0,0,0,0,2,0,1.1,1.1,2.2,3.3,46,41,120,0,0,0,0,0,0.11,0.21,0.31,0.11,0.31,Matches
58,Eduardo Armenta,mxMEX,MF,Querétaro,22,2001,6,3,206,2.3,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,0,0,0,0,0,0,0,0,0,0,Matches
59,Aarón Arredondo,mxMEX,MF,América,21,2003,2,2,179,2,0,1,1,0,0,0,0,0,0,0,0.3,0.3,1,12,2,0,0.5,0.5,0,0.5,0.02,0.15,0.17,0.02,0.17,Matches
60,Diego Arriaga,mxMEX,"FW,MF",América,20,2004,4,2,146,1.6,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,0,2,14,0,0,0,0,0,0.25,0.03,0.28,0.25,0.28,Matches
61,Gerardo Arteaga,mxMEX,DF,Monterrey,25,1998,30,25,"2,295",25.5,1,1,2,1,0,0,3,0,0.9,0.9,2,2.9,46,133,158,0.04,0.04,0.08,0.04,0.08,0.04,0.08,0.11,0.04,0.11,Matches
62,Víctor Arteaga,mxMEX,MF,Toluca,20,2004,21,8,825,9.2,0,1,1,0,0,0,5,1,0.1,0.1,0.2,0.3,5,37,5,0,0.11,0.11,0,0.11,0.01,0.02,0.04,0.01,0.04,Matches
63,Ali Ávila,mxMEX,"FW,MF",UNAM,20,2003,15,0,228,2.5,1,0,1,1,0,0,0,0,0.6,0.6,0.6,1.2,6,14,22,0.39,0,0.39,0.39,0.39,0.23,0.22,0.46,0.23,0.46,Matches
64,Ettson Ayon,mxMEX,FW,León,23,2001,16,6,519,5.8,1,0,1,1,0,0,0,0,0.5,0.5,0.2,0.6,7,6,25,0.17,0,0.17,0.17,0.17,0.08,0.03,0.11,0.08,0.11,Matches
65,Angel Azuaje,veVEN,DF,UNAM,19,2004,4,3,216,2.4,0,0,0,0,0,0,2,0,0.2,0.2,0,0.2,0,4,0,0,0,0,0,0,0.1,0,0.1,0.1,0.1,Matches
66,Tomás Badaloni,arARG,FW,Necaxa,24,2000,27,7,930,10.3,4,0,4,4,0,0,2,0,4.9,4.9,0.4,5.2,12,16,66,0.39,0,0.39,0.39,0.39,0.47,0.04,0.51,0.47,0.51,Matches
67,Claudio Baeza,clCHI,"MF,DF",Toluca,30,1993,16,12,"1,016",11.3,0,1,1,0,0,0,4,0,0.2,0.2,0.8,1.1,7,56,8,0,0.09,0.09,0,0.09,0.02,0.07,0.09,0.02,0.09,Matches
68,Kevin Balanta,coCOL,DF,Tijuana,27,1997,10,8,681,7.6,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,7,21,1,0,0,0,0,0,0.01,0,0.02,0.01,0.02,Matches
69,Fidel Barajas,mxMEX,"MF,FW",Guadalajara,18,2006,5,0,87,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,5,1,23,0,0,0,0,0,0.12,0.02,0.14,0.12,0.14,Matches
70,Víctor Barajas,mxMEX,DF,León,21,2003,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,Matches
71,Diego Barbosa,mxMEX,DF,Toluca,27,1996,14,9,969,10.8,0,1,1,0,0,0,2,0,0.2,0.2,0.9,1.1,11,24,45,0,0.09,0.09,0,0.09,0.02,0.08,0.1,0.02,0.1,Matches
72,Diego Barbosa,mxMEX,DF,Tijuana,27,1996,6,3,239,2.7,0,0,0,0,0,0,0,0,0,0,0,0,2,6,7,0,0,0,0,0,0,0,0,0,0,Matches
73,Jaine Barreiro,coCOL,DF,León,30,1994,34,34,"3,037",33.7,1,0,1,1,0,0,7,0,1.8,1.8,0.9,2.7,20,106,8,0.03,0,0.03,0.03,0.03,0.05,0.03,0.08,0.05,0.08,Matches
74,Pablo Barrera,mxMEX,"MF,FW",Querétaro,37,1987,31,24,"2,102",23.4,5,1,6,4,1,1,1,0,2.8,2,1.5,3.5,42,60,131,0.21,0.04,0.26,0.17,0.21,0.12,0.07,0.19,0.09,0.15,Matches
75,Sergio Barreto,arARG,DF,Pachuca,25,1999,19,19,"1,635",18.2,0,1,1,0,0,0,6,1,0.4,0.4,0.5,0.9,4,30,0,0,0.06,0.06,0,0.06,0.02,0.03,0.05,0.02,0.05,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
76,Bruno Barticciotto,clCHI,FW,Santos,23,2001,10,8,669,7.4,6,0,6,6,0,0,2,0,3.1,3.1,0.4,3.5,10,14,48,0.81,0,0.81,0.81,0.81,0.42,0.05,0.48,0.42,0.48,Matches
77,Abraham Bass,mxMEX,MF,Atlas,22,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
78,Borja Bastón,esESP,FW,Pachuca,31,1992,7,5,352,3.9,0,0,0,0,0,1,0,0,1.6,0.8,0.1,0.9,1,5,10,0,0,0,0,0,0.4,0.03,0.43,0.2,0.23,Matches
79,Alán Bautista,mxMEX,MF,Pachuca,21,2002,22,10,895,9.9,1,1,2,1,0,0,0,0,0.5,0.5,2.2,2.7,21,63,48,0.1,0.1,0.2,0.1,0.2,0.05,0.22,0.27,0.05,0.27,Matches
80,Paul Bellón,mxMEX,DF,León,27,1997,31,28,"2,547",28.3,1,0,1,1,0,0,8,0,0.6,0.6,0.4,1,8,49,1,0.04,0,0.04,0.04,0.04,0.02,0.01,0.04,0.02,0.04,Matches
81,Fernando Beltrán,mxMEX,"MF,FW",Guadalajara,26,1998,30,22,"1,836",20.4,1,1,2,1,0,0,3,0,1.1,1.1,2,3.1,53,152,83,0.05,0.05,0.1,0.05,0.1,0.05,0.1,0.15,0.05,0.15,Matches
82,Nicolás Benedetti,coCOL,"FW,MF",Mazatlán,27,1997,19,14,"1,278",14.2,4,3,7,3,1,1,7,0,2.3,1.6,3.9,5.5,55,68,85,0.28,0.21,0.49,0.21,0.42,0.17,0.28,0.44,0.11,0.39,Matches
83,Darío Benedetto,arARG,FW,Querétaro,34,1990,8,4,427,4.7,0,0,0,0,0,0,0,0,1.3,1.3,1.2,2.4,6,13,30,0,0,0,0,0,0.27,0.25,0.52,0.27,0.52,Matches
84,Pablo Bennevendo Peña,mxMEX,DF,UNAM,24,2000,30,28,"2,432",27,1,1,2,1,0,0,3,0,1,1,1.3,2.3,22,78,79,0.04,0.04,0.07,0.04,0.07,0.04,0.05,0.08,0.04,0.08,Matches
85,Jorge Berlanga,mxMEX,DF,Pachuca,21,2003,16,11,"1,012",11.2,0,1,1,0,0,0,5,1,0,0,0.6,0.6,6,34,10,0,0.09,0.09,0,0.09,0,0.05,0.05,0,0.05,Matches
86,Germán Berterame,mxMEX,FW,Monterrey,25,1998,28,28,"2,336",26,13,0,13,13,0,0,4,2,14.6,14.5,2.4,16.9,34,45,138,0.5,0,0.5,0.5,0.5,0.56,0.09,0.66,0.56,0.65,Matches
87,Unai Bilbao,esESP,DF,Tijuana,30,1994,30,27,"2,355",26.2,1,1,2,1,0,0,4,1,0.7,0.7,0.6,1.3,11,82,4,0.04,0.04,0.08,0.04,0.08,0.03,0.02,0.05,0.03,0.05,Matches
88,Alfonso Blanco Antúnez,mxMEX,GK,León,37,1987,26,26,"2,340",26,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
89,Domingo Blanco,arARG,"FW,MF",Tijuana,29,1995,26,16,"1,501",16.7,3,1,4,3,0,0,3,0,3.1,3.1,1.6,4.7,58,48,159,0.18,0.06,0.24,0.18,0.24,0.19,0.1,0.28,0.19,0.28,Matches
90,Rodrigo Bogarín,pyPAR,"MF,FW",Querétaro,27,1997,14,8,711,7.9,1,0,1,1,0,0,3,1,0.3,0.3,0.6,0.9,6,17,7,0.13,0,0.13,0.13,0.13,0.04,0.08,0.12,0.04,0.12,Matches
91,Mateusz Bogusz,plPOL,"MF,FW",Cruz Azul,22,2001,11,9,722,8,1,2,3,1,0,0,2,0,2.5,2.5,1.5,4,16,40,69,0.12,0.25,0.37,0.12,0.37,0.31,0.19,0.5,0.31,0.5,Matches
92,Franck Boli,ciCIV,FW,Atlético,30,1993,14,9,813,9,4,0,4,3,1,1,1,0,5.5,4.7,0.2,4.9,16,12,50,0.44,0,0.44,0.33,0.33,0.61,0.03,0.63,0.52,0.54,Matches
93,Léo Bonatini,brBRA,FW,Atlético,30,1994,21,12,"1,058",11.8,3,2,5,2,1,1,0,0,4.2,3.4,1.3,4.7,6,22,50,0.26,0.17,0.43,0.17,0.34,0.36,0.11,0.47,0.29,0.4,Matches
94,Cristian Borja,coCOL,DF,América,31,1993,22,14,"1,322",14.7,1,1,2,1,0,0,0,0,0.2,0.2,1.6,1.8,38,49,74,0.07,0.07,0.14,0.07,0.14,0.02,0.11,0.12,0.02,0.12,Matches
95,Frank Boya,cmCMR,MF,Tijuana,28,1996,10,10,740,8.2,2,0,2,2,0,0,5,0,0.5,0.5,0.3,0.7,5,23,9,0.24,0,0.24,0.24,0.24,0.05,0.03,0.09,0.05,0.09,Matches
96,Juan Brigido,mxMEX,"FW,MF",Pachuca,22,2001,3,0,57,0.6,0,0,0,0,0,0,0,0,0,0,0.1,0.1,4,0,3,0,0,0,0,0,0,0.11,0.11,0,0.11,Matches
97,Antonio Briseño,mxMEX,DF,Toluca,30,1994,5,3,288,3.2,1,0,1,1,0,0,0,0,0.3,0.3,0,0.3,0,6,0,0.31,0,0.31,0.31,0.31,0.11,0,0.11,0.11,0.11,Matches
98,Antonio Briseño,mxMEX,DF,Guadalajara,30,1994,7,6,541,6,0,1,1,0,0,0,2,0,0.2,0.2,0.8,1,1,14,0,0,0.17,0.17,0,0.17,0.03,0.14,0.17,0.03,0.17,Matches
99,Isaác Brizuela,mxMEX,"MF,DF",Guadalajara,33,1990,9,1,127,1.4,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6,6,2,15,0,0,0,0,0,0.1,0.33,0.43,0.1,0.43,Matches
100,Juan Brunetta,arARG,MF,UANL,27,1997,32,26,"2,219",24.7,10,5,15,10,0,0,2,1,9.6,9.6,5.3,14.9,102,171,163,0.41,0.2,0.61,0.41,0.61,0.39,0.22,0.61,0.39,0.61,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
101,Gustavo Cabral,arARG,DF,Pachuca,38,1985,14,13,"1,093",12.1,0,0,0,0,0,0,3,1,0.2,0.2,0,0.2,5,40,2,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
102,Luciano Cabral,clCHI,"FW,MF",León,29,1995,15,13,"1,071",11.9,1,3,4,1,0,0,3,1,1,1,1.6,2.7,12,91,57,0.08,0.25,0.34,0.08,0.34,0.09,0.14,0.22,0.09,0.22,Matches
103,Sebastián Cáceres,uyURU,DF,América,24,1999,13,11,822,9.1,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,0,14,1,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,Matches
104,Jhonder Cádiz,veVEN,FW,León,29,1995,32,22,"2,094",23.3,12,4,16,11,1,2,5,0,12.9,11.3,1.7,13,28,36,114,0.52,0.17,0.69,0.47,0.64,0.56,0.07,0.63,0.49,0.56,Matches
105,José Caicedo,coCOL,MF,UNAM,22,2002,34,34,"2,873",31.9,2,1,3,2,0,0,7,0,1.7,1.7,1.1,2.8,21,190,32,0.06,0.03,0.09,0.06,0.09,0.05,0.03,0.09,0.05,0.09,Matches
106,Cristian Calderón,mxMEX,DF,América,27,1997,25,19,"1,650",18.3,1,0,1,1,0,0,4,0,0.6,0.6,0.7,1.3,11,57,76,0.05,0,0.05,0.05,0.05,0.03,0.04,0.07,0.03,0.07,Matches
107,Francisco Calvo,crCRC,DF,FC Juárez,32,1992,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0.1,0.1,1,8,0,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
108,Raúl Camacho,mxMEX,"FW,DF",Mazatlán,22,2002,12,4,341,3.8,2,0,2,2,0,0,2,0,1.5,1.5,0.2,1.7,2,2,11,0.53,0,0.53,0.53,0.53,0.4,0.04,0.44,0.4,0.44,Matches
109,Hugo Camberos,mxMEX,"FW,MF",Guadalajara,18,2006,15,10,871,9.7,1,1,2,1,0,0,0,0,1.1,1.1,1,2.2,38,18,63,0.1,0.1,0.21,0.1,0.21,0.12,0.11,0.22,0.12,0.22,Matches
110,Diber Cambindo,coCOL,FW,Necaxa,28,1996,30,25,"2,159",24,16,0,16,16,0,0,5,0,10.7,10.7,1.6,12.4,39,15,141,0.67,0,0.67,0.67,0.67,0.45,0.07,0.52,0.45,0.52,Matches
111,Diego Campillo,mxMEX,MF,FC Juárez,22,2001,32,24,"2,209",24.5,1,0,1,1,0,0,5,0,0.7,0.7,0.9,1.6,28,124,31,0.04,0,0.04,0.04,0.04,0.03,0.04,0.06,0.03,0.06,Matches
112,Omar Campos,mxMEX,DF,Cruz Azul,22,2002,5,2,141,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,8,7,14,0,0,0,0,0,0.04,0.02,0.07,0.04,0.07,Matches
