Rk,Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
51,Makan Chote,inIND,"FW,MF",Mohammedan,24,2000,19,7,602,6.7,1,1,2,1,0,0,0,0,0.15,0.15,0.3,0.15,0.3,Matches
52,Farukh Choudhary,inIND,MF,Chennaiyin,27,1996,20,13,"1,115",12.4,2,1,3,2,0,0,1,0,0.16,0.08,0.24,0.16,0.24,Matches
53,Pratik Chowdhary,inIND,DF,Jamshedpur,34,1989,21,21,"1,869",20.8,2,0,2,2,0,0,6,0,0.1,0,0.1,0.1,0.1,Matches
54,Lazar Ćirković,rsSRB,"DF,MF",Jamshedpur,31,1992,19,10,915,10.2,1,0,1,1,0,0,2,0,0.1,0,0.1,0.1,0.1,Matches
55,Alexandre Coeff,frFRA,"MF,DF",Kerala Blasters,32,1992,13,10,748,8.3,1,0,1,1,0,0,2,0,0.12,0,0.12,0.12,0.12,Matches
56,Liston Colaco,inIND,MF,Mohun Bagan,25,1998,24,21,"1,870",20.8,4,1,5,4,0,0,1,0,0.19,0.05,0.24,0.19,0.24,Matches
57,Edmilson Correia,gwGNB,"MF,FW",Hyderabad FC,24,2000,16,9,882,9.8,2,1,3,2,0,0,3,0,0.2,0.1,0.31,0.2,0.31,Matches
58,Saúl Crespo,esESP,MF,East Bengal,28,1996,13,12,"1,046",11.6,1,2,3,1,0,1,4,0,0.09,0.17,0.26,0.09,0.26,Matches
59,Jason Cummings,auAUS,"FW,MF",Mohun Bagan,28,1995,22,8,808,9,4,6,10,4,0,0,4,0,0.45,0.67,1.11,0.45,1.11,Matches
60,Leander D'Cunha,inIND,DF,Hyderabad FC,26,1997,10,4,361,4,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
61,Vignesh Dakshina Murthy,inIND,DF,Chennaiyin,26,1998,9,6,507,5.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
62,Rohit Danu,inIND,"MF,FW",Bengaluru,22,2002,5,2,207,2.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
63,Nitesh Darjee,inIND,DF,Punjab,20,2004,3,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
64,Prabir Das,inIND,"DF,MF",Mumbai City,30,1993,5,0,63,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
65,Prabir Das,inIND,"DF,MF",Kerala Blasters,30,1993,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
66,Ritwik Das,inIND,MF,Jamshedpur,27,1996,9,3,252,2.8,1,0,1,1,0,0,0,0,0.36,0,0.36,0.36,0.36,Matches
67,Sourav Das,inIND,MF,Jamshedpur,28,1996,19,19,"1,264",14,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
68,Supratim Das,inIND,MF,Mumbai City,19,2005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
69,Tanmay Das,inIND,MF,East Bengal,23,2001,1,1,83,0.9,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
70,Carlos Delgado,esESP,DF,Odisha,34,1990,18,10,883,9.8,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
71,Israfil Dewan,inIND,FW,Mohammedan,23,2001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
72,Suman Dey,inIND,DF,East Bengal,21,2003,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
73,Abhishek Dhananjay,inIND,MF,Mohun Bagan,23,2001,11,4,414,4.6,0,1,1,0,0,0,4,0,0,0.22,0.22,0,0.22,Matches
74,Dimitris Diamantakos,grGRE,FW,East Bengal,31,1993,19,18,"1,441",16,4,1,5,3,1,1,2,1,0.25,0.06,0.31,0.19,0.25,Matches
75,Soraisham Dinesh Singh,inIND,DF,NorthEast Utd,26,1997,15,13,"1,111",12.3,0,1,1,0,0,0,8,1,0,0.08,0.08,0,0.08,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Aibanbha Dohling,inIND,DF,Kerala Blasters,28,1996,12,7,590,6.6,0,0,0,0,0,0,1,2,0,0,0,0,0,Matches
77,Dorielton,brBRA,FW,Odisha,34,1990,10,5,526,5.8,3,1,4,3,0,0,2,0,0.51,0.17,0.68,0.51,0.68,Matches
78,Seiminlen Doungel,inIND,MF,Jamshedpur,30,1994,18,1,453,5,0,2,2,0,0,0,2,0,0,0.4,0.4,0,0.4,Matches
79,Dejan Dražić,rsSRB,"MF,FW",Goa,28,1995,21,13,"1,151",12.8,1,3,4,1,0,0,1,0,0.08,0.23,0.31,0.08,0.31,Matches
80,Miloš Drinčić,meMNE,DF,Kerala Blasters,25,1999,21,19,"1,642",18.2,1,0,1,1,0,0,3,1,0.05,0,0.05,0.05,0.05,Matches
81,Ryan Edwards,engENG,DF,Chennaiyin,30,1993,20,19,"1,542",17.1,1,0,1,1,0,0,7,1,0.06,0,0.06,0.06,0.06,Matches
82,Stephen Eze,ngNGA,DF,Jamshedpur,30,1994,21,19,"1,637",18.2,3,0,3,3,0,0,7,1,0.16,0,0.16,0.16,0.16,Matches
83,Mourtada Fall,snSEN,DF,Odisha,36,1987,21,20,"1,842",20.5,5,1,6,5,0,0,4,1,0.24,0.05,0.29,0.24,0.29,Matches
84,Lalremsanga Fanai,inIND,"FW,MF",Mohammedan,22,2001,23,22,"1,761",19.6,2,0,2,1,1,1,1,0,0.1,0,0.1,0.05,0.05,Matches
85,Lalremtluanga Fanai,inIND,MF,Bengaluru,19,2004,21,6,854,9.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
86,Danish Farooq,inIND,MF,Kerala Blasters,28,1996,20,13,"1,212",13.5,1,0,1,1,0,0,4,0,0.07,0,0.07,0.07,0.07,Matches
87,Brandon Fernandes,inIND,MF,Mumbai City,29,1994,22,18,"1,526",17,0,2,2,0,0,0,3,0,0,0.12,0.12,0,0.12,Matches
88,Brison Fernandes,inIND,MF,Goa,23,2001,22,15,"1,261",14,7,2,9,7,0,0,1,0,0.5,0.14,0.64,0.5,0.64,Matches
89,Nora Fernandes,inIND,GK,Kerala Blasters,26,1998,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
90,Raynier Fernandes,inIND,MF,Odisha,,,16,6,584,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
91,Seriton Fernandes,inIND,DF,Goa,31,1992,6,1,181,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
92,França,brBRA,FW,Mohammedan,29,1995,24,22,"1,874",20.8,1,1,2,1,0,1,4,0,0.05,0.05,0.1,0.05,0.1,Matches
93,Narender Gahlot,inIND,DF,Odisha,23,2001,4,1,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
94,Saviour Gama,inIND,DF,Odisha,27,1997,19,7,883,9.8,0,1,1,0,0,0,5,0,0,0.1,0.1,0,0.1,Matches
95,Petros Giakoumakis,grGRE,FW,Punjab,32,1992,10,5,525,5.8,1,2,3,1,0,0,0,0,0.17,0.34,0.51,0.17,0.51,Matches
96,Cy Goddard,jpJPN,"MF,FW",Hyderabad FC,27,1997,21,16,"1,419",15.8,1,2,3,1,0,0,1,0,0.06,0.13,0.19,0.06,0.19,Matches
97,Albino Gomes,inIND,GK,Jamshedpur,30,1994,24,24,"2,142",23.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
98,Alexis Gómez,arARG,"MF,FW",Mohammedan,24,2000,21,20,"1,730",19.2,1,1,2,0,1,1,5,0,0.05,0.05,0.1,0,0.05,Matches
99,Amrit Gope,inIND,GK,Jamshedpur,24,1999,2,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
100,Iker Guarrotxena,esESP,"FW,MF",Goa,31,1992,19,13,"1,232",13.7,7,3,10,7,0,0,1,0,0.51,0.22,0.73,0.51,0.73,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Guillermo,esESP,"FW,MF",NorthEast Utd,31,1993,18,12,"1,091",12.1,5,0,5,5,0,0,0,0,0.41,0,0.41,0.41,0.41,Matches
102,Jay Gupta,inIND,DF,Goa,22,2001,16,6,647,7.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
103,Pronay Halder,inIND,"DF,MF",Jamshedpur,31,1993,7,2,199,2.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
104,Robi Hansda,inIND,FW,Mohammedan,25,1999,5,1,155,1.7,1,1,2,1,0,0,0,0,0.58,0.58,1.16,0.58,1.16,Matches
105,Javi Hernández,esESP,"MF,FW",Jamshedpur,35,1989,23,23,"1,973",21.9,7,3,10,4,3,3,4,0,0.32,0.14,0.46,0.18,0.32,Matches
106,Borja Herrera,esESP,MF,Goa,31,1993,20,15,"1,321",14.7,5,4,9,5,0,0,4,1,0.34,0.27,0.61,0.34,0.61,Matches
107,Lalrinliana Hnamte,inIND,MF,Chennaiyin,21,2003,21,18,"1,601",17.8,0,1,1,0,0,0,2,0,0,0.06,0.06,0,0.06,Matches
108,Sajad Hussain Parray,inIND,DF,Mohammedan,21,2003,5,3,263,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
109,Mohammed Irshad,inIND,MF,Mohammedan,29,1994,17,12,"1,036",11.5,1,0,1,1,0,0,6,1,0.09,0,0.09,0.09,0.09,Matches
110,Ahmed Jahouh,maMAR,MF,Odisha,36,1988,16,15,"1,340",14.9,1,4,5,0,1,1,9,3,0.07,0.27,0.34,0,0.27,Matches
111,Mohammed Jassim,inIND,DF,Mohammedan,27,1996,2,1,86,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
112,Sandesh Jhingan,inIND,DF,Goa,31,1993,18,17,"1,560",17.3,1,1,2,1,0,0,1,0,0.06,0.06,0.12,0.06,0.12,Matches
113,Jesús Jiménez,esESP,FW,Kerala Blasters,30,1993,18,15,"1,340",14.9,11,1,12,9,2,2,0,0,0.74,0.07,0.81,0.6,0.67,Matches
114,Ricky John Shabong,inIND,MF,Punjab,21,2002,24,17,"1,691",18.8,1,2,3,1,0,0,3,0,0.05,0.11,0.16,0.05,0.16,Matches
115,Lalbiakhlua Jongte,inIND,GK,Hyderabad FC,22,2002,7,7,630,7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
116,Wilmar Jordán,coCOL,FW,Chennaiyin,33,1990,22,18,"1,487",16.5,10,1,11,9,1,1,1,1,0.61,0.06,0.67,0.54,0.61,Matches
117,Soyal Joshy,inIND,DF,Hyderabad FC,22,2002,5,1,120,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
118,Aleksandar Jovanović,auAUS,DF,Bengaluru,34,1989,20,13,"1,040",11.6,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
119,Elson José Dias Júnior,brBRA,"MF,DF",Chennaiyin,33,1991,21,14,"1,260",14,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
120,Abdul Rabeeh A K,inIND,"MF,DF",Hyderabad FC,23,2001,24,23,"2,052",22.8,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
121,Vishal Kaith,inIND,GK,Mohun Bagan,28,1996,23,23,"2,070",23,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
122,Nikos Karelis,grGRE,FW,Mumbai City,32,1992,18,18,"1,392",15.5,10,2,12,8,2,2,1,0,0.65,0.13,0.78,0.52,0.65,Matches
123,Laxmikant Kattimani,inIND,GK,Goa,35,1989,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
124,Imran Khan,inIND,MF,Jamshedpur,29,1994,24,22,"1,578",17.5,0,3,3,0,0,0,1,0,0,0.17,0.17,0,0.17,Matches
125,Manglenthang Kipgen,inIND,MF,Punjab,19,2005,5,0,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Pritam Kotal,inIND,DF,Kerala Blasters,30,1993,14,11,"1,014",11.3,0,1,1,0,0,0,2,0,0,0.09,0.09,0,0.09,Matches
127,Pritam Kotal,inIND,DF,Chennaiyin,30,1993,7,7,585,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
128,Rahul KP,inIND,"MF,FW",Odisha,24,2000,8,8,623,6.9,1,1,2,1,0,0,1,1,0.14,0.14,0.29,0.14,0.29,Matches
129,Rahul KP,inIND,"MF,FW",Kerala Blasters,24,2000,11,6,515,5.7,1,0,1,1,0,0,1,0,0.17,0,0.17,0.17,0.17,Matches
130,Roy Krishna,fjFIJ,"FW,MF",Odisha,36,1987,9,6,524,5.8,3,0,3,3,0,0,0,0,0.52,0,0.52,0.52,0.52,Matches
131,Thaer Krouma,sySYR,"DF,MF",Mumbai City,34,1990,17,9,890,9.9,2,1,3,2,0,0,1,0,0.2,0.1,0.3,0.2,0.3,Matches
132,Nanda Kumar,inIND,"MF,FW",East Bengal,28,1995,18,14,"1,165",12.9,0,1,1,0,0,0,5,1,0,0.08,0.08,0,0.08,Matches
133,Nishu Kumar,inIND,"DF,MF",East Bengal,26,1997,13,8,849,9.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
134,Ravi Kumar,inIND,GK,Punjab,31,1993,15,15,"1,350",15,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
135,Rohit Kumar,inIND,MF,Odisha,27,1997,18,6,593,6.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
136,Som Kumar,inIND,GK,Kerala Blasters,19,2005,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
137,Ashique Kuruniyan,inIND,"DF,MF",Mohun Bagan,27,1997,15,2,358,4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
138,Phurba Lachenpa,inIND,GK,Mumbai City,26,1998,19,18,"1,654",18.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
139,Dušan Lagator,meMNE,DF,Kerala Blasters,30,1994,7,4,387,4.3,1,1,2,1,0,0,2,0,0.23,0.23,0.47,0.23,0.47,Matches
140,Provat Lakra,inIND,DF,East Bengal,26,1997,13,7,665,7.4,0,1,1,0,0,0,5,1,0,0.14,0.14,0,0.14,Matches
141,Lalchungnunga,inIND,DF,East Bengal,23,2000,18,16,"1,468",16.3,2,0,2,2,0,0,10,3,0.12,0,0.12,0.12,0.12,Matches
142,Laldanmawia,inIND,DF,Hyderabad FC,20,2004,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
143,Jeremy Laldinpuia,inIND,MF,Mohammedan,24,2000,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
144,David Lalhlansanga,inIND,"FW,MF",East Bengal,22,2001,17,6,574,6.4,4,0,4,4,0,0,0,0,0.63,0,0.63,0.63,0.63,Matches
145,Daniel Lalhlimpuia,inIND,FW,Mumbai City,26,1997,4,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
146,Freddy Lallawmawma,inIND,MF,Kerala Blasters,22,2002,17,11,"1,092",12.1,1,0,1,1,0,0,4,0,0.08,0,0.08,0.08,0.08,Matches
147,K Lalrinfela,inIND,MF,Mohammedan,24,2000,11,7,696,7.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
148,Jerry Lalrinzuala,inIND,DF,Odisha,26,1998,19,17,"1,240",13.8,0,1,1,0,0,0,2,0,0,0.07,0.07,0,0.07,Matches
149,K Lalthathanga,inIND,MF,Odisha,26,1998,22,22,"1,793",19.9,1,0,1,1,0,0,5,0,0.05,0,0.05,0.05,0.05,Matches
150,Lara,inIND,GK,Goa,24,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Khaiminthang Lhungdim,inIND,"DF,MF",Punjab,24,2000,17,17,"1,479",16.4,1,2,3,1,0,0,6,2,0.06,0.12,0.18,0.06,0.18,Matches
152,Macarton Louis Nickson,inIND,MF,NorthEast Utd,20,2004,20,15,"1,313",14.6,2,1,3,2,0,0,5,0,0.14,0.07,0.21,0.14,0.21,Matches
153,Adrián Luna,uyURU,MF,Kerala Blasters,32,1992,22,20,"1,824",20.3,0,6,6,0,0,0,4,0,0,0.3,0.3,0,0.3,Matches
154,Jithin M.S.,inIND,MF,NorthEast Utd,26,1998,22,19,"1,538",17.1,2,5,7,2,0,0,4,0,0.12,0.29,0.41,0.12,0.41,Matches
155,Jamie Maclaren,auAUS,FW,Mohun Bagan,31,1993,22,19,"1,632",18.1,11,2,13,10,1,1,3,0,0.61,0.11,0.72,0.55,0.66,Matches
156,Hijazi Maher,joJOR,DF,East Bengal,26,1997,13,13,"1,120",12.4,2,0,2,2,0,0,3,0,0.16,0,0.16,0.16,0.16,Matches
157,Luka Majcen,siSVN,FW,Punjab,35,1989,20,14,"1,247",13.9,10,3,13,8,2,2,5,0,0.72,0.22,0.94,0.58,0.79,Matches
158,Debjit Majumder,inIND,GK,East Bengal,36,1988,4,3,273,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
159,Chaku Mandi,inIND,DF,East Bengal,24,2000,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
160,César Manzoki,cfCTA,FW,Mohammedan,27,1996,12,4,563,6.3,1,0,1,1,0,1,3,0,0.16,0,0.16,0.16,0.16,Matches
161,Jeremy Manzorro,frFRA,MF,Mumbai City,32,1991,9,5,422,4.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
162,Zothanpuia Mark,inIND,DF,East Bengal,22,2002,7,3,300,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
163,Diego Maurício,brBRA,FW,Odisha,33,1991,22,16,"1,417",15.7,9,6,15,6,3,4,1,0,0.57,0.38,0.95,0.38,0.76,Matches
164,Jerry Mawihmingthanga,inIND,"MF,FW",Odisha,27,1997,22,13,"1,060",11.8,5,2,7,5,0,0,3,0,0.42,0.17,0.59,0.42,0.59,Matches
165,Mayakkannan,inIND,MF,NorthEast Utd,27,1997,23,23,"1,992",22.1,0,1,1,0,0,0,2,0,0,0.05,0.05,0,0.05,Matches
