,,,,Rk,Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,Matches
319,Michal Škvarka,skSVK,MF,Győr,31,1992,7,4,379,4.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
320,Mikael Soisalo,fiFIN,MF,Puskás,26,1998,30,24,"1,949",21.7,0,8,8,0,0,0,1,0,0.00,0.37,0.37,0.00,0.37,Matches
321,Csaba Spandler,huHUN,DF,Vidi,28,1996,31,31,"2,787",31.0,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
322,Josip Špoljarić,hrCRO,FW,Zalaegerszeg,27,1997,6,1,99,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
323,Nicolás Stefanelli,arARG,"FW,MF",Vidi,29,1994,31,17,"1,858",20.6,3,2,5,3,0,0,1,0,0.15,0.10,0.24,0.15,0.24,Matches
324,Daniel Štefulj,hrCRO,DF,Győr,24,1999,27,26,"2,332",25.9,4,4,8,4,0,0,5,0,0.15,0.15,0.31,0.15,0.31,Matches
325,Zoltán Stieber,huHUN,MF,MTK Budapest,35,1988,20,3,463,5.1,2,2,4,1,1,1,2,0,0.39,0.39,0.78,0.19,0.58,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
326,Aranđel Stojković,rsSRB,DF,Debrecen,29,1995,18,11,"1,049",11.7,1,0,1,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,Matches
327,Patrizio Stronati,czCZE,DF,Puskás,29,1994,33,33,"2,970",33.0,1,0,1,1,0,0,2,0,0.03,0.00,0.03,0.03,0.03,Matches
328,Alex Szabó,huHUN,DF,Kecskemét,25,1998,24,19,"1,671",18.6,0,2,2,0,0,0,8,0,0.00,0.11,0.11,0.00,0.11,Matches
329,Bálint Szabó,huHUN,"MF,FW",Vidi,23,2001,23,19,"1,661",18.5,5,2,7,3,2,3,5,1,0.27,0.11,0.38,0.16,0.27,Matches
330,Bálint Szabó,huHUN,"FW,MF",Paks,23,2001,4,3,244,2.7,0,1,1,0,0,0,0,0,0.00,0.37,0.37,0.00,0.37,Matches
331,János Szabó,huHUN,DF,Paks,35,1989,18,16,"1,465",16.3,1,0,1,1,0,0,1,0,0.06,0.00,0.06,0.06,0.06,Matches
332,Bence Szakos,huHUN,DF,Diósgyőr,17,2007,9,6,540,6.0,1,0,1,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,Matches
333,Gábor Szalai,huHUN,DF,Ferencváros,24,2000,13,10,870,9.7,4,0,4,4,0,0,5,1,0.41,0.00,0.41,0.41,0.41,Matches
334,Péter Szappanos,huHUN,GK,Paks,33,1990,15,15,"1,331",14.8,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
335,Csaba Szatmári,huHUN,DF,Diósgyőr,30,1994,17,15,"1,266",14.1,2,0,2,2,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches
336,Márk Szécsi,huHUN,"DF,MF",Debrecen,30,1994,31,23,"2,010",22.3,2,2,4,2,0,0,4,0,0.09,0.09,0.18,0.09,0.18,Matches
337,Norbert Szendrei,huHUN,DF,Zalaegerszeg,24,2000,28,28,"2,519",28.0,0,3,3,0,0,0,8,0,0.00,0.11,0.11,0.00,0.11,Matches
338,János Szépe,skSVK,DF,Győr,28,1996,24,17,"1,656",18.4,2,2,4,2,0,0,1,0,0.11,0.11,0.22,0.11,0.22,Matches
339,Gergő Szőke,huHUN,MF,MTK Budapest,20,2003,4,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
340,Roland Szolnoki,huHUN,"MF,DF",Puskás,32,1992,15,13,"1,020",11.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
341,Kornél Szűcs,huHUN,DF,Kecskemét,22,2001,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
342,Tamás Szűcs,huHUN,MF,Debrecen,19,2005,30,25,"2,179",24.2,3,0,3,3,0,0,7,0,0.12,0.00,0.12,0.12,0.12,Matches
343,Soma Szuhodovszki,huHUN,"MF,FW",Debrecen,24,1999,28,19,"1,648",18.3,2,1,3,2,0,0,6,0,0.11,0.05,0.16,0.11,0.16,Matches
344,Mátyás Tajti,huHUN,MF,Újpest,26,1998,18,12,999,11.1,2,1,3,2,0,0,1,0,0.18,0.09,0.27,0.18,0.27,Matches
345,Olivér Tamás,huHUN,MF,Nyíregyháza,23,2001,7,1,205,2.3,1,0,1,1,0,0,0,1,0.44,0.00,0.44,0.44,0.44,Matches
346,Krisztián Tamás,huHUN,"DF,MF",Újpest,29,1995,11,10,829,9.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
347,Attila Temesvári,huHUN,DF,Nyíregyháza,24,2000,12,8,711,7.9,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
348,Marcell Tibor Berki,huHUN,FW,Vidi,20,2004,2,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
349,Marcell Tibor Berki,huHUN,DF,Kecskemét,20,2004,19,12,917,10.2,0,4,4,0,0,0,3,1,0.00,0.39,0.39,0.00,0.39,Matches
350,Christ Tiéhi,ciCIV,MF,Diósgyőr,26,1998,12,8,649,7.2,0,1,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
351,Yuriy Toma,uaUKR,MF,Nyíregyháza,28,1996,22,18,"1,510",16.8,0,2,2,0,0,0,10,0,0.00,0.12,0.12,0.00,0.12,Matches
352,Ákos Tóth,huHUN,MF,Újpest,19,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
353,Alex Tóth,huHUN,MF,Ferencváros,18,2005,17,16,"1,326",14.7,2,8,10,2,0,0,2,0,0.14,0.54,0.68,0.14,0.68,Matches
354,Balázs Tóth,huHUN,GK,Nyíregyháza,20,2004,25,25,"2,250",25.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
355,Balázs Tóth,huHUN,GK,Vidi,26,1997,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
356,Barna Tóth,huHUN,FW,Paks,29,1995,32,24,"1,832",20.4,12,3,15,12,0,0,2,0,0.59,0.15,0.74,0.59,0.74,Matches
357,Rajmund Tóth,huHUN,"MF,DF",Győr,20,2004,25,24,"2,049",22.8,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches
358,Adama Traoré,mlMLI,MF,Ferencváros,29,1995,26,16,"1,492",16.6,3,1,4,3,0,0,2,0,0.18,0.06,0.24,0.18,0.24,Matches
359,Milan Tučić,siSVN,FW,Újpest,27,1996,7,4,445,4.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
360,Levente Vágó,huHUN,"MF,DF",Kecskemét,31,1992,23,19,"1,526",17.0,1,0,1,1,0,0,9,0,0.06,0.00,0.06,0.06,0.06,Matches
361,Botond Vajda,huHUN,"DF,MF",Debrecen,20,2004,25,15,"1,355",15.1,2,2,4,2,0,0,2,0,0.13,0.13,0.27,0.13,0.27,Matches
362,Álex Vallejo,esESP,MF,Diósgyőr,32,1992,27,23,"1,979",22.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
363,Ádám Varga,huHUN,GK,Ferencváros,25,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
